Postal Code,Place Name,State,State Abbreviation,Latitude,Longitude
076 83,Vojka,Trebišov,KI,48.4667,21.9167
076 84,Ba?ka,Trebišov,KI,48.4333,22.05
077 01,Fejséš,Trebišov,KI,48.4167,21.9833
078 01,Trnávka,Trebišov,KI,48.6917,21.6417
945 01,Malá Iža,Komárno,NI,47.7875,18.125
945 04,?erhát,Komárno,NI,47.7667,18.0333
946 01,Balvany,Komárno,NI,47.8333,18.0167
946 02,Violín,Komárno,NI,47.8,17.9833
946 03,?ásta,Komárno,NI,47.9417,18
946 12,Zlatná na Ostrove,Komárno,NI,47.7667,17.9667
946 13,Štúrová,Komárno,NI,47.8333,17.95
946 14,Sokolce - lúky,Komárno,NI,47.8,17.8667
946 15,Tô?,Komárno,NI,47.8,17.8333
946 16,Bodza,Komárno,NI,47.8333,17.8333
946 17,Sokolce,Komárno,NI,47.85,17.8333
946 19,Klížska Nemá,Komárno,NI,47.75,17.8167
946 21,Ve?ké Kosihy,Komárno,NI,47.7667,17.8833
946 31,Chotín,Komárno,NI,47.8,18.2333
946 32,Krátke Kesy,Komárno,NI,47.7833,18.2833
946 33,Modrany,Komárno,NI,47.8333,18.35
946 34,Bátorove Kosihy,Komárno,NI,47.8333,18.4167
946 35,Bú?,Komárno,NI,47.8167,18.45
946 36,Kravany nad Dunajom,Komárno,NI,47.7667,18.4833
946 37,Mo?a,Komárno,NI,47.7667,18.4167
946 38,Žitava,Komárno,NI,47.75,18.3667
946 39,Bokroš,Komárno,NI,47.75,18.2333
946 51,A?ala,Komárno,NI,47.9667,18.1333
946 52,Ime?,Komárno,NI,47.9,18.15
946 54,Chras?,Komárno,NI,47.9417,18.225
946 55,Pribeta,Komárno,NI,47.9,18.3167
946 56,Dulovce,Komárno,NI,47.8667,18.2667
946 57,Svätý Peter,Komárno,NI,47.85,18.2667
946 65,Kava,Komárno,NI,47.8357,18.1159
947 01,Holanovo,Komárno,NI,47.85,18.1667
947 03,Bohatá,Komárno,NI,47.8833,18.2
934 01,Nixbrod,Levice,NI,48.2125,18.675
935 02,Brhlovce,Levice,NI,48.2667,18.75
935 03,Jalakšová,Levice,NI,48.2833,18.75
935 04,Devi?any,Levice,NI,48.3333,18.7167
935 05,Majere,Levice,NI,48.375,18.7417
935 06,Jablo?ovce,Levice,NI,48.3167,18.8
935 21,Lipník,Levice,NI,48.2833,18.5278
935 22,Kozárovce,Levice,NI,48.3167,18.5333
935 23,Rybník,Levice,NI,48.55,20.1333
935 24,?ajkov,Levice,NI,48.2833,18.6
935 25,Gondovo,Levice,NI,48.2833,18.6667
935 26,Starý Tekov,Levice,NI,48.25,18.5333
935 27,Hronské Kosihy,Levice,NI,48.2667,18.6
935 29,Hronské K?a?any,Levice,NI,48.2333,18.5667
935 31,Vyšné nad Hronom,Levice,NI,48.1667,18.5833
935 32,Kalná,Levice,NI,48.1885,18.4688
935 33,Šándorhalma,Levice,NI,48.2417,18.525
935 34,Ve?ký ?ur,Levice,NI,48.2083,18.4583
935 35,Lula,Levice,NI,48.1833,18.3667
935 36,Beša,Levice,NI,48.15,18.4
935 37,Dolný Pial,Levice,NI,48.1333,18.4667
935 38,Lok,Levice,NI,48.1833,18.4667
935 39,Mochovce,Levice,NI,48.2667,18.45
935 41,Arma,Levice,NI,48.125,18.5583
935 51,Turá,Levice,NI,48.15,18.5278
935 52,Veselá,Levice,NI,48.2667,18.3667
935 55,Pežer?a,Levice,NI,48.125,18.7083
935 56,Dobogov,Levice,NI,48.1583,18.65
935 57,Žemliare,Levice,NI,48.15,18.6
935 61,Domaša,Levice,NI,48,18.65
935 62,Pohronský Ruskov,Levice,NI,47.9833,18.6667
935 63,?ata,Levice,NI,47.95,18.6667
935 64,Ke?,Levice,NI,47.9667,18.5667
935 65,Ve?ké Ludince,Levice,NI,47.9667,18.5167
935 66,Farná,Levice,NI,48,18.5167
935 67,Málaš,Levice,NI,48.05,18.5333
935 68,?aka,Levice,NI,48.05,18.4833
935 69,Plavé Vozokany,Levice,NI,48.0667,18.4833
935 71,Šalov,Levice,NI,48,18.7167
935 74,Bielovce,Levice,NI,48,18.7833
935 75,Lontov,Levice,NI,48.05,18.7833
935 77,Vyškovce nad Ip?om,Levice,NI,48.05,18.8667
935 81,Ve?ké Turovce,Levice,NI,48.1222,18.95
935 82,Pláš?ovce,Levice,NI,48.1667,18.9833
935 84,Krá?ovi?ová,Levice,NI,48.1333,18.8933
935 85,Dolné Semerovce,Levice,NI,48.1167,18.85
935 86,Hontianske Trs?any,Levice,NI,48.1373,18.8745
935 87,Bory,Levice,NI,48.1833,18.75
936 01,Hrkovce,Levice,NI,48.0833,18.9167
937 01,Jarok,Levice,NI,48.0333,18.7
949 01,?ermá?,Nitra,NI,48.32,18.0567
949 05,Horné Krškany,Nitra,NI,48.2833,18.1
949 07,Janíkovce,Nitra,NI,48.2833,18.15
949 11,Kloko?ina,Nitra,NI,48.3042,18.0792
951 01,Štitáre,Nitra,NI,48.3333,18.1333
951 02,Dolné Obdokovce,Nitra,NI,48.3167,18.2167
951 03,?e?adice,Nitra,NI,48.3333,18.25
951 04,Ve?ký Lapáš,Nitra,NI,48.3,18.1833
951 05,Ve?ký Cetín,Nitra,NI,48.2167,18.2
951 06,Dolný Vinodol,Nitra,NI,48.1833,18.2167
951 07,?echynce,Nitra,NI,48.25,18.1667
951 08,Golianovo,Nitra,NI,48.2667,18.2
951 12,Ivanka pri Nitre,Nitra,NI,48.2333,18.1167
951 13,Ve?ká Ves,Nitra,NI,48.2167,18.15
951 15,Ba?ala,Nitra,NI,48.1833,18
951 16,Svätoplukovo,Nitra,NI,48.2333,18.05
951 17,Cabaj,Nitra,NI,48.25,18.0333
951 21,Riš?ovce,Nitra,NI,48.3667,17.9
951 22,Alekšince,Nitra,NI,48.3667,17.95
951 23,Luká?ovce,Nitra,NI,48.4,17.9333
951 24,Ceroviny,Nitra,NI,48.4333,17.9792
951 25,Su?any,Nitra,NI,48.45,18.0167
951 26,Perkovce,Nitra,NI,48.4,18.0333
951 34,Malý Báb,Nitra,NI,48.3,17.8667
951 35,Ve?ké Zálužie,Nitra,NI,48.3,17.95
951 36,Lehota,Nitra,NI,48.3167,18
951 37,Rumanová,Nitra,NI,48.3333,17.8667
951 41,Lužianky,Nitra,NI,48.3333,18.05
951 42,Anda?,Nitra,NI,48.3833,17.9833
951 43,?akajovce,Nitra,NI,48.3667,18.0333
951 44,Opatovce - Vý?apy,Nitra,NI,48.4,18.0833
951 45,Horné Lefantovce,Nitra,NI,48.4167,18.15
951 46,Sokolníky,Nitra,NI,48.3833,18.1167
951 48,Jarok,Nitra,NI,48.0333,18.7
951 51,Nová Ves nad Žitavou,Nitra,NI,48.2833,18.3333
951 53,Babindol,Nitra,NI,48.2833,18.25
951 54,Ve?ké Chyndice,Nitra,NI,48.2833,18.3
951 61,?ifáre,Nitra,NI,48.2333,18.4
951 73,Jelenec,Nitra,NI,48.3833,18.2333
951 74,Žirany,Nitra,NI,48.3833,18.1833
951 78,Kolí?any,Nitra,NI,48.3667,18.2
951 88,Martinová,Nitra,NI,48.2167,18.3
952 01,Horný Ohaj,Nitra,NI,48.25,18.3167
940 01,Nový Gúg,Nové Zámky,NI,47.9548,18.252
941 01,Bánov,Nové Zámky,NI,48.05,18.2
941 02,Ondrochov,Nové Zámky,NI,48.1333,18.1833
941 03,Ú?any nad Žitavou,Nové Zámky,NI,48.1,18.25
941 04,Mojzesovo,Nové Zámky,NI,48.1333,18.2333
941 05,?erník,Nové Zámky,NI,48.15,18.2333
941 06,Komjatice,Nové Zámky,NI,48.15,18.1833
941 07,Ve?ký Kýr,Nové Zámky,NI,48.1833,18.1667
941 08,Rastislavice,Nové Zámky,NI,48.1333,18.1
941 09,Kendereš,Nové Zámky,NI,48.1333,18.025
941 10,Tvrdošovce,Nové Zámky,NI,48.1,18.0667
941 11,?udovítov,Nové Zámky,NI,48.0333,18.1167
941 21,Komo?a,Nové Zámky,NI,47.95,18.0333
941 22,Zemné,Nové Zámky,NI,47.9833,18
941 23,Andovce,Nové Zámky,NI,48,18.1167
941 31,Branovo,Nové Zámky,NI,48.0333,18.3
941 32,Semerovo,Nové Zámky,NI,48.0167,18.35
941 33,Kolta,Nové Zámky,NI,48.0167,18.4167
941 34,Jasová,Nové Zámky,NI,47.9833,18.4
941 35,Dubník,Nové Zámky,NI,48.9167,21.4667
941 36,Rúba?,Nové Zámky,NI,47.9333,18.4
941 37,Štefan,Nové Zámky,NI,47.8833,18.3667
941 41,Beše?ov,Nové Zámky,NI,48.05,18.2667
941 42,Ve?ké Lovce,Nové Zámky,NI,48.0667,18.3333
941 43,Dolný Ohaj,Nové Zámky,NI,48.0833,18.25
941 44,Vlkas,Nové Zámky,NI,48.1167,18.2833
941 45,Malá Ma?a,Nové Zámky,NI,48.15,18.2667
941 46,Trávnica,Nové Zámky,NI,48.15,18.3333
941 47,Radava,Nové Zámky,NI,48.1,18.3
941 48,Belek,Nové Zámky,NI,48.1,18.35
941 49,Bardo?ovo,Nové Zámky,NI,48.1167,18.4167
941 50,Dedinka,Nové Zámky,NI,48.0667,18.4333
941 51,Pozba,Nové Zámky,NI,48.1167,18.3833
941 61,Michal nad Žitavou,Nové Zámky,NI,48.1833,18.2833
941 62,Kme?ovo,Nové Zámky,NI,48.1667,18.2833
942 01,Nitriansky Hrádok,Nové Zámky,NI,48.0667,18.2
943 04,Obid,Nové Zámky,NI,47.7833,18.65
943 41,Arad,Nové Zámky,NI,47.8833,18.4833
943 42,Nová Osada,Nové Zámky,NI,47.8611,18.5556
943 52,Jurský Chlm,Nové Zámky,NI,47.8556,18.5611
943 53,Belá,Nové Zámky,NI,47.85,18.6
943 54,Svodín,Nové Zámky,NI,47.9167,18.5
943 55,Bruty,Nové Zámky,NI,47.9167,18.5833
943 56,Kolónia,Nové Zámky,NI,47.9167,18.65
943 57,Kamenín,Nové Zámky,NI,47.8833,18.65
943 58,Kamenný Most,Nové Zámky,NI,47.85,18.6667
943 59,Sikeni?ka,Nové Zámky,NI,47.9333,18.6833
943 60,Nána,Nové Zámky,NI,47.8167,18.7167
943 61,Salka,Nové Zámky,NI,47.8833,18.7667
943 65,Malá nad Hronom,Nové Zámky,NI,47.85,18.6833
943 66,Ková?ov,Nové Zámky,NI,47.8583,18.7333
925 71,Horný Jatov,Ša?a,NI,48.15,17.9667
925 72,Selice,Ša?a,NI,48.0833,17.9833
925 81,Diakovce,Ša?a,NI,48.1333,17.85
925 82,Tešedíkovo,Ša?a,NI,48.1,17.85
925 83,Žihárec,Ša?a,NI,48.0667,17.9
925 84,Vl?any,Ša?a,NI,48.0333,17.95
925 85,Neded,Ša?a,NI,48.0167,17.9833
925 91,Krá?ová nad Váhom,Ša?a,NI,48.1667,17.85
927 01,Hetmé?,Ša?a,NI,48.1667,17.8667
927 05,Dlhá nad Váhom,Ša?a,NI,48.1667,17.8667
951 31,Mo?enok,Ša?a,NI,48.2333,17.9333
951 32,Horná Krá?ová,Ša?a,NI,48.2333,17.9167
951 33,Hájske,Ša?a,NI,48.2938,17.9104
955 01,Tovarníky,Topo??any,NI,48.5667,18.15
956 01,Blesovce,Topo??any,NI,48.55,18.0333
956 02,K?a?any,Topo??any,NI,48.5333,18.1
956 03,Hajná Nová Ves,Topo??any,NI,48.5333,18.0333
956 05,Nitrianska Blatnica,Topo??any,NI,48.55,17.9667
956 06,Svrbice,Topo??any,NI,48.5167,17.8833
956 07,Behynce,Topo??any,NI,48.5167,17.9667
956 08,?ermany,Topo??any,NI,48.4667,18.0333
956 11,Dvorany nad Nitrou,Topo??any,NI,48.4833,18.1167
956 12,Belince,Topo??any,NI,48.4667,18.1
956 13,Hrušovany,Topo??any,NI,48.4333,18.1
956 14,Súlovce,Topo??any,NI,48.4667,18.1667
956 15,Kovarce,Topo??any,NI,48.5,18.1667
956 16,?e?adince,Topo??any,NI,48.5167,18.1667
956 17,Sol?any,Topo??any,NI,48.5333,18.2
956 19,Krn?a,Topo??any,NI,48.55,18.25
956 21,Tesáre,Topo??any,NI,48.6,18.0833
956 22,Tvrdomestice,Topo??any,NI,48.6333,18.1333
956 31,Horné Chlebany,Topo??any,NI,48.6,18.2333
956 32,Raj?any,Topo??any,NI,48.6167,18.2333
956 38,Sol?ianky,Topo??any,NI,48.6167,18.2
951 52,Vieska nad Žitavou,Zlaté Moravce,NI,48.3167,18.3667
951 62,Nevidzany,Zlaté Moravce,NI,48.85,18.4833
951 71,Dolné S?ažany,Zlaté Moravce,NI,48.3833,18.3333
951 72,Neverice,Zlaté Moravce,NI,48.3667,18.2833
951 75,Pustý Chotár,Zlaté Moravce,NI,48.35,18.3
951 76,Cho?a,Zlaté Moravce,NI,48.3667,18.3333
951 77,Ladice,Zlaté Moravce,NI,48.4,18.2667
951 81,Nem?i?any,Zlaté Moravce,NI,48.3,18.4667
951 82,Ve?ké Vozokany,Zlaté Moravce,NI,48.3167,18.4167
951 85,Skýcov,Zlaté Moravce,NI,48.5167,18.4167
951 87,Závada,Zlaté Moravce,NI,48.3333,18.4667
951 91,Zlatno,Zlaté Moravce,NI,48.425,18.35
951 92,Žikava,Zlaté Moravce,NI,48.45,18.3833
951 93,Topo??ianky,Zlaté Moravce,NI,48.4167,18.4167
951 94,Hostie,Zlaté Moravce,NI,48.45,18.45
951 95,Obyce,Zlaté Moravce,NI,48.4333,18.45
951 96,Jed?ové Kosto?any,Zlaté Moravce,NI,48.4667,18.5
951 97,Žitavany,Zlaté Moravce,NI,48.437,18.4111
953 01,Chyzerovce,Zlaté Moravce,NI,48.3667,18.3833
953 05,?ierne K?a?any,Zlaté Moravce,NI,48.3667,18.4167
966 54,Tekovské Nemce,Zlaté Moravce,NI,48.3667,18.5333
085 01,Bardejovská Zábava,Bardejov,PV,49.3,21.2667
086 01,Tarnov,Bardejov,PV,49.3167,21.1667
086 02,Cige?ka,Bardejov,PV,49.3667,21.1567
086 04,Bogliarka,Bardejov,PV,49.2667,21.15
086 05,Lukov,Bardejov,PV,49.3,21.0833
086 06,Snakov,Bardejov,PV,49.3167,21.05
086 11,Komárov,Bardejov,PV,49.2667,21.35
086 12,Dubinné,Bardejov,PV,49.25,21.45
086 14,Hažlín,Bardejov,PV,49.3,21.4333
086 21,Vyšná Vo?a,Bardejov,PV,49.25,21.3667
086 22,K?ušovská Zábava,Bardejov,PV,49.2375,21.25
086 31,Bardejovské Kúpele,Bardejov,PV,49.3333,21.2667
086 33,Stebnícka Huta,Bardejov,PV,49.4167,21.25
086 35,Becherov,Bardejov,PV,49.4167,21.3167
086 36,Varadka,Bardejov,PV,49.4167,21.3833
086 37,Andrejová,Bardejov,PV,49.3333,21.35
086 41,Abrahámovce,Bardejov,PV,49.1595,21.3238
086 42,Bartošovce,Bardejov,PV,49.2,21.2833
086 43,Buclovany,Bardejov,PV,49.15,21.3667
086 45,Lascov,Bardejov,PV,49.1667,21.4833
086 46,Hankovce,Bardejov,PV,49.2,21.4167
087 01,Brezov,Bardejov,PV,49.15,21.5
066 01,Brestov,Humenné,PV,48.9667,21.8833
067 01,Hrabovec nad Laborcom,Humenné,PV,49.1,21.95
067 11,Vyšné Ladi?kovce,Humenné,PV,49.0333,21.9
067 12,Deda?ov,Humenné,PV,49.0333,21.9833
067 13,Jablo?,Humenné,PV,49.0667,21.9833
067 22,Slovenská Volová,Humenné,PV,48.9833,21.85
067 23,Baškovce,Humenné,PV,49.0333,21.8333
067 24,Ví?azovce,Humenné,PV,49.0167,21.8
067 31,Udavské,Humenné,PV,48.9833,21.9667
067 32,Adidovce,Humenné,PV,49.0167,22.05
067 33,Nechválova Polianka,Humenné,PV,49.075,22.0667
067 34,Vyšná Jablonka,Humenné,PV,49.15,22.1167
067 41,Chlmec,Humenné,PV,48.8833,21.9333
067 45,Karná,Humenné,PV,48.9833,21.8
067 82,Modra nad Cirochou,Humenné,PV,48.9667,22.0667
067 83,Hažín nad Cirochou,Humenné,PV,48.9333,21.9667
094 06,Košarovce,Humenné,PV,49.05,21.7833
094 07,Ruská Kaj?a,Humenné,PV,49.1167,21.8333
094 08,Závada,Humenné,PV,49.1833,21.7833
059 01,Strážky,Kežmarok,PV,49.1667,20.45
059 02,Slovenská Ves,Kežmarok,PV,49.2333,20.4333
059 04,Zálesie,Kežmarok,PV,49.3167,20.3833
059 06,?ervený Kláštor,Kežmarok,PV,49.4,20.4167
059 07,Lendak,Kežmarok,PV,49.2333,20.35
059 52,Ve?ká Lomnica,Kežmarok,PV,49.1167,20.3667
059 71,Hradisko,Kežmarok,PV,49.0833,20.475
059 72,Vrbov,Kežmarok,PV,49.0833,20.4333
059 73,Žakovce,Kežmarok,PV,49.0833,20.4
059 76,Stráne pod Tatrami,Kežmarok,PV,49.1667,20.3667
059 78,Ve?ká Franková,Kežmarok,PV,49.3333,20.3
059 79,Ostur?a,Kežmarok,PV,49.3333,20.2333
059 92,Huncovce,Kežmarok,PV,49.1167,20.3833
059 93,Bušovce,Kežmarok,PV,49.2167,20.4833
059 94,Jurské,Kežmarok,PV,49.2,20.5333
059 95,Toporec,Kežmarok,PV,49.2667,20.5
060 01,Malý Slavkov,Kežmarok,PV,49.1333,20.3833
061 01,Spišská Stará Ves,Kežmarok,PV,49.3833,20.3667
053 02,Roškovce,Levo?a,PV,49.0042,20.6667
053 03,Jablonov,Levo?a,PV,49.0167,20.7333
053 04,Studenec,Levo?a,PV,49.0167,20.7667
053 05,Beharovce,Levo?a,PV,49,20.8167
053 06,Bijacovce,Levo?a,PV,49.0333,20.8
053 14,Spišský Štvrtok,Levo?a,PV,49,20.4667
053 71,Nižné Repaše,Levo?a,PV,49.0833,20.7167
053 72,Torysky,Levo?a,PV,49.1,20.6833
053 73,Brutovce,Levo?a,PV,49.0833,20.7833
053 74,Vyšný Slavkov,Levo?a,PV,49.0667,20.8667
054 01,Levo?ské Lúky,Levo?a,PV,49.0222,20.5556
067 02,?abiny,Medzilaborce,PV,49.225,21.8667
067 04,Repejov,Medzilaborce,PV,49.2,21.9833
067 16,Výrava,Medzilaborce,PV,49.2,22
067 52,?ertižné,Medzilaborce,PV,49.35,21.8333
068 01,Kalinov,Medzilaborce,PV,49.3167,21.9333
058 01,Spišská Sobota,Poprad,PV,49.0667,20.3333
059 11,Úsvit,Poprad,PV,49.0333,20.35
059 12,Ondrej,Poprad,PV,49.025,20.2
059 13,Jánovce,Poprad,PV,49.0167,20.45
059 14,Spišský Štiavnik,Poprad,PV,49,20.3667
059 16,Hranovnica,Poprad,PV,48.9833,20.3167
059 17,Vernár,Poprad,PV,48.9167,20.2667
059 18,Spišské Bystré,Poprad,PV,48.9833,20.25
059 19,Vikartovce,Poprad,PV,48.9833,20.1667
059 21,Svit,Poprad,PV,49.0667,20.2
059 31,Lu?ivná,Poprad,PV,49.05,20.15
059 34,Spišská Teplica,Poprad,PV,49.05,20.25
059 35,Batizovce,Poprad,PV,49.0833,20.2
059 36,Mengusovce,Poprad,PV,49.0667,20.15
059 37,Štôla,Poprad,PV,49.1,20.15
059 38,Štrba,Poprad,PV,49.0667,20.0833
059 39,Šu?ava,Poprad,PV,49.0333,20.1
059 40,Liptovská Tepli?ka,Poprad,PV,48.9667,20.1
059 41,Tatranská Štrba,Poprad,PV,48.9667,20.1
059 42,Gerlachov,Poprad,PV,49.3167,21.15
059 51,Matejovce,Poprad,PV,48.9167,20.6833
059 53,Tatranské Matliare,Poprad,PV,49.2167,20.2667
059 54,Tatranská Kotlina,Poprad,PV,49.2333,20.3167
059 55,Ždiar,Poprad,PV,49.2667,20.2667
059 56,Tatranská Javorina,Poprad,PV,49.275,20.1667
059 60,Tatranská Lesná,Poprad,PV,49.1667,20.2833
059 81,Dolný Smokovec,Poprad,PV,49.1333,20.25
059 83,Nová Polianka,Poprad,PV,49.2833,21.6167
059 84,Vyšné Hágy,Poprad,PV,49.1167,20.1333
059 85,Štrbské Pleso,Poprad,PV,49.1167,20.05
059 86,Nová Lesná,Poprad,PV,49.1167,20.2833
059 91,Ve?ký Slavkov,Poprad,PV,49.1,20.2833
062 01,Vysoké Tatry,Poprad,PV,49.1333,20.2167
080 01,Šalgovík,Prešov,PV,49,21.2833
080 05,Teriakovce,Prešov,PV,48.9833,21.3167
080 06,Vyšná Šebastová,Prešov,PV,49.0167,21.3333
082 01,Drienovská Nová Ves,Prešov,PV,48.9,21.25
082 03,Bretejovce,Prešov,PV,48.8333,21.3
082 04,Drienov,Prešov,PV,48.8667,21.2667
082 05,Šarišské Bohdanovce,Prešov,PV,48.85,21.3167
082 06,Žeh?a,Prešov,PV,48.9167,21.35
082 07,Tuhrina,Prešov,PV,48.9,21.4167
082 12,Trnkov,Prešov,PV,49.0333,21.3667
082 13,Demjata,Prešov,PV,49.1,21.3167
082 14,Šarišská Trstená,Prešov,PV,49.0833,21.3833
082 15,Podhrabina,Prešov,PV,49.0667,21.45
082 16,Záhradné,Prešov,PV,49.0833,21.2667
082 21,Ve?ký Šariš,Prešov,PV,49.05,21.2
082 32,Kojatická Dolina,Prešov,PV,49.0083,21.125
082 33,Chminianske Jakubovany,Prešov,PV,48.9833,21
082 35,Štefanovce,Prešov,PV,49.0278,21.0167
082 36,La?nov,Prešov,PV,49.0667,20.9333
082 37,Pod Braniskom,Prešov,PV,49.0083,20.9583
082 38,Ví?az,Prešov,PV,48.9667,20.95
082 41,Bajerov,Prešov,PV,48.95,21.1167
082 42,Bzenov,Prešov,PV,48.95,21.1667
082 43,Suchá Dolina,Prešov,PV,48.9167,21.15
082 44,Klenov,Prešov,PV,48.9333,21.0667
082 52,Zlatá Ba?a,Prešov,PV,48.95,21.4333
082 53,Záborské,Prešov,PV,48.95,21.3
082 66,Gregorovce,Prešov,PV,49.0667,21.2167
082 67,Hradisko,Prešov,PV,49.125,21.2542
082 22,Šarišské Micha?any,Sabinov,PV,49.0667,21.1167
082 56,?ervenica pri Sabinove,Sabinov,PV,49.15,21.0278
082 57,?utina,Sabinov,PV,49.1667,21.05
082 61,Uzovský Šalgov,Sabinov,PV,49.1,21.0667
082 62,Uzovské Pek?any,Sabinov,PV,49.0833,21.0333
082 63,Mo?id?any,Sabinov,PV,49.0667,21.0667
082 71,Budzín,Sabinov,PV,49.1625,20.9667
082 73,Bajerovce,Sabinov,PV,49.2167,20.8
082 74,Tichý Potok,Sabinov,PV,49.15,20.7833
082 75,Nižný Slavkov,Sabinov,PV,49.1,20.85
082 76,Torysa,Sabinov,PV,49.1667,20.8833
083 01,Drienica,Sabinov,PV,49.1333,21.1167
067 35,?ukalovce,Snina,PV,49.1,22.1667
067 61,Stak?ínska Roztoka,Snina,PV,49.0056,22.25
067 65,Topo?a,Snina,PV,49.05,22.3667
067 66,Ruský Potok,Snina,PV,49.0333,22.4333
067 67,Uli?ské Krivé,Snina,PV,48.9833,22.45
067 68,Zboj,Snina,PV,49.0333,22.4833
067 71,Ladomirov,Snina,PV,48.9333,22.3167
067 72,Ruská Volová,Snina,PV,48.9583,22.3333
067 73,Dúbrava,Snina,PV,48.9167,22.3889
067 74,Hrabová Roztoka,Snina,PV,48.8833,22.3
067 77,Zemplínske Hámre,Snina,PV,48.9204,22.3389
067 81,Belá nad Cirochou,Snina,PV,48.9667,22.1
069 01,Snina,Snina,PV,48.9833,22.15
064 01,Chme?nica,Stará ?ubov?a,PV,49.3,20.7333
065 01,Forbasy,Stará ?ubov?a,PV,49.3,20.6167
065 02,Ružbachy - kúpele,Stará ?ubov?a,PV,49.2917,20.575
065 03,Podolínec,Stará ?ubov?a,PV,49.2667,20.5333
065 11,Kola?kov,Stará ?ubov?a,PV,49.2667,20.6333
065 12,Jakubany,Stará ?ubov?a,PV,49.25,20.7
065 21,Hrani?né,Stará ?ubov?a,PV,49.3667,20.7167
065 22,Pilhov?ík,Stará ?ubov?a,PV,49.4125,20.7292
065 31,Jarabina,Stará ?ubov?a,PV,49.3333,20.6667
065 32,Kamienka,Stará ?ubov?a,PV,48.9167,22
065 33,Strá?any,Stará ?ubov?a,PV,49.3667,20.5333
065 34,Ve?ká Lesná,Stará ?ubov?a,PV,49.3333,20.45
065 41,Podpílie,Stará ?ubov?a,PV,48.9792,20.6292
065 42,Ruská Vo?a nad Popradom,Stará ?ubov?a,PV,49.2917,20.95
065 43,Andrejovka,Stará ?ubov?a,PV,49.2833,20.9
065 44,Podzámok,Stará ?ubov?a,PV,49.2667,20.85
065 45,Údol,Stará ?ubov?a,PV,49.3,20.8167
065 46,Sulín,Stará ?ubov?a,PV,49.34,20.8033
065 48,Šarišské Jastrabie,Stará ?ubov?a,PV,49.25,20.9167
090 21,Vislava,Stropkov,PV,49.2833,21.6667
090 22,O?šavka,Stropkov,PV,49.3,21.7083
090 23,Drie?na,Stropkov,PV,49.269,21.7833
090 24,Malá Po?ana,Stropkov,PV,49.2833,21.8167
090 31,Brusnica,Stropkov,PV,49.15,21.7
090 32,Mi?ovce,Stropkov,PV,49.1333,21.65
090 33,Turany nad Ondavou,Stropkov,PV,49.1,21.6667
090 34,Mrázovce,Stropkov,PV,49.1167,21.6833
091 01,Šandal,Stropkov,PV,49.1833,21.6167
086 44,Želmanovce,Svidník,PV,49.1167,21.4333
089 01,Svidník,Svidník,PV,49.3,21.5667
090 01,Dobroslava,Svidník,PV,49.3667,21.6167
090 02,Dlho?a,Svidník,PV,49.4,21.5667
090 03,Hunkovce,Svidník,PV,49.35,21.65
090 05,Bodružal,Svidník,PV,49.3733,21.6917
090 11,Nižný Mirošov,Svidník,PV,49.3833,21.4333
090 16,Cernina,Svidník,PV,49.3,21.4833
090 41,Hrabov?ík,Svidník,PV,49.2833,21.5667
090 42,Be?adikovce,Svidník,PV,49.2333,21.55
093 01,?i?ava,Vranov nad Top?ou,PV,48.9167,21.6667
093 02,Hencovce,Vranov nad Top?ou,PV,48.8833,21.7333
093 03,?emerné,Vranov nad Top?ou,PV,48.8833,21.6667
094 01,Tovarné,Vranov nad Top?ou,PV,48.9167,21.7667
094 02,Slovenská Kaj?a,Vranov nad Top?ou,PV,48.9667,21.7
094 03,Žalobín,Vranov nad Top?ou,PV,48.9667,21.7333
094 04,Nová Kel?a,Vranov nad Top?ou,PV,49.0155,21.756
094 05,Giglovce,Vranov nad Top?ou,PV,49,21.7333
094 09,Sedliská,Vranov nad Top?ou,PV,48.9,21.7333
094 12,Banské,Vranov nad Top?ou,PV,48.8333,21.5833
094 13,Sa?urov,Vranov nad Top?ou,PV,48.8167,21.7
094 14,Se?ovská Polianka,Vranov nad Top?ou,PV,48.7833,21.7
094 15,Zámutov,Vranov nad Top?ou,PV,48.9,21.5667
094 21,Ku?ín,Vranov nad Top?ou,PV,48.8556,21.7611
094 22,Nižný Hrušov,Vranov nad Top?ou,PV,48.8,21.7833
094 23,Dobrianky,Vranov nad Top?ou,PV,48.9667,21.6417
094 31,Grodzin,Vranov nad Top?ou,PV,49.0464,21.525
094 33,Skrabské,Vranov nad Top?ou,PV,49.0167,21.5833
094 34,Bystré,Vranov nad Top?ou,PV,49.0167,21.55
094 35,?aklov,Vranov nad Top?ou,PV,48.9,21.6333
929 01,Dunajská Streda,Dunajská Streda,TA,47.9833,17.6167
930 01,Ve?ké Blahovo,Dunajská Streda,TA,48.0167,17.5833
930 02,Dolná Potô?,Dunajská Streda,TA,48.0167,17.55
930 03,Jastrabie Kra?any,Dunajská Streda,TA,48,17.55
930 04,Baka,Dunajská Streda,TA,47.9,17.5333
930 05,Gab?íkovo,Dunajská Streda,TA,47.9,17.5833
930 06,Sap,Dunajská Streda,TA,47.8167,17.6167
930 07,K?ú?ovec,Dunajská Streda,TA,47.8,17.6667
930 08,Vrbina,Dunajská Streda,TA,47.8333,17.7167
930 10,Dolný Štál,Dunajská Streda,TA,47.9333,17.7167
930 11,Topo?níky,Dunajská Streda,TA,47.9667,17.7833
