Postal Codes,Place Name,State,Latitude,Longitude
10320,Polgasowita,CO,6.7842,79.9811
10350,Dehiwala,CO,6.8514,79.8653
10370,Mount Lavinia,CO,6.8339,79.8644
10400,Moratuwa,CO,6.7733,79.8825
10500,Padukka,CO,6.8325,80.0986
10502,Horagala,CO,6.8,80.05
10504,Meegoda,CO,6.8053,80.0829
10508,Kahawala,CO,6.7833,80.1
10511,Watareka,CO,7.4,80.4333
10513,Batawala,CO,6.8833,80.05
10522,Bope,CO,6.8333,80.1167
10524,Handapangoda,CO,6.7931,80.1417
10526,Batugampola,CO,6.7833,80.15
10600,Kolonnawa,CO,6.9317,79.8944
10620,Mulleriyawa New Town,CO,6.9301,80.0549
10640,Kaduwela,CO,6.9311,79.9736
10650,Hanwella,CO,6.9064,80.0911
10654,Ranala,CO,6.9167,80.0333
10656,Dedigamuwa,CO,6.9115,80.0622
10680,Waga,CO,6.9061,80.1353
10682,Tummodara,CO,6.9061,80.1353
10700,Avissawella,CO,6.9531,80.2183
10704,Napawela,CO,6.9531,80.2183
10712,Puwakpitiya,CO,7.0333,80.0667
10714,Hewainna,CO,7.3333,80.2167
10718,Kalatuwawa,CO,7.6333,80.3667
10730,Kosgama,CO,6.9333,80.1411
10732,Akarawita,CO,6.95,80.1
00200,Slave lsland,CO,7.2969,80.4515
80000,Galle,GL,6.0536,80.2117
80042,Wakwella,GL,6.1,80.1833
80044,Anangoda,GL,6.0722,80.2389
80046,Walahanduwa,GL,6.05,80.25
80048,Ankokkawala,GL,6.0667,80.2833
80054,Gonamulla Junction,GL,6.0667,80.3
80056,Hiyare,GL,6.0667,80.3
80058,Talagampola,GL,6.0667,80.3
80062,Kottawagama,GL,6.1375,80.3419
80064,Nakiyadeniya,GL,6.1375,80.3419
80070,Udugama,GL,6.2147,80.3397
80075,Panangala,GL,6.2606,80.3297
80080,Hiniduma,GL,6.3133,80.3125
80082,Neluwa,GL,6.3833,80.3667
80084,Warukandeniya,GL,6.3833,80.4167
80086,Pannimulla Panagoda,GL,6.36,80.3653
80090,Akmeemana,GL,6.1845,80.3032
80092,Meda-Keembiya,GL,6.1845,80.3032
80100,Wanduramba,GL,6.1381,80.2439
80107,Yatalamatta,GL,6.1667,80.2833
80108,Udalamatta,GL,6.1858,80.3006
80110,Nagoda,GL,6.2,80.2667
80112,Mapalagama,GL,6.2333,80.3333
80114,Parana ThanaYamgoda,GL,6.2167,80.3
80116,Mapalagama Central,GL,6.2167,80.3
80120,Wanchawela,GL,6.0333,80.3167
80122,Angulugaha,GL,6.0333,80.3167
80130,lmaduwa,GL,6.7361,80.4354
80132,Hawpe,GL,6.1222,80.4875
80134,Ihala Walpola,GL,7.35,80.3833
80136,Kananke Bazaar,GL,6.7361,80.4354
80142,Opatha,GL,7.1333,79.9167
80143,Banagala,GL,6.2706,80.42
80144,Malgalla Talangalla,GL,6.5791,80.2233
80146,Halvitigala Colony,GL,6.5791,80.2233
80148,Tawalama,GL,6.3333,80.3333
80150,Yakkalamulla,GL,6.1,80.35
80151,Karagoda,GL,6.1,80.3833
80152,Magedara,GL,6.1,80.4
80168,Uluvitike,GL,6.3056,80.309
80170,Poddala,GL,6.1167,80.2167
80200,Baddegama,GL,6.1667,80.1667
80204,Ampegama,GL,6.2,80.15
80212,Agaliya,GL,6.1833,80.2
80214,Unenwitiya,GL,6.2417,80.225
80216,Weihena,GL,6.3,80.25
80220,Ginimellagaha,GL,6.2233,80.2
80230,Gonapinuwala,GL,6.2233,80.2
80240,Hikkaduwa,GL,6.1403,80.1039
80244,Tiranagama,GL,6.1333,80.1167
80250,Dodanduwa,GL,6.0967,80.1456
80260,Ratgama,GL,6.7333,80.4833
80270,Boossa,GL,6.2233,80.2
80280,Gintota,GL,6.0564,80.1839
80300,Ambalangoda,GL,6.7833,79.9667
80302,Godahena,GL,6.2333,80.0667
80312,Kahawa,GL,6.1833,80.0667
80318,Nindana,GL,6.2,80.1
80320,Batapola,GL,6.2167,80.1167
80328,Kuleegoda,GL,6.2167,80.1167
80330,Meetiyagoda,GL,6.1833,80.1
80332,Aluthwala,GL,6.1833,80.1
80340,Watugedara,GL,6.25,80.05
80350,Uragasmanhandiya,GL,6.3472,80.0992
80352,Uragaha,GL,6.35,80.1167
80354,Rantotuwila,GL,6.3833,80.0833
80360,Karandeniya,GL,6.2667,80.0667
80400,Elpitiya,GL,6.2933,80.1631
80402,Ella Tanabaddegama,GL,6.2922,80.1988
80406,Talgaspe,GL,6.3,80.2
80408,Porawagama,GL,6.2833,80.2333
80416,Nawadagala,GL,6.3167,80.1333
80420,Pitigala,GL,6.35,80.2167
80422,Amugoda,GL,6.3222,80.2203
80424,Mattaka,GL,6.3,80.25
80432,lhalahewessa,GL,6.4415,80.1807
80440,Ganegoda,GL,7.5833,80
80458,Ethkandura,GL,6.4415,80.1807
80460,Kahaduwa,GL,6.2244,80.21
80470,Talgaswela,GL,6.4415,80.1807
80500,Bentota,GL,6.4211,79.9989
80502,Gonagalpura,GL,6.6307,80.0169
80506,Haburugala,GL,6.4,80.0333
80508,Miriswatta,GL,7.0711,80.0183
80510,lnduruwa,GL,6.4681,80.0257
80550,Balapitiya,GL,6.2667,80.0369
80562,Ahungalla,GL,6.3167,80.0333
80570,Kosgoda,GL,6.3333,80.0333
80600,Unawatuna,GL,6.0167,80.25
80615,Talpe,GL,6.0061,80.2961
80630,Habaraduwa,GL,6.0043,80.326
80650,Ahangama,GL,5.9778,80.3744
80654,Dikkumbura,GL,6.0167,80.3833
10660,Pugoda,GQ,6.9703,80.1222
10662,Kapugoda,GQ,6.9486,80.1
10664,Tittapattara,GQ,6.9297,80.0889
11000,Gampaha,GQ,7.0917,79.9942
11010,Ragama,GQ,7.0308,79.9167
11011,Batuwatta,GQ,7.0528,79.9347
11012,Walpola (WP),GQ,7.0418,79.9257
11020,Ganemulla,GQ,7.0667,79.95
11024,Bollete (WP),GQ,7.0667,79.95
11030,Udugampola,GQ,7.1167,79.9833
11033,Madelgamuwa,GQ,7.1167,79.95
11034,Uggalboda,GQ,7.1333,79.95
11040,Bemmulla,GQ,7.1167,80.0167
11043,Pethiyagoda,GQ,7.1167,80.0167
11052,Ambagaspitiya,GQ,7.0833,80.0667
11054,Udathuthiripitiya,GQ,7.075,80.0333
11056,Mudungoda,GQ,7.0667,80
11061,Mandawala,GQ,7.0167,80.0833
11062,Lunugama,GQ,7.2,80.5667
11063,Naranwala,GQ,7,80.0167
11066,Nedungamuwa,GQ,7.05,80.0333
11068,Wanaluwewa,GQ,7.0667,80.175
11100,Veyangoda,GQ,7.1519,80.0633
11102,Dewalapola,GQ,7.1667,80
11104,Wattala,GQ,6.9897,79.8933
11105,Kumbaloluwa,GQ,7.1833,80.0833
11108,Essella,GQ,7.1833,80.0167
11112,Muddaragama,GQ,7.2167,80.05
11114,Mabodale,GQ,7.2,80.0167
11116,Ellakkala,GQ,7.1333,80.1333
11120,Attanagalla,GQ,7.1119,80.1328
11122,Alawala,GQ,7.2,80.3
11126,Urapola,GQ,7.0972,80.1483
11128,Nikahetikanda,GQ,7.1,80.1833
11129,Rukmale,GQ,7.2,80.4833
11134,Bopagama,GQ,7.0833,80.15
11142,Ruggahawila,GQ,7.0667,80.1167
11144,Kahatowita,GQ,7.0667,80.1167
11146,Walgammulla,GQ,7.0667,80.1167
11150,Pallewela,GQ,7.4667,79.9833
11160,Kaleliya,GQ,7.195,80.1136
11200,Mirigama,GQ,7.2414,80.1325
11204,Loluwagoda,GQ,7.3,80.1333
11206,Kitalawalana,GQ,7.3,80.1
11208,Divuldeniya,GQ,7.3,80.1
11212,Ambepussa,GQ,7.25,80.1667
11214,Pamunuwatta,GQ,7.2167,80.1333
11216,Bokalagama,GQ,7.2333,80.15
11222,Nawana,GQ,7.2667,80.1
11224,Kaluaggala,GQ,6.9167,80.1
11226,Walpita,GQ,7.2514,80.0453
11228,Delwagura,GQ,7.2667,80
11232,Kotadeniyawa,GQ,7.2833,80.0667
11234,Mellawagedara,GQ,7.2833,80.0667
11242,Kitulwala,GQ,7.5,80.5333
11244,Banduragoda,GQ,7.2319,80.0678
11250,Divulapitiya,GQ,7.2167,80.0156
11260,Marandagahamula,GQ,7.2447,79.9696
11262,Hunumulla,GQ,7.25,79.9833
11264,Dunagaha,GQ,7.2342,79.9756
11265,Ihala Madampella,GQ,7.25,79.95
11270,Demanhandiya,GQ,7.2333,79.9
11320,Kandana,GQ,7.0478,79.8939
11324,Polpithimukulana,GQ,7.0444,79.8782
11328,Uswetakeiyawa,GQ,7.0411,79.8625
11350,Ja-Ela,GQ,7.0844,79.8947
11354,Niwandama,GQ,7.0833,79.9333
11358,Makewita,GQ,7.1,79.9333
11370,Pamunugama,GQ,7.1006,79.8481
11380,Ekala,GQ,7.1022,79.9131
11390,Kotugoda,GQ,7.1217,79.9297
11400,Raddolugama,GQ,7.1407,79.8782
11410,Seeduwa,GQ,7.1167,79.8833
11420,Katunayake(FTZ),GQ,7.1407,79.8782
11440,Katunayake Air Force Camp,GQ,7.1407,79.8782
11450,Katunayake,GQ,7.1647,79.8731
11500,Negombo,GQ,7.2086,79.8358
11504,Talahena,GQ,7.1667,79.8167
11522,Kimbulapitiya,GQ,7.2064,79.9033
11524,Dagonna,GQ,7.2167,79.9167
11526,Katuwellegama,GQ,7.2167,79.9333
11532,Thimbirigaskatuwa,GQ,7.2669,79.9495
11534,Katana,GQ,7.2517,79.9078
11536,Akaragama,GQ,7.2667,79.95
11538,Badalgama,GQ,7.2822,79.9908
11540,Kochchikade,GQ,7.2581,79.8542
11550,Minuwangoda,GQ,7.1733,79.9619
11558,Andiambalama,GQ,7.1869,79.9
11562,Wegowwa,GQ,7.1667,79.95
11564,Horampella,GQ,7.1667,79.95
11566,Yatiyana(WP),GQ,7.1667,79.95
11568,Hinatiyana Madawala,GQ,7.1667,79.95
11600,Kelaniya,GQ,6.96,79.8978
11607,Siyambalape,GQ,6.9667,79.9833
11618,Heiyanthuduwa,GQ,6.9612,79.9992
11630,GonawalaWP,GQ,6.9612,79.9992
11640,Makola,GQ,6.9694,79.9539
11650,Biyagama,GQ,6.9408,79.9889
11670,Malwana,GQ,6.9492,80.0153
11672,Biyagama IPZ,GQ,6.9492,80.0153
11680,Dompe,GQ,6.9522,80.0542
11690,Dekatana,GQ,6.9678,80.0503
11692,Demalagama,GQ,6.9833,80.05
11700,Delgoda,GQ,6.9833,80.0167
11710,Weliveriya,GQ,6.7167,80.0333
11715,Henegama,GQ,6.7167,80.0333
11720,Buthpitiya,GQ,7.05,80.05
11724,Wathurugama,GQ,7.0421,80.0701
11725,Radawana,GQ,7.0342,80.0903
11730,Kirindiwela,GQ,7.04,80.1336
11734,Hiswella,GQ,7.04,80.1336
11741,Pepiliyawala,GQ,6.9648,80.0648
11742,Mithirigala,GQ,6.9648,80.0648
11830,Peliyagoda,GQ,6.95,79.9
11850,Kadawatha,GQ,7.0258,79.9882
11856,Imbulgoda,GQ,7.035,79.9931
11858,Weboda,GQ,7.0167,79.9833
11870,Yakkala,GQ,7.1167,80.05
11875,Kalagedihena,GQ,7.1167,80.05
11880,Nittambuwa,GQ,7.1389,80.0981
11889,Debahera,GQ,7.1389,80.0981
11890,Pasyala,GQ,7.1642,80.1247
11892,Radawadunna,GQ,7.1833,80.1333
11894,Weweldeniya,GQ,7.1834,80.1446
11896,Danowita,GQ,7.2028,80.1758
82000,Hambantota,HB,6.1167,81.1167
82002,Bundala,HB,6.1833,81.1389
82004,Weligatta,HB,6.2,81.2
82005,Bandagiriya Colony,HB,6.1833,81.1389
82006,Gonnoruwa,HB,6.2333,81.1
82008,Pahala Andarawewa,HB,6.1833,81.1389
82010,Sooriyawewa Town,HB,6.1833,81.1389
82014,Migahajandur,HB,6.1833,81.1389
82016,Mahagalwewa,HB,6.1833,81.1389
82018,Ranmuduwewa,HB,6.1833,81.1389
82100,Ambalantota,HB,6.1167,81.0167
82102,Beragama,HB,6.15,81.0667
82106,RU/Ridiyagama,HB,6.1375,81.0042
82108,Lunama,HB,6.1167,80.9667
82109,Mamadala,HB,6.1667,80.9667
82110,Barawakumbuka,HB,6.1667,80.8167
82120,Hungama,HB,6.1,80.9333
82125,Ranna,HB,6.1,80.8667
82126,Kahandamodara,HB,6.0686,80.8944
82135,Netolpitiya,HB,6.0667,80.8333
82200,Tangalla,HB,6.0231,80.7889
82220,Angunakolapelessa,HB,6.1644,80.8981
82232,Vitharandeniya,HB,6.1824,80.806
82240,Weeraketiya,HB,6.135,80.7865
82242,Mulkirigala,HB,6.12,80.7397
82246,Wekandawela,HB,6.135,80.7865
82248,Hakuruwela,HB,6.15,80.8333
82252,Julampitiya,HB,6.2261,80.7403
82254,Medamulana,HB,6.1833,80.7667
82270,Middeniya,HB,6.2494,80.7672
82274,Kariyamaditta,HB,6.2583,80.8292
82276,Ratmalwala,HB,6.2667,80.85
82278,Uswewa,HB,6.2589,80.8703
82300,Nakulugamuwa,HB,6.1842,80.9063
82400,Beliatta,HB,6.0333,80.75
82401,Goda Koggalla,HB,6.0333,80.75
82412,Ihala Beligalla,HB,6.0947,80.7411
82414,Nihiluwa,HB,6.0833,80.7
82416,Modarawana,HB,6.1167,80.7167
82418,Yatigala,HB,6.1,80.6833
82420,Getamanna,HB,6.0333,80.6833
82450,Walasmulla,HB,6.15,80.7
82454,Pallekanda,HB,6.6333,80.6667
82456,Horewelagoda,HB,6.3917,80.6833
82458,Bowalagama,HB,6.3917,80.6833
82462,Ittademaliya,HB,6.1667,80.7333
82500,Katuwana,HB,6.2667,80.6972
82504,Uda Gomadiya,HB,6.2667,80.6972
82550,Kirama,HB,6.2117,80.6653
82554,Rammalawarapitiya,HB,6.2117,80.6653
82586,Gangulandeniya,HB,6.2833,80.7167
82600,Tissamaharama,HB,6.2833,81.2833
82602,Gonagamuwa Uduwila,HB,6.25,81.2917
82608,Magama,HB,6.2167,81.3
82612,Ranakeliya,HB,6.2167,81.3
82614,Kirinda,HB,6.2167,81.3333
82615,Weerawila NewTown,HB,6.2556,81.2944
82618,Beralihela,HB,6.2556,81.2944
82619,Ellagala,HB,6.3333,81.25
82622,Kawantissapura,HB,6.2786,81.2524
82632,Weerawila,HB,6.3417,81.15
82634,Lunugamwehera,HB,6.3417,81.15
82636,Padawkema,HB,6.35,81.1667
82638,Udamattala,HB,6.3333,81.1333
 *,Thondamanaru,JA,,
40000,Jaffna,JA,9.6667,80
71000,Kegalle,KE,7.2531,80.3506
71009,Deldeniya,KE,7.2833,80.3667
71014,Hiriwadunna,KE,7.2833,80.3833
71016,Molagoda,KE,7.25,80.3833
71022,Deewala Pallegama,KE,7.2333,80.2667
71029,Yattogoda,KE,7.2333,80.2667
71034,Damunupola,KE,7.1833,80.3333
71035,Watura,KE,7.1833,80.3833
71037,Debathgama,KE,7.1833,80.3583
71039,Pothukoladeniya,KE,7.1833,80.3583
71041,Aruggammana,KE,7.1167,80.3
71044,Beligala(Sab),KE,7.2167,80.2917
71046,Helamada,KE,7.3167,80.2833
71050,Dewalegama,KE,7.2853,80.3186
71055,Imbulgasdeniya,KE,7.2853,80.3186
71060,Nelundeniya,KE,7.2319,80.2669
71062,Tuntota,KE,7.5,79.9167
71063,Mahapallegama,KE,7.366,80.0918
71100,Rambukkana,KE,7.3164,80.3906
71105,Parape,KE,7.3667,80.4167
71106,Thotawella,KE,7.3555,80.3969
71108,Hewadiwela,KE,7.3833,80.3833
71113,Udagaldeniya,KE,7.3583,80.35
71115,Dombemada,KE,7.3833,80.35
71116,Yatagama,KE,7.3333,80.35
71130,Pattampitiya,KE,7.3566,80.3781
71200,Undugoda,KE,7.1361,80.3631
71202,Kabagamuwa,KE,7.1333,80.35
71204,Alawatura,KE,7.1333,80.3333
71208,Bossella,KE,7.1333,80.4
71210,Hettimulla,KE,6.4667,80
71211,Maharangalla,KE,6.4667,80
71220,Morontota,KE,7.1667,80.3667
71222,Gantuna,KE,7.1667,80.3667
71230,Bulathkohupitiya,KE,7.1017,80.3369
71232,Ampagala,KE,7.0833,80.2833
71234,Wegalla,KE,7.1,80.3167
71236,Udapotha,KE,7.1,80.3667
71237,Dedugala,KE,7.1,80.4
71300,Ruwanwella,KE,7.0456,80.2539
71303,Wahakula,KE,7.05,80.2167
71304,Waharaka,KE,7.0833,80.2
71312,Galpatha(Sab),KE,7.05,80.2333
71313,Imbulana,KE,7.0667,80.25
71315,Lewangama,KE,7.05,80.2333
71318,Gonagala,KE,7.0333,80.2167
71320,Amitirigala,KE,7.0306,80.1839
71321,Batuwita,KE,7.05,80.1667
71325,Malmaduwa,KE,7.15,80.2833
71326,Yatapana,KE,7.1333,80.3
71350,Galigamuwa Town,KE,7.2,80.3
71352,Hakahinna,KE,7.2,80.3
71360,Pitagaldeniya,KE,6.45,80.2667
71363,Atale,KE,6.45,80.2667
71370,Kotiyakumbura,KE,7.0833,80.2667
71372,Kannattota,KE,7.0833,80.2667
71400,Dehiowita,KE,6.9706,80.2675
71401,Deloluwa,KE,6.9653,80.3181
71403,Anhettigama,KE,6.9167,80.3667
71407,Noori,KE,6.9508,80.3174
71411,Maliboda,KE,6.8867,80.4128
71417,Hinguralakanda,KE,6.9167,80.3
71418,Boralankada,KE,6.9667,80.3333
71430,Deraniyagala,KE,6.9333,80.3333
71432,Miyanawita,KE,6.9,80.3667
71500,Mawanella,KE,7.2467,80.4425
71501,Kondeniya,KE,7.2667,80.4333
71503,Ambulugala,KE,7.2333,80.4167
71505,Galatara,KE,7.2167,80.4167
71507,Makehelwala,KE,7.2833,80.4667
71508,Alutnuwara,KE,7.2333,80.4667
71510,Ussapitiya,KE,7.2183,80.4514
71520,Hingula,KE,7.25,80.4667
71521,Udumulla,KE,7.45,80.4
71527,Dewanagala,KE,7.2167,80.4667
71530,Hemmatagama,KE,7.1667,80.5
71533,Kehelpannala,KE,7.1667,80.5167
71540,Aranayaka,KE,7.1431,80.4658
71541,Talgaspitiya,KE,7.1667,80.4833
71546,Ambalakanda,KE,7.1333,80.45
71600,Warakapola,KE,7.2258,80.2025
71601,Dorawaka,KE,7.1833,80.2167
71602,Niyadurupola,KE,7.1667,80.2167
71603,Galapitamada,KE,7.14,80.2364
71605,Dunumala,KE,7.1738,80.2074
71607,Algama,KE,7.1533,80.165
71610,Tulhiriya,KE,7.2833,80.2167
71612,Bopitiya (SAB),KE,7.2583,80.2167
71619,Tholangamuwa,KE,7.2333,80.2167
71622,Weragala,KE,6.5219,79.9969
71700,Yatiyantota,KE,7.0242,80.3006
71702,Weeoya,KE,7.0469,80.3502
71704,Malalpola,KE,7.05,80.35
71706,Berannawa,KE,7.0667,80.4
71708,Seaforth Colony,KE,7.0469,80.3502
71712,Welihelatenna,KE,7.0333,80.3333
71715,Hakbellawaka,KE,7.0333,80.3333
71716,Migastenna Sabara,KE,7.0333,80.3333
71720,Kitulgala,KE,6.9944,80.4114
71722,Mahabage,KE,7.0225,80.4333
71724,Teligama,KE,7.0033,80.3647
60000,Kurunegala,KG,7.4867,80.3647
60003,Kudagalgamuwa,KG,7.535,80.3324
60004,Minhettiya,KG,7.5833,80.3
60013,Doratiyawa,KG,7.4667,80.3833
60016,Indulgodakanda,KG,7.4167,80.4
60024,Demataluwa,KG,7.5167,80.2833
60025,Ithanawatta,KG,7.4458,80.3458
60027,Boyagane,KG,7.45,80.35
60028,Kohilagedara,KG,7.4167,80.3667
60029,Kosgolla,KG,7.4,80.3833
60034,Hindagolla,KG,7.4833,80.4167
60036,Ambakote,KG,7.4833,80.4667
60038,Morathiha,KG,7.5167,80.4833
60040,Ridigama,KG,7.55,80.4833
60044,Delwite,KG,7.55,80.5583
60045,Iriyagolla,KG,7.55,80.6333
60047,Alawatuwala,KG,7.55,80.5583
60052,Panagamuwa,KG,7.55,80.4667
60053,Pihimbuwa,KG,7.45,80.5167
60054,Kanadeniyawala,KG,7.4333,80.5333
60058,Pilessa,KG,7.45,80.4167
60060,Mawathagama,KG,7.4167,80.3167
60062,Kahapathwala,KG,7.3,80.4583
60064,Inguruwatta,KG,7.1833,80.6
60066,Meetanwala,KG,7.3,80.4583
60072,Puswelitenna,KG,7.3667,80.3667
60074,Anhandiya,KG,7.2667,80.2667
60076,Buluwala,KG,7.4667,80.4667
60080,Weuda,KG,7.4,80.1667
60094,Uhumiya,KG,7.4667,80.2833
60096,Kalugamuwa,KG,7.45,80.2667
60100,Narammala,KG,7.4344,80.2214
60106,Karagahagedara,KG,7.4833,80.2
60107,Bogamulla,KG,7.4589,80.2107
60108,Lonahettiya,KG,7.4589,80.2107
60112,Pahamune,KG,7.4833,80.2
60121,Metiyagane,KG,7.3942,80.1861
60122,Muruthenge,KG,7.3942,80.1861
60130,Dambadeniya,KG,7.3672,80.1467
60135,Ihala Katugampala,KG,7.3672,80.1467
60140,Giriulla,KG,7.3275,80.1267
60152,Narangoda,KG,7.1908,80.3072
60155,Bopitiya,KG,7.1667,80.2
60156,Elibichchiya,KG,7.3,80.05
60160,Pannala,KG,6.4833,80
60162,Labbala,KG,6.4833,80
60170,Gonawila,KG,7.3167,80
60174,Daraluwa,KG,7.35,79.9833
60176,Sandalankawa,KG,7.3333,79.9917
60181,Horambawa,KG,7.45,80.1833
60182,Alahitiyawa,KG,7.4833,80.1667
60183,Kekunagolla,KG,7.5,80.1667
60184,Kirimetiyawa,KG,7.5247,80.1408
60186,Nakkawatta,KG,7.45,80.15
60188,Kithalawa,KG,7.4816,80.1615
60195,Wewagama,KG,7.4167,80.1
60198,Walakumburumulla,KG,7.4167,80.0167
60200,Kuliyapitiya,KG,7.4708,80.0456
60202,Yakwila,KG,7.3833,80.0333
60204,Wadumunnegedara,KG,7.4167,79.9667
60206,Welpalla,KG,7.4333,80.05
60208,Thalahitimulla,KG,7.4308,80.0191
60209,Madakumburumulla,KG,7.45,80
60211,Ihala Gomugomuwa,KG,7.5167,80.0833
60212,Kirindawa,KG,7.5,80.1
60214,Anukkane,KG,7.5,80.1167
60218,Munamaldeniya,KG,7.55,80.0667
60221,Magulagama,KG,7.55,80.1
60226,Nagollagoda,KG,7.5333,80.0667
60227,Tharana Udawela,KG,7.5333,80.0667
60228,Deegalla,KG,7.5167,80.0333
60232,llukhena,KG,7.5436,79.9819
60236,Padiwela,KG,7.5436,79.9819
60238,lhala Kadigamuwa,KG,7.5436,79.9819
60240,Welipennagahamulla,KG,7.4581,80.0603
60250,Udubaddawa,KG,7.4828,79.9753
60260,Dummalasuriya,KG,7.4833,79.9
60262,Watuwatta,KG,7.5167,79.9167
60266,Etungahakotuwa,KG,7.5167,79.9667
60280,Alawwa,KG,7.2875,80.2536
60284,Wennoruwa,KG,7.3667,80.2167
60286,Maharachchimulla,KG,7.3428,80.2208
60288,Keppitiwalana,KG,7.3353,80.1786
60291,Bujjomuwa,KG,7.4581,80.0603
60292,Nawatalwatta,KG,7.4581,80.0603
60300,Polgahawela,KG,7.3344,80.3031
60304,Metikumbura,KG,7.3615,80.3177
60306,Talawattegedara,KG,7.3833,80.3
60308,Aragoda,KG,7.3667,80.35
60312,Panaliya,KG,7.3333,80.3333
60314,Yatigaloluwa,KG,7.3333,80.2667
60318,Wadakada,KG,7.4039,80.2656
60330,Pothuhera,KG,7.4181,80.3317
60344,Maspotha,KG,7.8667,80.2167
60347,Bamunukotuwa,KG,7.8667,80.2167
60348,Panadaragama,KG,7.8667,80.2167
60350,Katupota,KG,7.5331,80.1897
60354,Moragane,KG,7.5499,80.1615
60356,Kosdeniya,KG,7.5667,80.1333
60400,Wariyapola,KG,7.6333,80.2333
60402,Wellagala,KG,7.6167,80.2833
60404,Malagane,KG,7.65,80.2667
60406,Minuwangete,KG,7.7167,80.25
60408,Mirihanagama,KG,7.6542,80.2583
60410,Kobeigane,KG,7.6558,80.1303
60414,Hengamuwa,KG,7.7,80.1
60416,Alahengama,KG,7.6779,80.1151
60422,Kanattewewa,KG,7.6167,80.2
60424,Bandara Koswatta,KG,7.6083,80.1667
60426,Tuttiripitigama,KG,7.6,80.1333
60430,Hettipola,KG,7.6031,80.0814
60434,Mandapola,KG,7.6333,80.1167
60436,Sunandapura,KG,7.6299,80.0953
60437,Boraluwewa,KG,7.6833,80.05
60438,Kuratihena,KG,7.6,80.1333
60439,Pihimbiya Ratmale,KG,7.6299,80.0953
60441,Halmillawewa,KG,7.5953,79.9972
60450,Bingiriya,KG,7.6,79.9333
60453,Tisogama,KG,7.6065,79.9406
60454,Weerapokuna,KG,7.6528,79.9883
60456,Wellarawa,KG,7.5667,79.9
60458,Hiruwalpola,KG,7.6065,79.9406
60461,Padeniya,KG,7.6569,80.2203
60462,Awulegama,KG,7.6569,80.2203
60464,Welawa Juncton,KG,7.6569,80.2203
60465,Wannigama,KG,7.6569,80.2203
60470,Nikaweratiya,KG,7.7475,80.1156
60472,Divullegoda,KG,7.75,80.2
60474,Hulogedara,KG,7.7833,80.1833
60476,Thimbiriyawa,KG,7.7667,80.1333
60477,Hulugalla,KG,7.7825,80.1378
60478,Sirisetagama,KG,7.7772,80.1506
60479,Mahagirilla,KG,7.8333,80.1333
60482,Nabadewa,KG,7.6833,80.0667
60483,Kotawehera,KG,7.7911,80.1023
60484,Meewellawa,KG,7.85,80.15
60485,Digannewa,KG,7.8811,80.1092
60486,Hilogama,KG,7.75,80.0833
60490,Wannirasnayakapura,KG,7.6889,80.1556
60492,Kadigawa,KG,7.7167,80
60495,Monnekulama,KG,7.8333,80.0667
60499,Torayaya,KG,7.5167,80.4
60500,lbbagamuwa,KG,7.675,80.3667
60502,Kirindigalla,KG,7.5667,80.4833
60506,Kumbukwewa,KG,7.7833,80.25
60508,Kumbukgeta,KG,7.675,80.3667
60512,Maeliya,KG,7.7411,80.4169
60514,Makulpotha,KG,7.7422,80.4467
60516,Mahamukalanyaya,KG,7.7417,80.4318
60518,Periyakadneluwa,KG,7.7417,80.4318
60522,Gokaralla,KG,7.6301,80.3775
60530,Dodangaslanda,KG,7.5667,80.5333
60532,Maduragoda,KG,7.5667,80.5333
60540,Melsiripura,KG,7.65,80.5
60544,Diddeniya,KG,7.6794,80.4753
60546,Hiriyala Lenawa,KG,7.6709,80.4751
60548,Kimbulwanaoya,KG,7.6709,80.4751
60549,Nelliya,KG,7.6833,80.45
60552,Madahapola,KG,7.7061,80.4964
60554,Pansiyagama,KG,7.7061,80.4964
60558,Panliyadda,KG,7.7061,80.4964
60570,Wellawa,KG,7.5553,80.3717
60572,Thalwita,KG,7.5943,80.2108
60578,Makulwewa,KG,7.6333,80.05
60580,Nikadalupotha,KG,7.1167,80.1333
60582,Hunupola,KG,7.1167,80.1333
60584,Thambagalla,KG,7.1167,80.1333
60590,Nagollagama,KG,7.7667,80.3
60600,Maho,KG,7.8228,80.2778
60602,Karambe,KG,7.7833,80.3333
60604,Balalla,KG,7.8,80.25
60606,Ridibendiella,KG,7.802,80.287
60612,Medivawa,KG,7.7678,80.2858
60620,Polpitigama,KG,7.8142,80.4042
60622,Ulpotha Pallekele,KG,7.8071,80.4188
60624,Thalakolawewa,KG,7.8,80.4333
60630,Konwewa,KG,7.8,80.0667
60640,Moragollagama,KG,7.6333,80.2167
60646,Siyambalangamuwa,KG,7.5333,80.35
60650,Ambanpola,KG,7.9236,80.2403
60700,Galgamuwa,KG,8,80.2683
60704,Palukadawala,KG,7.9392,80.2853
60706,Ataragalla,KG,7.9696,80.2768
60712,Gallewa,KG,7.9667,80.3333
60714,Makulewa,KG,7.9833,80.35
60716,Ehetuwewa,KG,7.9333,80.35
60718,Embogama,KG,7.9214,80.3608
60721,Wannikudawewa,KG,7.9977,80.2964
60722,Wannilhalagama,KG,7.9977,80.2964
60724,Mahananneriya,KG,7.9977,80.2964
60731,Mahagalkadawala,KG,8.05,80.2833
60732,Usgala Siyabmalangamuwa,KG,8.0833,80.2111
60734,Tambutta,KG,8.0833,80.2167
