Postal Code,Place Name,District,District Code,Latitude,Longitude
100 00,Praha 10-Strašnice (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
100 00,Praha 10-Malešice (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
100 00,Praha 10-Žižkov (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
100 00,Vinohrady (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
100 00,Strašnice (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
100 00,Praha 10-Vršovice (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
100 00,Malešice (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
100 00,Praha 10-Vinohrady (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
100 00,Vršovice (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
100 00,Žižkov (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
101 00,Vinohrady (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
101 00,Záb?hlice (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
101 00,Praha 10-Záb?hlice (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
101 00,Praha 10-Vršovice (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
101 00,Michle (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
101 00,Praha 10-Vinohrady (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
101 00,Praha 10-Michle (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
101 00,Vršovice (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
102 00,Praha 10-Hostiva? (?ást) x),Hlavní m?sto Praha,3100,50.0667,14.55
102 00,Št?rboholy,Hlavní m?sto Praha,3100,50.0667,14.55
102 00,Hostiva? (?ást),Hlavní m?sto Praha,3100,50.0667,14.55
102 00,Praha 10-Št?rboholy x),Hlavní m?sto Praha,3100,50.0667,14.55
103 00,Nedv?zí,Hlavní m?sto Praha,3100,50.0167,14.65
103 00,Kolovraty,Hlavní m?sto Praha,3100,50.0167,14.6333
103 00,Praha 10-Kolovraty x),Hlavní m?sto Praha,3100,50.0125,14.625
103 00,Lipany,Hlavní m?sto Praha,3100,50,14.6167
103 00,Praha 10-Lipany x),Hlavní m?sto Praha,3100,50.0125,14.625
103 00,Benice,Hlavní m?sto Praha,3100,50.0167,14.6
103 00,Praha 10-Benice x),Hlavní m?sto Praha,3100,50.0125,14.625
103 00,Praha 10-Nedv?zí x),Hlavní m?sto Praha,3100,50.0125,14.625
104 00,K?eslice,Hlavní m?sto Praha,3100,50.0333,14.5667
104 00,Hájek,Hlavní m?sto Praha,3100,50.05,14.6333
104 00,Královice,Hlavní m?sto Praha,3100,50.0333,14.6333
104 00,Praha 10-Královice x),Hlavní m?sto Praha,3100,50.0333,14.6033
104 00,Praha 10-Uh?ín?ves x),Hlavní m?sto Praha,3100,50.0333,14.6033
104 00,Praha 10-K?eslice x),Hlavní m?sto Praha,3100,50.0333,14.6033
104 00,Uh?ín?ves,Hlavní m?sto Praha,3100,50.0333,14.6
104 00,Praha 10-Pitkovice x),Hlavní m?sto Praha,3100,50.0333,14.6033
104 00,Praha 10-Hájek x),Hlavní m?sto Praha,3100,50.0333,14.6033
104 00,Pitkovice,Hlavní m?sto Praha,3100,50.0167,14.5833
106 00,Praha 10-Záb?hlice (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
106 00,Záb?hlice (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
107 00,Dube?,Hlavní m?sto Praha,3100,49.6333,12.7167
107 00,Praha 10-Dube? x),Hlavní m?sto Praha,3100,49.6333,12.7167
108 00,Malešice (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
108 00,Praha 10-Strašnice (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
108 00,Hrdlo?ezy (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
108 00,Praha 9-Hrdlo?ezy (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
108 00,Strašnice (?ást),Hlavní m?sto Praha,3100,50.0036,14.4619
108 00,Praha 10-Malešice (?ást) x),Hlavní m?sto Praha,3100,50.0036,14.4619
109 00,Horní M?cholupy,Hlavní m?sto Praha,3100,50.05,14.5667
109 00,Petrovice,Hlavní m?sto Praha,3100,50.0333,14.55
109 00,Dolní M?cholupy,Hlavní m?sto Praha,3100,50.05,14.5667
109 00,Praha 10-Petrovice x),Hlavní m?sto Praha,3100,50.0444,14.5611
109 00,Praha 10-Dolní M?cholupy x),Hlavní m?sto Praha,3100,50.0444,14.5611
109 00,Praha 10-Horní M?cholupy x),Hlavní m?sto Praha,3100,50.0444,14.5611
110 00,Josefov,Hlavní m?sto Praha,3100,50.3333,15.9167
110 00,Staré M?sto,Hlavní m?sto Praha,3100,50.4,16.1667
110 00,Praha 1-Nové M?sto (?ást) x),Hlavní m?sto Praha,3100,50.3667,16.0417
110 00,Nové M?sto (?ást),Hlavní m?sto Praha,3100,50.3667,16.0417
110 00,Praha 1-Staré M?sto x),Hlavní m?sto Praha,3100,50.3667,16.0417
110 00,Praha 1-Vinohrady (?ást) x),Hlavní m?sto Praha,3100,50.3667,16.0417
110 00,Praha 1-Josefov x),Hlavní m?sto Praha,3100,50.3667,16.0417
110 00,Vinohrady (?ást),Hlavní m?sto Praha,3100,50.3667,16.0417
118 00,Praha 1-Malá Strana (?ást) x),Hlavní m?sto Praha,3100,50.3667,16.0417
118 00,Malá Strana (?ást),Hlavní m?sto Praha,3100,50.3667,16.0417
118 00,Praha 1-Hrad?any (?ást) x),Hlavní m?sto Praha,3100,50.3667,16.0417
118 00,Praha 1-Holešovice (?ást) x),Hlavní m?sto Praha,3100,50.3667,16.0417
118 00,Hrad?any (?ást),Hlavní m?sto Praha,3100,50.3667,16.0417
118 00,Holešovice (?ást),Hlavní m?sto Praha,3100,50.3667,16.0417
119 00,Praha 1-Hrad?any (?ást) x),Hlavní m?sto Praha,3100,50.3667,16.0417
119 00,Hrad?any (?ást),Hlavní m?sto Praha,3100,50.3667,16.0417
120 00,Nové M?sto (?ást),Hlavní m?sto Praha,3100,,
120 00,Praha 2-Nové M?sto (?ást) x),Hlavní m?sto Praha,3100,,
120 00,Praha 2-Vinohrady (?ást) x),Hlavní m?sto Praha,3100,,
120 00,Vinohrady (?ást),Hlavní m?sto Praha,3100,,
128 00,Vyšehrad,Hlavní m?sto Praha,3100,,
128 00,Praha 2-Nové M?sto (?ást) x),Hlavní m?sto Praha,3100,,
128 00,Nové M?sto (?ást),Hlavní m?sto Praha,3100,,
128 00,Praha 2-Nusle (?ást) x),Hlavní m?sto Praha,3100,,
128 00,Nusle (?ást),Hlavní m?sto Praha,3100,,
128 00,Praha 2-Vyšehrad x),Hlavní m?sto Praha,3100,,
130 00,Praha 3-Vyso?any (?ást) x),Hlavní m?sto Praha,3100,,
130 00,Malešice (?ást),Hlavní m?sto Praha,3100,,
130 00,Vyso?any (?ást),Hlavní m?sto Praha,3100,,
130 00,Strašnice (?ást),Hlavní m?sto Praha,3100,,
130 00,Praha 3-Žižkov (?ást) x),Hlavní m?sto Praha,3100,,
130 00,Vinohrady (?ást),Hlavní m?sto Praha,3100,,
130 00,Praha 3-Vinohrady (?ást) x),Hlavní m?sto Praha,3100,,
130 00,Žižkov (?ást),Hlavní m?sto Praha,3100,,
130 00,Praha 3-Strašnice (?ást) x),Hlavní m?sto Praha,3100,,
130 00,Praha 10-Malešice (?ást) x),Hlavní m?sto Praha,3100,,
140 00,Kr? (?ást),Hlavní m?sto Praha,3100,50.0712,14.2758
140 00,Vinohrady (?ást),Hlavní m?sto Praha,3100,50.0712,14.2758
140 00,Praha 4-Podolí (?ást) x),Hlavní m?sto Praha,3100,50.0712,14.2758
140 00,Michle (?ást),Hlavní m?sto Praha,3100,50.0712,14.2758
140 00,Nusle (?ást),Hlavní m?sto Praha,3100,50.0712,14.2758
140 00,Praha 4-Vinohrady (?ást) x),Hlavní m?sto Praha,3100,50.0712,14.2758
140 00,Praha 4-Kr? (?ást) x),Hlavní m?sto Praha,3100,50.0712,14.2758
140 00,Praha 4-Nusle (?ást) x),Hlavní m?sto Praha,3100,50.0712,14.2758
140 00,Podolí (?ást),Hlavní m?sto Praha,3100,50.0712,14.2758
140 00,Praha 4-Michle (?ást) x),Hlavní m?sto Praha,3100,50.0712,14.2758
141 00,Záb?hlice (?ást),Hlavní m?sto Praha,3100,50.0712,14.2758
141 00,Praha 4-Záb?hlice (?ást) x),Hlavní m?sto Praha,3100,50.0712,14.2758
141 00,Praha 4-Michle (?ást) x),Hlavní m?sto Praha,3100,50.0712,14.2758
141 00,Chodov (?ást),Hlavní m?sto Praha,3100,50.0712,14.2758
141 00,Praha 4-Chodov (?ást) x),Hlavní m?sto Praha,3100,50.0712,14.2758
141 00,Michle (?ást),Hlavní m?sto Praha,3100,50.0712,14.2758
142 00,Písnice,Hlavní m?sto Praha,3100,49.9833,14.4667
142 00,Mod?any (?ást),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Libuš,Hlavní m?sto Praha,3100,50.0167,14.4667
142 00,Praha 4-Libuš x),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Lhotka,Hlavní m?sto Praha,3100,49.9,14.2
142 00,Praha 4-Písnice x),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Kr? (?ást),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Praha 4-Kr? (?ást) x),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Praha 4-Lhotka x),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Braník (?ást),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Kamýk (?ást),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Praha 4-Mod?any (?ást) x),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Praha 4-Kamýk (?ást) x),Hlavní m?sto Praha,3100,49.9667,14.3778
142 00,Praha 4-Braník (?ást) x),Hlavní m?sto Praha,3100,49.9667,14.3778
143 00,Komo?any,Hlavní m?sto Praha,3100,50.5333,13.5667
143 00,To?ná,Hlavní m?sto Praha,3100,49.9667,14.4333
143 00,Cholupice,Hlavní m?sto Praha,3100,49.9833,14.45
143 00,Praha 4-Mod?any (?ást) x),Hlavní m?sto Praha,3100,50.1611,14.15
143 00,Praha 4-Komo?any x),Hlavní m?sto Praha,3100,50.1611,14.15
143 00,Praha 4-Kamýk (?ást) x),Hlavní m?sto Praha,3100,50.1611,14.15
143 00,Praha 4-To?ná x),Hlavní m?sto Praha,3100,50.1611,14.15
143 00,Mod?any (?ást),Hlavní m?sto Praha,3100,50.1611,14.15
143 00,Praha 4-Cholupice x),Hlavní m?sto Praha,3100,50.1611,14.15
143 00,Kamýk (?ást),Hlavní m?sto Praha,3100,50.1611,14.15
147 00,Hodkovi?ky,Hlavní m?sto Praha,3100,50.0333,14.4167
147 00,Podolí (?ást),Hlavní m?sto Praha,3100,50.0333,14.4167
147 00,Braník (?ást),Hlavní m?sto Praha,3100,50.0333,14.4167
147 00,Praha 4-Podolí (?ást) x),Hlavní m?sto Praha,3100,50.0333,14.4167
147 00,Praha 4-Hodkovi?ky x),Hlavní m?sto Praha,3100,50.0333,14.4167
147 00,Praha 4-Braník (?ást) x),Hlavní m?sto Praha,3100,50.0333,14.4167
148 00,Kunratice,Hlavní m?sto Praha,3100,50.8167,14.4167
148 00,Chodov (?ást),Hlavní m?sto Praha,3100,50.8167,14.4167
148 00,Praha 4-Kunratice x),Hlavní m?sto Praha,3100,50.8167,14.4167
148 00,Praha 4-Chodov (?ást) x),Hlavní m?sto Praha,3100,50.8167,14.4167
149 00,Háje,Hlavní m?sto Praha,3100,49.7,14.2667
149 00,Újezd,Hlavní m?sto Praha,3100,49.8333,13.8333
149 00,Šeberov,Hlavní m?sto Praha,3100,50.0167,14.5167
149 00,Hostiva? (?ást),Hlavní m?sto Praha,3100,49.85,14.2056
149 00,Chodov (?ást),Hlavní m?sto Praha,3100,49.85,14.2056
149 00,Praha 4-Šeberov x),Hlavní m?sto Praha,3100,49.85,14.2056
149 00,Praha 4-Újezd x),Hlavní m?sto Praha,3100,49.85,14.2056
149 00,Praha 10-Hostiva? (?ást) x),Hlavní m?sto Praha,3100,49.85,14.2056
149 00,Praha 4-Háje x),Hlavní m?sto Praha,3100,49.85,14.2056
149 00,Praha 4-Chodov (?ást) x),Hlavní m?sto Praha,3100,49.85,14.2056
150 00,Radlice,Hlavní m?sto Praha,3100,50.05,14.4
150 00,Motol (?ást),Hlavní m?sto Praha,3100,50.0583,14.3917
150 00,Koší?e,Hlavní m?sto Praha,3100,50.0667,14.3833
150 00,Praha 5-Motol (?ást) x),Hlavní m?sto Praha,3100,50.0583,14.3917
150 00,Praha 5-Malá Strana (?ást) x),Hlavní m?sto Praha,3100,50.0583,14.3917
150 00,Malá Strana (?ást),Hlavní m?sto Praha,3100,50.0583,14.3917
150 00,Smíchov (?ást),Hlavní m?sto Praha,3100,50.0583,14.3917
150 00,Praha 5-Radlice x),Hlavní m?sto Praha,3100,50.0583,14.3917
150 00,Praha 5-Koší?e x),Hlavní m?sto Praha,3100,50.0583,14.3917
150 00,Praha 5-Smíchov (?ást) x),Hlavní m?sto Praha,3100,50.0583,14.3917
152 00,Hlubo?epy,Hlavní m?sto Praha,3100,50.0333,14.4
152 00,Malá Chuchle (?ást),Hlavní m?sto Praha,3100,50.0333,14.4
152 00,Praha 5-Hlubo?epy x),Hlavní m?sto Praha,3100,50.0333,14.4
152 00,Praha 5-Malá Chuchle (?ást) x),Hlavní m?sto Praha,3100,50.0333,14.4
153 00,Praha 5-Radotín x),Hlavní m?sto Praha,3100,49.65,14.6
153 00,Radotín,Hlavní m?sto Praha,3100,49.65,14.6
154 00,Holyn?,Hlavní m?sto Praha,3100,50.0333,14.3667
154 00,Slivenec,Hlavní m?sto Praha,3100,50.0167,14.3667
154 00,Lochkov,Hlavní m?sto Praha,3100,50,14.35
154 00,Praha 5-Lochkov x),Hlavní m?sto Praha,3100,50.0167,14.3611
154 00,Praha 5-Slivenec x),Hlavní m?sto Praha,3100,50.0167,14.3611
154 00,Praha 5-Holyn? x),Hlavní m?sto Praha,3100,50.0167,14.3611
155 00,Zadní Kopanina,Hlavní m?sto Praha,3100,50,14.3167
155 00,?eporyje,Hlavní m?sto Praha,3100,50.0333,14.3167
155 00,Praha 5-Stod?lky x),Hlavní m?sto Praha,3100,50.0333,14.3083
155 00,Stod?lky,Hlavní m?sto Praha,3100,50.05,14.3167
155 00,T?ebonice,Hlavní m?sto Praha,3100,50.05,14.2833
155 00,Praha 5-Zadní Kopanina x),Hlavní m?sto Praha,3100,50.0333,14.3083
155 00,Praha 5-?eporyje x),Hlavní m?sto Praha,3100,50.0333,14.3083
155 00,Praha 5-T?ebonice x),Hlavní m?sto Praha,3100,50.0333,14.3083
155 21,Sobín,Hlavní m?sto Praha,3100,50.0667,14.2667
155 21,Zli?ín,Hlavní m?sto Praha,3100,50.0667,14.2833
155 21,Praha 5-Sobín x),Hlavní m?sto Praha,3100,50.0667,14.275
155 21,Praha 5-Zli?ín x),Hlavní m?sto Praha,3100,50.0667,14.275
155 31,Lipence,Hlavní m?sto Praha,3100,49.95,14.3833
155 31,Praha 5-Lipence x),Hlavní m?sto Praha,3100,49.95,14.3833
156 00,Zbraslav,Hlavní m?sto Praha,3100,48.6333,14.4333
156 00,Praha 5-Zbraslav x),Hlavní m?sto Praha,3100,48.6333,14.4333
158 00,Jinonice,Hlavní m?sto Praha,3100,50.05,14.3667
158 00,Praha 5-Jinonice x),Hlavní m?sto Praha,3100,50.05,14.3667
159 00,Lahovice,Hlavní m?sto Praha,3100,49.9833,14.4
159 00,Velká Chuchle,Hlavní m?sto Praha,3100,50.0167,14.3833
159 00,Praha 5-Malá Chuchle (?ást) x),Hlavní m?sto Praha,3100,50,14.3917
159 00,Malá Chuchle (?ást),Hlavní m?sto Praha,3100,50,14.3917
159 00,Praha 5-Lahovice x),Hlavní m?sto Praha,3100,50,14.3917
159 00,Praha 5-Velká Chuchle x),Hlavní m?sto Praha,3100,50,14.3917
160 00,Dejvice,Hlavní m?sto Praha,3100,50.1,14.3667
160 00,Sedlec,Hlavní m?sto Praha,3100,50.0953,14.3668
160 00,Praha 6-Vokovice x),Hlavní m?sto Praha,3100,50.1278,14.3889
160 00,Bubene? (?ást),Hlavní m?sto Praha,3100,50.1278,14.3889
160 00,Praha 6-Bubene? (?ást) x),Hlavní m?sto Praha,3100,50.1278,14.3889
160 00,Hrad?any (?ást),Hlavní m?sto Praha,3100,50.1278,14.3889
160 00,Vokovice,Hlavní m?sto Praha,3100,50.1,14.3333
160 00,Praha 5-Smíchov (?ást) x),Hlavní m?sto Praha,3100,50.1278,14.3889
160 00,Smíchov (?ást),Hlavní m?sto Praha,3100,50.1278,14.3889
160 00,Praha 6-Dejvice x),Hlavní m?sto Praha,3100,50.1278,14.3889
160 00,Praha 6-Sedlec x),Hlavní m?sto Praha,3100,50.1278,14.3889
160 00,Praha 6-Hrad?any (?ást) x),Hlavní m?sto Praha,3100,50.1278,14.3889
161 00,Praha 6-Liboc (?ást) x),Hlavní m?sto Praha,3100,50.0833,14.3167
161 00,Praha 6-Ruzyn? x),Hlavní m?sto Praha,3100,50.0833,14.3167
161 00,Ruzyn?,Hlavní m?sto Praha,3100,50.0833,14.3167
161 00,Liboc (?ást),Hlavní m?sto Praha,3100,50.0833,14.3167
162 00,Veleslavín,Hlavní m?sto Praha,3100,50.1,14.35
162 00,Praha 6-St?ešovice (?ást) x),Hlavní m?sto Praha,3100,50.1,14.35
162 00,Liboc (?ást),Hlavní m?sto Praha,3100,50.1,14.35
162 00,B?evnov (?ást),Hlavní m?sto Praha,3100,50.1,14.35
162 00,Praha 6-Liboc (?ást) x),Hlavní m?sto Praha,3100,50.1,14.35
162 00,Praha 6-Veleslavín x),Hlavní m?sto Praha,3100,50.1,14.35
162 00,St?ešovice (?ást),Hlavní m?sto Praha,3100,50.1,14.35
162 00,Praha 6-B?evnov (?ást) x),Hlavní m?sto Praha,3100,50.1,14.35
163 00,Praha 6-?epy x),Hlavní m?sto Praha,3100,50.0667,14.3
163 00,?epy,Hlavní m?sto Praha,3100,50.0667,14.3
164 00,Nebušice,Hlavní m?sto Praha,3100,50.1167,14.3167
164 00,Praha 6-Nebušice x),Hlavní m?sto Praha,3100,50.1167,14.3083
164 00,P?ední Kopanina,Hlavní m?sto Praha,3100,50.1167,14.3
164 00,Praha 6-P?ední Kopanina x),Hlavní m?sto Praha,3100,50.1167,14.3083
165 00,Lysolaje,Hlavní m?sto Praha,3100,50.1333,14.3667
165 00,Praha 6-Lysolaje x),Hlavní m?sto Praha,3100,50.1333,14.375
165 00,Suchdol,Hlavní m?sto Praha,3100,50.1333,14.3833
165 00,Praha 6-Suchdol x),Hlavní m?sto Praha,3100,50.1333,14.375
169 00,Praha 6-B?evnov (?ást) x),Hlavní m?sto Praha,3100,50.1133,14.35
169 00,B?evnov (?ást),Hlavní m?sto Praha,3100,50.1133,14.35
169 00,Praha 6-St?ešovice (?ást) x),Hlavní m?sto Praha,3100,50.1133,14.35
169 00,Praha 5-Motol (?ást) x),Hlavní m?sto Praha,3100,50.1133,14.35
169 00,St?ešovice (?ást),Hlavní m?sto Praha,3100,50.1133,14.35
169 00,Motol (?ást),Hlavní m?sto Praha,3100,50.1133,14.35
170 00,Bubene? (?ást),Hlavní m?sto Praha,3100,,
170 00,Praha 7-Holešovice (?ást) x),Hlavní m?sto Praha,3100,,
170 00,Praha 7-Bubene? (?ást) x),Hlavní m?sto Praha,3100,,
170 00,Holešovice (?ást),Hlavní m?sto Praha,3100,,
171 00,Praha 7-Libe? (?ást) x),Hlavní m?sto Praha,3100,,
171 00,Praha 7-Troja (?ást) x),Hlavní m?sto Praha,3100,,
171 00,Troja (?ást),Hlavní m?sto Praha,3100,,
171 00,Libe? (?ást),Hlavní m?sto Praha,3100,,
180 00,Praha 8-Žižkov (?ást) x),Hlavní m?sto Praha,3100,49.9738,14.819
180 00,Libe? (?ást),Hlavní m?sto Praha,3100,49.9738,14.819
180 00,Praha 8-Troja (?ást) x),Hlavní m?sto Praha,3100,49.9738,14.819
180 00,Troja (?ást),Hlavní m?sto Praha,3100,49.9738,14.819
180 00,Praha 8-Libe? (?ást) x),Hlavní m?sto Praha,3100,49.9738,14.819
180 00,Žižkov (?ást),Hlavní m?sto Praha,3100,49.9738,14.819
181 00,?imice,Hlavní m?sto Praha,3100,50.1333,14.4333
181 00,Praha 8-?imice x),Hlavní m?sto Praha,3100,50.1333,14.425
181 00,Troja (?ást),Hlavní m?sto Praha,3100,50.1333,14.425
181 00,Bohnice,Hlavní m?sto Praha,3100,50.1333,14.4167
181 00,Praha 8-Troja (?ást) x),Hlavní m?sto Praha,3100,50.1333,14.425
181 00,Praha 8-Bohnice x),Hlavní m?sto Praha,3100,50.1333,14.425
182 00,?áblice,Hlavní m?sto Praha,3100,50.15,14.5
182 00,Kobylisy,Hlavní m?sto Praha,3100,50.1167,14.4667
182 00,Praha 8-B?ezin?ves x),Hlavní m?sto Praha,3100,50.1444,14.4833
182 00,B?ezin?ves,Hlavní m?sto Praha,3100,50.1667,14.4833
182 00,St?ížkov (?ást),Hlavní m?sto Praha,3100,50.1444,14.4833
182 00,Praha 8-?áblice x),Hlavní m?sto Praha,3100,50.1444,14.4833
182 00,Praha 8-Libe? (?ást) x),Hlavní m?sto Praha,3100,50.1444,14.4833
182 00,Praha 8-St?ížkov (?ást) x),Hlavní m?sto Praha,3100,50.1444,14.4833
182 00,Libe? (?ást),Hlavní m?sto Praha,3100,50.1444,14.4833
182 00,Praha 8-Kobylisy x),Hlavní m?sto Praha,3100,50.1444,14.4833
184 00,Dolní Chabry,Hlavní m?sto Praha,3100,50.15,14.45
184 00,Praha 8-Dolní Chabry x),Hlavní m?sto Praha,3100,50.15,14.45
186 00,Karlín,Hlavní m?sto Praha,3100,48.9667,16.9833
186 00,Nové M?sto (?ást),Hlavní m?sto Praha,3100,48.9667,16.9833
186 00,Praha 8-Nové M?sto (?ást) x),Hlavní m?sto Praha,3100,48.9667,16.9833
186 00,Praha 8-Karlín x),Hlavní m?sto Praha,3100,48.9667,16.9833
190 00,Prosek,Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Malešice (?ást),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Vyso?any (?ást),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Hrdlo?ezy (?ást),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Praha 10-Malešice (?ást) x),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Libe? (?ást),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Praha 9-Prosek x),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Praha 9-St?ížkov (?ást) x),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,St?ížkov (?ást),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Praha 9-Vyso?any (?ást) x),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Praha 9-Hrdlo?ezy (?ást) x),Hlavní m?sto Praha,3100,50.1167,14.5
190 00,Praha 9-Libe? (?ást) x),Hlavní m?sto Praha,3100,50.1167,14.5
190 11,B?chovice,Hlavní m?sto Praha,3100,50.0833,14.6167
190 11,Praha 9-B?chovice x),Hlavní m?sto Praha,3100,50.0833,14.6167
190 12,Dolní Po?ernice,Hlavní m?sto Praha,3100,50.0833,14.5833
190 12,Praha 9-Dolní Po?ernice x),Hlavní m?sto Praha,3100,50.0833,14.5833
190 14,Klánovice,Hlavní m?sto Praha,3100,50.1,14.6667
190 14,Praha 9-Klánovice x),Hlavní m?sto Praha,3100,50.1,14.6667
190 15,Satalice,Hlavní m?sto Praha,3100,50.1167,14.5833
190 15,Praha 9-Satalice x),Hlavní m?sto Praha,3100,50.1167,14.5833
190 16,Kolod?je,Hlavní m?sto Praha,3100,50.0667,14.65
190 16,Praha 9-Kolod?je x),Hlavní m?sto Praha,3100,50.075,14.6583
190 16,Praha 9-Újezd nad Lesy x),Hlavní m?sto Praha,3100,50.075,14.6583
190 16,Újezd nad Lesy,Hlavní m?sto Praha,3100,50.0833,14.6667
190 17,Praha 9-Vino? x),Hlavní m?sto Praha,3100,50.15,14.6
190 17,Vino?,Hlavní m?sto Praha,3100,50.15,14.6
193 00,Horní Po?ernice,Hlavní m?sto Praha,3100,50.1167,14.6333
193 00,Praha 9-Horní Po?ernice x),Hlavní m?sto Praha,3100,50.1167,14.6333
196 00,Miškovice,Hlavní m?sto Praha,3100,50.15,14.55
196 00,?akovice,Hlavní m?sto Praha,3100,50.15,14.5167
196 00,T?eboradice,Hlavní m?sto Praha,3100,50.1667,14.5333
196 00,Praha 9-Miškovice x),Hlavní m?sto Praha,3100,50.1556,14.5333
196 00,Praha 9-T?eboradice x),Hlavní m?sto Praha,3100,50.1556,14.5333
196 00,Praha 9-?akovice x),Hlavní m?sto Praha,3100,50.1556,14.5333
197 00,Kbely,Hlavní m?sto Praha,3100,49.5667,13.6333
197 00,Praha 9-Kbely x),Hlavní m?sto Praha,3100,49.5667,13.6333
198 00,Hostavice,Hlavní m?sto Praha,3100,50.1,14.5667
198 00,Hloub?tín,Hlavní m?sto Praha,3100,50.1,14.5333
198 00,Kyje,Hlavní m?sto Praha,3100,50.1,14.55
198 00,Praha 9-Hostavice x),Hlavní m?sto Praha,3100,50.1,14.55
198 00,?erný Most,Hlavní m?sto Praha,3100,50.1,14.55
198 00,Praha 9-?erný Most x),Hlavní m?sto Praha,3100,50.1,14.55
198 00,Praha 9-Hloub?tín x),Hlavní m?sto Praha,3100,50.1,14.55
198 00,Praha 9-Kyje x),Hlavní m?sto Praha,3100,50.1,14.55
199 00,Let?any,Hlavní m?sto Praha,3100,50.1333,14.5167
199 00,Praha 9-Let?any x),Hlavní m?sto Praha,3100,50.1333,14.5167
251 67,Nová Ves,Benešov,3201,50.0667,14.8167
251 67,Zaje?ice,Benešov,3201,49.9,14.6833
251 67,Pyšely,Benešov,3201,49.8833,14.6833
251 67,Ková?ovice,Benešov,3201,49.9071,14.6857
252 08,Rabyn?,Benešov,3201,49.8167,14.4333
252 08,Loutí,Benešov,3201,49.8,14.4667
256 01,Radíkovice,Benešov,3201,49.7,15.15
256 01,Chlístov,Benešov,3201,49.8,14.65
256 01,Kochánov,Benešov,3201,49.8,14.7833
256 01,Takonín,Benešov,3201,49.7667,14.8333
256 01,Dlouhé Pole,Benešov,3201,49.7833,14.7333
256 01,Konopišt?,Benešov,3201,49.7667,14.6667
256 01,Chvojen,Benešov,3201,49.7667,14.6333
256 01,Dolní Podhájí,Benešov,3201,49.791,14.7604
256 01,H?rka,Benešov,3201,49.7167,14.5167
256 01,Bedr?,Benešov,3201,49.8167,14.7167
256 01,Humenec,Benešov,3201,49.8,14.8167
256 01,Sembratec,Benešov,3201,49.8167,14.7667
256 01,Chráš?any,Benešov,3201,49.8,14.5833
256 01,Benešov,Benešov,3201,49.7833,14.6833
256 01,Buková Lhota,Benešov,3201,49.8167,14.65
256 01,Žabov?esky,Benešov,3201,49.8,14.65
256 01,Meziho?í,Benešov,3201,49.8333,14.7333
256 01,Úro?nice,Benešov,3201,49.8,14.6333
256 01,Okrouhlice,Benešov,3201,49.7833,14.75
256 01,Petroupim,Benešov,3201,49.8167,14.75
256 01,Rousínov,Benešov,3201,49.8167,14.8167
256 01,Skalice,Benešov,3201,49.7667,14.7167
256 01,Býkovice,Benešov,3201,49.7667,14.8167
256 01,Teplýšovice,Benešov,3201,49.8,14.8
256 01,Myslí?,Benešov,3201,49.7667,14.7333
