Postal Code,Place Name,State,State Abbreviation,County,City,Latitude,Longitude
5000,Aarau,Kanton Aargau,AG,Bezirk Aarau,Aarau,47.389,8.0487
5001,Aarau,Kanton Aargau,AG,Bezirk Aarau,Aarau,47.3922,8.0497
5004,Aarau,Kanton Aargau,AG,Bezirk Aarau,Aarau,47.4005,8.0606
5017,Barmelweid,Kanton Aargau,AG,Bezirk Aarau,Erlinsbach (AG),47.4216,7.97
5018,Erlinsbach,Kanton Aargau,AG,Bezirk Aarau,Erlinsbach (AG),47.4126,8.0089
5022,Rombach,Kanton Aargau,AG,Bezirk Aarau,Küttigen,47.4057,8.0466
5023,Biberstein,Kanton Aargau,AG,Bezirk Aarau,Biberstein,47.4195,8.0827
5024,Küttigen,Kanton Aargau,AG,Bezirk Aarau,Küttigen,47.4204,8.0461
5025,Asp,Kanton Aargau,AG,Bezirk Aarau,Densbüren,47.4418,8.0539
5026,Densbüren,Kanton Aargau,AG,Bezirk Aarau,Densbüren,47.4555,8.0572
5032,Aarau Rohr,Kanton Aargau,AG,Bezirk Aarau,Aarau,47.4045,8.0807
5033,Buchs AG,Kanton Aargau,AG,Bezirk Aarau,Buchs (AG),47.3931,8.0756
5034,Suhr,Kanton Aargau,AG,Bezirk Aarau,Suhr,47.3747,8.0859
5035,Unterentfelden,Kanton Aargau,AG,Bezirk Aarau,Unterentfelden,47.3686,8.0412
5036,Oberentfelden,Kanton Aargau,AG,Bezirk Aarau,Oberentfelden,47.3541,8.0396
5037,Muhen,Kanton Aargau,AG,Bezirk Aarau,Muhen,47.3341,8.0632
5042,Hirschthal,Kanton Aargau,AG,Bezirk Aarau,Hirschthal,47.3175,8.0678
5722,Gränichen,Kanton Aargau,AG,Bezirk Aarau,Gränichen,47.3543,8.1057
5300,Turgi,Kanton Aargau,AG,Bezirk Baden,Turgi,47.4934,8.2525
5301,Siggenthal Station,Kanton Aargau,AG,Bezirk Baden,Untersiggenthal,47.5149,8.2398
5303,Würenlingen,Kanton Aargau,AG,Bezirk Baden,Würenlingen,47.531,8.2477
5400,Baden,Kanton Aargau,AG,Bezirk Baden,Baden,47.4716,8.2925
5401,Baden,Kanton Aargau,AG,Bezirk Baden,Baden,47.4667,8.3
5402,Baden,Kanton Aargau,AG,Bezirk Baden,Baden,47.4667,8.3
5404,Baden,Kanton Aargau,AG,Bezirk Baden,Baden,47.4541,8.2782
5405,Dättwil AG,Kanton Aargau,AG,Bezirk Baden,Baden,47.4545,8.2843
5406,Rütihof,Kanton Aargau,AG,Bezirk Baden,Baden,47.4383,8.2658
5408,Ennetbaden,Kanton Aargau,AG,Bezirk Baden,Ennetbaden,47.4798,8.3277
5412,Gebenstorf,Kanton Aargau,AG,Bezirk Baden,Gebenstorf,47.48,8.244
5413,Birmenstorf AG,Kanton Aargau,AG,Bezirk Baden,Birmenstorf (AG),47.4517,8.2668
5415,Nussbaumen AG,Kanton Aargau,AG,Bezirk Baden,Obersiggenthal,47.4954,8.2956
5416,Kirchdorf AG,Kanton Aargau,AG,Bezirk Baden,Obersiggenthal,47.4995,8.2798
5417,Untersiggenthal,Kanton Aargau,AG,Bezirk Baden,Untersiggenthal,47.5038,8.2562
5420,Ehrendingen,Kanton Aargau,AG,Bezirk Baden,Ehrendingen,47.4956,8.3446
5423,Freienwil,Kanton Aargau,AG,Bezirk Baden,Freienwil,47.4984,8.3205
5430,Wettingen,Kanton Aargau,AG,Bezirk Baden,Wettingen,47.4629,8.3321
5431,Wettingen Sonderdienste,Kanton Aargau,AG,Bezirk Baden,Wettingen,47.4556,8.3333
5432,Neuenhof,Kanton Aargau,AG,Bezirk Baden,Neuenhof,47.4446,8.3253
5436,Würenlos,Kanton Aargau,AG,Bezirk Baden,Würenlos,47.4474,8.3622
5442,Fislisbach,Kanton Aargau,AG,Bezirk Baden,Fislisbach,47.4364,8.2906
5443,Niederrohrdorf,Kanton Aargau,AG,Bezirk Baden,Niederrohrdorf,47.4228,8.3019
5444,Künten,Kanton Aargau,AG,Bezirk Baden,Künten,47.3891,8.3264
5452,Oberrohrdorf,Kanton Aargau,AG,Bezirk Baden,Oberrohrdorf,47.4239,8.3228
5453,Remetschwil,Kanton Aargau,AG,Bezirk Baden,Remetschwil,47.4073,8.3351
5454,Bellikon,Kanton Aargau,AG,Bezirk Baden,Bellikon,47.3919,8.3483
5506,Mägenwil,Kanton Aargau,AG,Bezirk Baden,Mägenwil,47.4138,8.2335
5507,Mellingen,Kanton Aargau,AG,Bezirk Baden,Mellingen,47.4205,8.2727
5512,Wohlenschwil,Kanton Aargau,AG,Bezirk Baden,Wohlenschwil,47.4182,8.2529
5608,Stetten AG,Kanton Aargau,AG,Bezirk Baden,Stetten (AG),47.4036,8.3023
8109,Kloster Fahr,Kanton Aargau,AG,Bezirk Baden,Würenlos,47.4083,8.4391
8956,Killwangen,Kanton Aargau,AG,Bezirk Baden,Killwangen,47.4275,8.3409
8957,Spreitenbach,Kanton Aargau,AG,Bezirk Baden,Spreitenbach,47.4174,8.3666
8962,Bergdietikon,Kanton Aargau,AG,Bezirk Baden,Bergdietikon,47.3885,8.3793
5445,Eggenwil,Kanton Aargau,AG,Bezirk Bremgarten,Eggenwil,47.3711,8.338
5522,Tägerig,Kanton Aargau,AG,Bezirk Bremgarten,Tägerig,47.3976,8.2789
5524,Nesselnbach,Kanton Aargau,AG,Bezirk Bremgarten,Niederwil (AG),47.3929,8.2943
5525,Fischbach-Göslikon,Kanton Aargau,AG,Bezirk Bremgarten,Fischbach-Göslikon,47.3687,8.3121
5605,Dottikon,Kanton Aargau,AG,Bezirk Bremgarten,Dottikon,47.3747,8.2454
5607,Hägglingen,Kanton Aargau,AG,Bezirk Bremgarten,Hägglingen,47.3908,8.2569
5610,Wohlen AG,Kanton Aargau,AG,Bezirk Bremgarten,Wohlen (AG),47.3507,8.2859
5611,Anglikon,Kanton Aargau,AG,Bezirk Bremgarten,Wohlen (AG),47.3651,8.2618
5612,Villmergen,Kanton Aargau,AG,Bezirk Bremgarten,Villmergen,47.3479,8.2387
5613,Hilfikon,Kanton Aargau,AG,Bezirk Bremgarten,Villmergen,47.3308,8.2436
5614,Sarmenstorf,Kanton Aargau,AG,Bezirk Bremgarten,Sarmenstorf,47.3112,8.2509
5619,Uezwil,Kanton Aargau,AG,Bezirk Bremgarten,Uezwil,47.3148,8.2772
5620,Bremgarten AG,Kanton Aargau,AG,Bezirk Bremgarten,Bremgarten (AG),47.355,8.3294
5621,Zufikon,Kanton Aargau,AG,Bezirk Bremgarten,Zufikon,47.3471,8.3566
5626,Hermetschwil-Staffeln,Kanton Aargau,AG,Bezirk Bremgarten,Hermetschwil-Staffeln,47.3299,8.3468
8905,Arni AG,Kanton Aargau,AG,Bezirk Bremgarten,Arni (AG),47.3154,8.4196
8916,Jonen,Kanton Aargau,AG,Bezirk Bremgarten,Jonen,47.2997,8.4008
8917,Oberlunkhofen,Kanton Aargau,AG,Bezirk Bremgarten,Oberlunkhofen,47.3132,8.4001
8918,Unterlunkhofen,Kanton Aargau,AG,Bezirk Bremgarten,Unterlunkhofen,47.3226,8.3916
8964,Rudolfstetten,Kanton Aargau,AG,Bezirk Bremgarten,Rudolfstetten-Friedlisberg,47.3683,8.3878
8965,Berikon,Kanton Aargau,AG,Bezirk Bremgarten,Berikon,47.3531,8.3869
8966,Oberwil-Lieli,Kanton Aargau,AG,Bezirk Bremgarten,Oberwil-Lieli,47.3398,8.3915
8967,Widen,Kanton Aargau,AG,Bezirk Bremgarten,Widen,47.3693,8.3568
5076,Bözen,Kanton Aargau,AG,Bezirk Brugg,Bözen,47.4957,8.0891
5077,Elfingen,Kanton Aargau,AG,Bezirk Brugg,Elfingen,47.5101,8.1026
5078,Effingen,Kanton Aargau,AG,Bezirk Brugg,Effingen,47.4934,8.1127
5105,Auenstein,Kanton Aargau,AG,Bezirk Brugg,Auenstein,47.4186,8.1306
5106,Veltheim AG,Kanton Aargau,AG,Bezirk Brugg,Veltheim (AG),47.4323,8.1469
5107,Schinznach Dorf,Kanton Aargau,AG,Bezirk Brugg,Schinznach-Dorf,47.455,8.1326
5108,Oberflachs,Kanton Aargau,AG,Bezirk Brugg,Oberflachs,47.4376,8.1233
5112,Thalheim AG,Kanton Aargau,AG,Bezirk Brugg,Thalheim (AG),47.4408,8.0907
5116,Schinznach Bad,Kanton Aargau,AG,Bezirk Brugg,Schinznach-Bad,47.4536,8.1698
5200,Brugg AG,Kanton Aargau,AG,Bezirk Brugg,Brugg,47.4828,8.2037
5201,Brugg AG,Kanton Aargau,AG,Bezirk Brugg,Brugg,47.4905,8.1857
5210,Windisch,Kanton Aargau,AG,Bezirk Brugg,Windisch,47.4764,8.2202
5212,Hausen AG,Kanton Aargau,AG,Bezirk Brugg,Hausen (AG),47.4628,8.2083
5213,Villnachern,Kanton Aargau,AG,Bezirk Brugg,Villnachern,47.4707,8.1575
5222,Umiken,Kanton Aargau,AG,Bezirk Brugg,Brugg,47.4808,8.1851
5223,Riniken,Kanton Aargau,AG,Bezirk Brugg,Riniken,47.4947,8.1863
5224,Gallenkirch,Kanton Aargau,AG,Bezirk Brugg,Gallenkirch,47.48,8.1227
5225,Oberbözberg,Kanton Aargau,AG,Bezirk Brugg,Oberbözberg,47.5019,8.1532
5232,Villigen PSI,Kanton Aargau,AG,Bezirk Brugg,Villigen,47.5167,8.2083
5233,Stilli,Kanton Aargau,AG,Bezirk Brugg,Villigen,47.5185,8.2313
5234,Villigen,Kanton Aargau,AG,Bezirk Brugg,Villigen,47.5294,8.1974
5235,Rüfenach AG,Kanton Aargau,AG,Bezirk Brugg,Rüfenach,47.504,8.2125
5236,Remigen,Kanton Aargau,AG,Bezirk Brugg,Remigen,47.5169,8.1795
5237,Mönthal,Kanton Aargau,AG,Bezirk Brugg,Mönthal,47.5154,8.1356
5242,Birr,Kanton Aargau,AG,Bezirk Brugg,Birr,47.4326,8.2112
5243,Mülligen,Kanton Aargau,AG,Bezirk Brugg,Mülligen,47.4524,8.2406
5244,Birrhard,Kanton Aargau,AG,Bezirk Brugg,Birrhard,47.4358,8.2431
5245,Habsburg,Kanton Aargau,AG,Bezirk Brugg,Habsburg,47.4618,8.1858
5246,Scherz,Kanton Aargau,AG,Bezirk Brugg,Scherz,47.4486,8.1877
5318,Mandach,Kanton Aargau,AG,Bezirk Brugg,Mandach,47.5518,8.1885
5040,Schöftland,Kanton Aargau,AG,Bezirk Kulm,Schöftland,47.3061,8.0581
5043,Holziken,Kanton Aargau,AG,Bezirk Kulm,Holziken,47.3198,8.0334
5044,Schlossrued,Kanton Aargau,AG,Bezirk Kulm,Schlossrued,47.2873,8.0907
5046,Walde AG,Kanton Aargau,AG,Bezirk Kulm,Schmiedrued,47.254,8.1164
5708,Birrwil,Kanton Aargau,AG,Bezirk Kulm,Birrwil,47.292,8.1977
5712,Beinwil am See,Kanton Aargau,AG,Bezirk Kulm,Beinwil am See,47.2649,8.2076
5723,Teufenthal AG,Kanton Aargau,AG,Bezirk Kulm,Teufenthal (AG),47.3286,8.1285
5724,Dürrenäsch,Kanton Aargau,AG,Bezirk Kulm,Dürrenäsch,47.3192,8.1526
5725,Leutwil,Kanton Aargau,AG,Bezirk Kulm,Leutwil,47.3077,8.174
5726,Unterkulm,Kanton Aargau,AG,Bezirk Kulm,Unterkulm,47.319,8.1093
5727,Oberkulm,Kanton Aargau,AG,Bezirk Kulm,Oberkulm,47.2971,8.1242
5728,Gontenschwil,Kanton Aargau,AG,Bezirk Kulm,Gontenschwil,47.2677,8.1431
5732,Zetzwil,Kanton Aargau,AG,Bezirk Kulm,Zetzwil,47.2888,8.1595
5733,Leimbach AG,Kanton Aargau,AG,Bezirk Kulm,Leimbach (AG),47.2746,8.168
5734,Reinach AG,Kanton Aargau,AG,Bezirk Kulm,Reinach (AG),47.2635,8.1748
5736,Burg AG,Kanton Aargau,AG,Bezirk Kulm,Burg (AG),47.2342,8.1787
5737,Menziken,Kanton Aargau,AG,Bezirk Kulm,Menziken,47.2359,8.1937
4333,Münchwilen AG,Kanton Aargau,AG,Bezirk Laufenburg,Münchwilen (AG),47.5354,7.9623
4334,Sisseln AG,Kanton Aargau,AG,Bezirk Laufenburg,Sisseln,47.5512,7.9828
5027,Herznach,Kanton Aargau,AG,Bezirk Laufenburg,Herznach,47.4725,8.0479
5028,Ueken,Kanton Aargau,AG,Bezirk Laufenburg,Ueken,47.4866,8.0443
5062,Oberhof,Kanton Aargau,AG,Bezirk Laufenburg,Oberhof,47.4421,8.0083
5063,Wölflinswil,Kanton Aargau,AG,Bezirk Laufenburg,Wölflinswil,47.4643,8.0021
5064,Wittnau,Kanton Aargau,AG,Bezirk Laufenburg,Wittnau,47.4772,7.9682
5070,Frick,Kanton Aargau,AG,Bezirk Laufenburg,Frick,47.5079,8.012
5072,Oeschgen,Kanton Aargau,AG,Bezirk Laufenburg,Oeschgen,47.5249,8.0179
5073,Gipf-Oberfrick,Kanton Aargau,AG,Bezirk Laufenburg,Gipf-Oberfrick,47.4897,8.0066
5074,Eiken,Kanton Aargau,AG,Bezirk Laufenburg,Eiken,47.5384,7.99
5075,Hornussen,Kanton Aargau,AG,Bezirk Laufenburg,Hornussen,47.4997,8.0666
5079,Zeihen,Kanton Aargau,AG,Bezirk Laufenburg,Zeihen,47.4691,8.0932
5080,Laufenburg,Kanton Aargau,AG,Bezirk Laufenburg,Laufenburg,47.5565,8.0598
5082,Kaisten,Kanton Aargau,AG,Bezirk Laufenburg,Kaisten,47.5365,8.0428
5083,Ittenthal,Kanton Aargau,AG,Bezirk Laufenburg,Kaisten,47.518,8.0609
5084,Rheinsulz,Kanton Aargau,AG,Bezirk Laufenburg,Laufenburg,47.5533,8.0859
5085,Sulz AG,Kanton Aargau,AG,Bezirk Laufenburg,Laufenburg,47.5349,8.099
5272,Gansingen,Kanton Aargau,AG,Bezirk Laufenburg,Gansingen,47.5389,8.1318
5326,Schwaderloch,Kanton Aargau,AG,Bezirk Laufenburg,Schwaderloch,47.5843,8.1427
5102,Rupperswil,Kanton Aargau,AG,Bezirk Lenzburg,Rupperswil,47.4031,8.1337
5103,Möriken AG,Kanton Aargau,AG,Bezirk Lenzburg,Möriken-Wildegg,47.4155,8.1925
5113,Holderbank AG,Kanton Aargau,AG,Bezirk Lenzburg,Holderbank (AG),47.4305,8.1735
5502,Hunzenschwil,Kanton Aargau,AG,Bezirk Lenzburg,Hunzenschwil,47.3827,8.1222
5503,Schafisheim,Kanton Aargau,AG,Bezirk Lenzburg,Schafisheim,47.3753,8.1383
5504,Othmarsingen,Kanton Aargau,AG,Bezirk Lenzburg,Othmarsingen,47.4029,8.2159
5505,Brunegg,Kanton Aargau,AG,Bezirk Lenzburg,Brunegg,47.4211,8.2186
5510,Hunzenschwil Dist Ba,Kanton Aargau,AG,Bezirk Lenzburg,Hunzenschwil,47.4,8.2056
5600,Ammerswil AG,Kanton Aargau,AG,Bezirk Lenzburg,Ammerswil,47.3681,8.2062
5601,Lenzburg Sonderdienste,Kanton Aargau,AG,Bezirk Lenzburg,Lenzburg,47.3833,8.21
5603,Staufen,Kanton Aargau,AG,Bezirk Lenzburg,Staufen,47.3763,8.159
5604,Hendschiken,Kanton Aargau,AG,Bezirk Lenzburg,Hendschiken,47.3846,8.2165
5606,Dintikon,Kanton Aargau,AG,Bezirk Lenzburg,Dintikon,47.3611,8.2215
5615,Fahrwangen,Kanton Aargau,AG,Bezirk Lenzburg,Fahrwangen,47.2945,8.2379
5616,Meisterschwanden,Kanton Aargau,AG,Bezirk Lenzburg,Meisterschwanden,47.2903,8.2246
5617,Tennwil,Kanton Aargau,AG,Bezirk Lenzburg,Meisterschwanden,47.3046,8.2188
5702,Niederlenz,Kanton Aargau,AG,Bezirk Lenzburg,Niederlenz,47.4046,8.1678
5703,Seon,Kanton Aargau,AG,Bezirk Lenzburg,Seon,47.3487,8.1589
5704,Egliswil,Kanton Aargau,AG,Bezirk Lenzburg,Egliswil,47.3517,8.1921
5705,Hallwil,Kanton Aargau,AG,Bezirk Lenzburg,Hallwil,47.328,8.1766
5706,Boniswil,Kanton Aargau,AG,Bezirk Lenzburg,Boniswil,47.3101,8.1946
5707,Seengen,Kanton Aargau,AG,Bezirk Lenzburg,Seengen,47.3273,8.2058
5618,Bettwil,Kanton Aargau,AG,Bezirk Muri,Bettwil,47.2928,8.2708
5622,Waltenschwil,Kanton Aargau,AG,Bezirk Muri,Waltenschwil,47.3341,8.2969
5623,Boswil,Kanton Aargau,AG,Bezirk Muri,Boswil,47.2986,8.3123
5624,Waldhäusern AG,Kanton Aargau,AG,Bezirk Muri,Bünzen,47.3273,8.3181
5625,Kallern,Kanton Aargau,AG,Bezirk Muri,Kallern,47.312,8.2897
5627,Besenbüren,Kanton Aargau,AG,Bezirk Muri,Besenbüren,47.312,8.3446
5628,Aristau,Kanton Aargau,AG,Bezirk Muri,Aristau,47.2902,8.3632
5630,Muri AG,Kanton Aargau,AG,Bezirk Muri,Muri (AG),47.2733,8.3386
5632,Buttwil,Kanton Aargau,AG,Bezirk Muri,Buttwil,47.2696,8.3054
5634,Merenschwand,Kanton Aargau,AG,Bezirk Muri,Merenschwand,47.264,8.3844
5636,Benzenschwil,Kanton Aargau,AG,Bezirk Muri,Benzenschwil,47.2466,8.3646
5637,Beinwil (Freiamt),Kanton Aargau,AG,Bezirk Muri,Beinwil (Freiamt),47.2292,8.3438
5642,Mühlau,Kanton Aargau,AG,Bezirk Muri,Mühlau,47.2305,8.3945
5643,Alikon,Kanton Aargau,AG,Bezirk Muri,Sins,47.1949,8.3503
5644,Auw,Kanton Aargau,AG,Bezirk Muri,Auw,47.2174,8.3679
5645,Fenkrieden,Kanton Aargau,AG,Bezirk Muri,Sins,47.1592,8.3708
5646,Abtwil AG,Kanton Aargau,AG,Bezirk Muri,Abtwil,47.1732,8.3527
5647,Oberrüti,Kanton Aargau,AG,Bezirk Muri,Oberrüti,47.165,8.3974
6042,Dietwil,Kanton Aargau,AG,Bezirk Muri,Dietwil,47.1496,8.3967
8919,Rottenschwil,Kanton Aargau,AG,Bezirk Muri,Rottenschwil,47.3147,8.3658
4303,Kaiseraugst,Kanton Aargau,AG,Bezirk Rheinfelden,Kaiseraugst,47.5357,7.7417
4305,Olsberg,Kanton Aargau,AG,Bezirk Rheinfelden,Olsberg,47.5229,7.7842
4310,Rheinfelden,Kanton Aargau,AG,Bezirk Rheinfelden,Rheinfelden,47.5603,7.8155
4312,Magden,Kanton Aargau,AG,Bezirk Rheinfelden,Magden,47.5187,7.8091
4313,Möhlin,Kanton Aargau,AG,Bezirk Rheinfelden,Möhlin,47.5682,7.8581
4314,Zeiningen,Kanton Aargau,AG,Bezirk Rheinfelden,Zeiningen,47.5446,7.8762
4315,Zuzgen,Kanton Aargau,AG,Bezirk Rheinfelden,Zuzgen,47.5235,7.9041
4316,Hellikon,Kanton Aargau,AG,Bezirk Rheinfelden,Hellikon,47.5088,7.9175
4317,Wegenstetten,Kanton Aargau,AG,Bezirk Rheinfelden,Wegenstetten,47.4964,7.934
4322,Mumpf,Kanton Aargau,AG,Bezirk Rheinfelden,Mumpf,47.5448,7.918
4323,Wallbach,Kanton Aargau,AG,Bezirk Rheinfelden,Wallbach,47.5696,7.8948
4324,Obermumpf,Kanton Aargau,AG,Bezirk Rheinfelden,Obermumpf,47.5282,7.9387
4325,Schupfart,Kanton Aargau,AG,Bezirk Rheinfelden,Schupfart,47.5139,7.9631
4332,Stein AG,Kanton Aargau,AG,Bezirk Rheinfelden,Stein (AG),47.5405,7.9498
4663,Aarburg,Kanton Aargau,AG,Bezirk Zofingen,Aarburg,47.3205,7.8993
4665,Oftringen,Kanton Aargau,AG,Bezirk Zofingen,Oftringen,47.3131,7.9424
4800,Zofingen,Kanton Aargau,AG,Bezirk Zofingen,Zofingen,47.2874,7.9577
4801,Zofingen Ringier AG,Kanton Aargau,AG,Bezirk Zofingen,Zofingen,47.2667,7.93
4802,Strengelbach,Kanton Aargau,AG,Bezirk Zofingen,Strengelbach,47.2831,7.9236
4803,Vordemwald,Kanton Aargau,AG,Bezirk Zofingen,Vordemwald,47.2713,7.8931
4805,Brittnau,Kanton Aargau,AG,Bezirk Zofingen,Brittnau,47.2561,7.9286
4807,Zofingen PostFinance,Kanton Aargau,AG,Bezirk Zofingen,Zofingen,47.2888,7.9633
4808,Zofingen PostFinance,Kanton Aargau,AG,Bezirk Zofingen,Zofingen,47.2888,7.9633
4809,Zofingen Postfinance UBS,Kanton Aargau,AG,Bezirk Zofingen,Zofingen,47.2888,7.9633
4812,Mühlethal,Kanton Aargau,AG,Bezirk Zofingen,Zofingen,47.2996,7.977
4813,Uerkheim,Kanton Aargau,AG,Bezirk Zofingen,Uerkheim,47.3034,8.0109
4814,Bottenwil,Kanton Aargau,AG,Bezirk Zofingen,Bottenwil,47.2833,7.9991
4852,Rothrist,Kanton Aargau,AG,Bezirk Zofingen,Rothrist,47.298,7.8857
4853,Murgenthal,Kanton Aargau,AG,Bezirk Zofingen,Murgenthal,47.2677,7.8362
4856,Glashütten,Kanton Aargau,AG,Bezirk Zofingen,Murgenthal,47.2501,7.8561
5053,Staffelbach,Kanton Aargau,AG,Bezirk Zofingen,Staffelbach,47.2818,8.0369
5054,Kirchleerau,Kanton Aargau,AG,Bezirk Zofingen,Kirchleerau,47.2768,8.0731
5056,Attelwil,Kanton Aargau,AG,Bezirk Zofingen,Attelwil,47.2629,8.0381
5057,Reitnau,Kanton Aargau,AG,Bezirk Zofingen,Reitnau,47.252,8.037
5058,Wiliberg,Kanton Aargau,AG,Bezirk Zofingen,Wiliberg,47.2663,8.0164
5742,Kölliken,Kanton Aargau,AG,Bezirk Zofingen,Kölliken,47.334,8.023
5745,Safenwil,Kanton Aargau,AG,Bezirk Zofingen,Safenwil,47.3213,7.9863
5304,Endingen,Kanton Aargau,AG,Bezirk Zurzach,Endingen,47.5273,8.2939
5305,Unterendingen,Kanton Aargau,AG,Bezirk Zurzach,Unterendingen,47.5458,8.2947
5306,Tegerfelden,Kanton Aargau,AG,Bezirk Zurzach,Tegerfelden,47.5606,8.2856
5312,Döttingen,Kanton Aargau,AG,Bezirk Zurzach,Döttingen,47.5547,8.2512
5313,Klingnau,Kanton Aargau,AG,Bezirk Zurzach,Klingnau,47.5886,8.2492
5314,Kleindöttingen,Kanton Aargau,AG,Bezirk Zurzach,Böttstein,47.5698,8.2377
5315,Böttstein,Kanton Aargau,AG,Bezirk Zurzach,Böttstein,47.553,8.218
5316,Felsenau AG,Kanton Aargau,AG,Bezirk Zurzach,Leuggern,47.6056,8.2184
5317,Hettenschwil,Kanton Aargau,AG,Bezirk Zurzach,Leuggern,47.5724,8.1926
5322,Koblenz,Kanton Aargau,AG,Bezirk Zurzach,Koblenz,47.6047,8.2425
5323,Rietheim,Kanton Aargau,AG,Bezirk Zurzach,Rietheim,47.5987,8.2718
5324,Full-Reuenthal,Kanton Aargau,AG,Bezirk Zurzach,Full-Reuenthal,47.6076,8.203
5325,Leibstadt,Kanton Aargau,AG,Bezirk Zurzach,Leibstadt,47.5871,8.1772
5330,Bad Zurzach,Kanton Aargau,AG,Bezirk Zurzach,Bad Zurzach,47.592,8.2948
5332,Rekingen AG,Kanton Aargau,AG,Bezirk Zurzach,Rekingen (AG),47.5679,8.3214
5333,Baldingen,Kanton Aargau,AG,Bezirk Zurzach,Baldingen,47.5549,8.3134
5334,Böbikon,Kanton Aargau,AG,Bezirk Zurzach,Böbikon,47.5518,8.3363
5425,Schneisingen,Kanton Aargau,AG,Bezirk Zurzach,Schneisingen,47.528,8.3666
5426,Lengnau AG,Kanton Aargau,AG,Bezirk Zurzach,Lengnau (AG),47.5265,8.3219
5462,Siglistorf,Kanton Aargau,AG,Bezirk Zurzach,Siglistorf,47.534,8.3904
5463,Wislikofen,Kanton Aargau,AG,Bezirk Zurzach,Wislikofen,47.5531,8.3672
5464,Rümikon AG,Kanton Aargau,AG,Bezirk Zurzach,Rümikon,47.5657,8.3768
5465,Mellikon,Kanton Aargau,AG,Bezirk Zurzach,Mellikon,47.5622,8.3481
5466,Kaiserstuhl AG,Kanton Aargau,AG,Bezirk Zurzach,Kaiserstuhl,47.5679,8.4198
5467,Fisibach,Kanton Aargau,AG,Bezirk Zurzach,Fisibach,47.5573,8.4051
9050,Appenzell Enggenhütten,Kanton Appenzell Innerrhoden,AI,Appenzell I.Rh.,Schlatt-Haslen,47.3496,9.3596
9054,Haslen,Kanton Appenzell Innerrhoden,AI,Appenzell I.Rh.,Schlatt-Haslen,47.3695,9.3822
9057,Schwende,Kanton Appenzell Innerrhoden,AI,Appenzell I.Rh.,Schwende,47.2965,9.4341
9058,Brülisau,Kanton Appenzell Innerrhoden,AI,Appenzell I.Rh.,Rüte,47.2724,9.456
9108,Gontenbad,Kanton Appenzell Innerrhoden,AI,Appenzell I.Rh.,Gonten,47.3255,9.3695
9413,Oberegg,Kanton Appenzell Innerrhoden,AI,Appenzell I.Rh.,Oberegg,47.4129,9.5482
9442,Büriswilen,Kanton Appenzell Innerrhoden,AI,Appenzell I.Rh.,Oberegg,47.4324,9.6018
9063,Stein AR,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Stein (AR),47.3646,9.3185
9064,Hundwil,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Hundwil,47.3646,9.3185
9100,Herisau,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Herisau,47.3786,9.2887
9101,Herisau,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Herisau,47.3861,9.2792
9102,Herisau,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Herisau,47.3861,9.2792
9103,Schwellbrunn,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Schwellbrunn,47.3465,9.1973
9104,Waldstatt,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Waldstatt,47.3563,9.2834
9105,Schönengrund,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Schönengrund,47.3258,9.2241
9107,Urnäsch,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Urnäsch,47.2773,9.3103
9112,Schachen b. Herisau,Kanton Appenzell Ausserrhoden,AR,Bezirk Hinterland,Herisau,47.3743,9.2002
9037,Speicherschwendi,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,Speicher,47.4279,9.4384
9042,Speicher,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,Speicher,47.4065,9.4412
9043,Trogen,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,Trogen,47.4,9.4667
9052,Niederteufen,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,Teufen (AR),47.3457,9.4305
9053,Teufen AR Zustellung,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,Teufen (AR),47.3457,9.4305
9055,Bühler,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,Bühler,47.3715,9.4002
9056,Gais,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,Gais,47.3462,9.4732
9062,Lustmühle,Kanton Appenzell Ausserrhoden,AR,Bezirk Mittelland,Teufen (AR),47.3646,9.3185
9035,Grub AR,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,Grub (AR),47.442,9.5063
9038,Rehetobel,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,Rehetobel,47.4167,9.4833
9044,Wald AR,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,Wald (AR),47.4,9.4583
9405,Wienacht-Tobel,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,Lutzenberg,47.4645,9.5378
9410,Heiden Zustellung,Kanton Appenzell Ausserrhoden,AR,Bezirk Vorderland,Heiden,47.4333,9.5333
