Postal Code,Place Name,State,County,City,Latitude,Longitude
3533,Zwettl,Niederösterreich,Politischer Bezirk Zwettl,Zwettl-Niederösterreich,48.6,15.15
3541,Krems an der Donau,Niederösterreich,Krems an der Donau,Krems an der Donau,48.4092,15.6141
3542,Jaidhof,Niederösterreich,Politischer Bezirk Krems an der Donau,Jaidhof,48.5333,15.4833
3543,Krumau am Kamp,Niederösterreich,Politischer Bezirk Krems an der Donau,Krumau am Kamp,48.5833,15.4333
3544,Krumau am Kamp,Niederösterreich,Politischer Bezirk Krems an der Donau,Krumau am Kamp,48.5833,15.4333
3550,Langenlois,Niederösterreich,Politischer Bezirk Krems an der Donau,Langenlois,48.4667,15.6667
3552,Lengenfeld,Niederösterreich,Politischer Bezirk Krems an der Donau,Lengenfeld,48.4667,15.5833
3553,Langenlois,Niederösterreich,Politischer Bezirk Krems an der Donau,Langenlois,48.4667,15.6667
3561,Langenlois,Niederösterreich,Politischer Bezirk Krems an der Donau,Langenlois,48.4667,15.6667
3562,Stiefern,Niederösterreich,Politischer Bezirk Krems an der Donau,Schönberg am Kamp,48.5333,15.6833
3564,Schönberg am Kamp,Niederösterreich,Politischer Bezirk Krems an der Donau,Schönberg am Kamp,48.5436,15.6924
3571,Gars am Kamp,Niederösterreich,Politischer Bezirk Horn,Gars am Kamp,48.5833,15.65
3572,Jaidhof,Niederösterreich,Politischer Bezirk Krems an der Donau,Jaidhof,48.5333,15.4833
3573,Rosenburg-Mold,Niederösterreich,Politischer Bezirk Horn,Rosenburg-Mold,48.6112,15.6268
3580,Horn,Niederösterreich,Politischer Bezirk Horn,Horn,48.6627,15.6566
3591,Altenburg,Niederösterreich,Politischer Bezirk Horn,Altenburg,48.6442,15.5809
3592,Röhrenbach,Niederösterreich,Politischer Bezirk Horn,Röhrenbach,48.6628,15.4936
3593,Röhrenbach,Niederösterreich,Politischer Bezirk Horn,Röhrenbach,48.6628,15.4936
3594,Pölla,Niederösterreich,Politischer Bezirk Zwettl,Pölla,48.628,15.3964
3595,Brunn an der Wild,Niederösterreich,Politischer Bezirk Horn,Brunn an der Wild,48.6942,15.5201
3601,Dürnstein,Niederösterreich,Politischer Bezirk Krems an der Donau,Dürnstein,48.4075,15.5198
3602,Rossatz-Arnsdorf,Niederösterreich,Politischer Bezirk Krems an der Donau,Rossatz-Arnsdorf,48.3932,15.507
3610,Weißenkirchen in der Wachau,Niederösterreich,Politischer Bezirk Krems an der Donau,Weißenkirchen in der Wachau,48.3979,15.4693
3611,Weinzierl am Walde,Niederösterreich,Politischer Bezirk Krems an der Donau,Weinzierl am Walde,48.4167,15.4333
3613,Weinzierl am Walde,Niederösterreich,Politischer Bezirk Krems an der Donau,Weinzierl am Walde,48.4167,15.4333
3620,Spitz,Niederösterreich,Politischer Bezirk Krems an der Donau,Spitz,48.3656,15.4142
3621,Rossatz-Arnsdorf,Niederösterreich,Politischer Bezirk Krems an der Donau,Rossatz-Arnsdorf,48.3594,15.4258
3622,Mühldorf,Niederösterreich,Politischer Bezirk Krems an der Donau,Mühldorf,48.3713,15.3295
3623,Kottes-Purk,Niederösterreich,Politischer Bezirk Zwettl,Kottes-Purk,48.445,15.2733
3631,Ottenschlag,Niederösterreich,Politischer Bezirk Zwettl,Ottenschlag,48.4281,15.2007
3632,Schönbach,Niederösterreich,Politischer Bezirk Zwettl,Schönbach,48.4578,15.0508
3633,Schönbach,Niederösterreich,Politischer Bezirk Zwettl,Schönbach,48.4578,15.0508
3641,Aggsbach,Niederösterreich,Politischer Bezirk Krems an der Donau,Aggsbach,48.294,15.4038
3642,Bergern i.Dunkelsteinerwald,Niederösterreich,Politischer Bezirk Krems an der Donau,Bergern im Dunkelsteinerwald,48.3453,15.5095
3643,Maria Laach am Jauerling,Niederösterreich,Politischer Bezirk Krems an der Donau,Maria Laach am Jauerling,48.3,15.3333
3644,Emmersdorf an der Donau,Niederösterreich,Politischer Bezirk Melk,Emmersdorf an der Donau,48.2414,15.3372
3650,Raxendorf,Niederösterreich,Politischer Bezirk Melk,Raxendorf,48.3333,15.2667
3652,Klein-Pöchlarn,Niederösterreich,Politischer Bezirk Melk,Klein-Pöchlarn,48.2167,15.2167
3653,Weiten,Niederösterreich,Politischer Bezirk Melk,Weiten,48.2833,15.25
3654,Raxendorf,Niederösterreich,Politischer Bezirk Melk,Raxendorf,48.3333,15.2667
3660,Klein-Pöchlarn,Niederösterreich,Politischer Bezirk Melk,Klein-Pöchlarn,48.2167,15.2167
3661,Artstetten-Pöbring,Niederösterreich,Politischer Bezirk Melk,Artstetten-Pöbring,48.2292,15.1082
3662,Münichreith-Laimbach,Niederösterreich,Politischer Bezirk Melk,Münichreith-Laimbach,48.1881,15.2667
3663,Pöggstall,Niederösterreich,Politischer Bezirk Melk,Pöggstall,48.3167,15.1833
3664,Martinsberg,Niederösterreich,Politischer Bezirk Zwettl,Martinsberg,48.3667,15.15
3665,Gutenbrunn,Niederösterreich,Politischer Bezirk Zwettl,Gutenbrunn,48.3653,15.095
3671,Marbach an der Donau,Niederösterreich,Politischer Bezirk Melk,Marbach an der Donau,48.2167,15.15
3672,Marbach an der Donau,Niederösterreich,Politischer Bezirk Melk,Marbach an der Donau,48.2167,15.15
3680,Persenbeug-Gottsdorf,Niederösterreich,Politischer Bezirk Melk,Persenbeug-Gottsdorf,48.2458,15.1451
3683,Yspertal,Niederösterreich,Politischer Bezirk Melk,Yspertal,48.3111,15.061
3684,St. Oswald,Niederösterreich,Politischer Bezirk Melk,St. Oswald,48.2691,15.0197
3691,Nöchling,Niederösterreich,Politischer Bezirk Melk,Nöchling,48.2243,14.9812
3701,Heldenberg,Niederösterreich,Politischer Bezirk Hollabrunn,Heldenberg,48.3136,15.9682
3702,Oberrußbach,Niederösterreich,Politischer Bezirk Korneuburg,Rußbach,48.4667,16.05
3704,Heldenberg,Niederösterreich,Politischer Bezirk Hollabrunn,Heldenberg,48.5,15.9333
3710,Ziersdorf,Niederösterreich,Politischer Bezirk Hollabrunn,Ziersdorf,48.5167,15.9167
3711,Ziersdorf,Niederösterreich,Politischer Bezirk Hollabrunn,Ziersdorf,48.5167,15.9167
3712,Maissau,Niederösterreich,Politischer Bezirk Hollabrunn,Maissau,48.5667,15.8167
3713,Maissau,Niederösterreich,Politischer Bezirk Hollabrunn,Maissau,48.5667,15.8167
3714,Sitzendorf an der Schmida,Niederösterreich,Politischer Bezirk Hollabrunn,Sitzendorf an der Schmida,48.5833,15.9333
3720,Ravelsbach,Niederösterreich,Politischer Bezirk Hollabrunn,Ravelsbach,48.55,15.85
3721,Sitzendorf an der Schmida,Niederösterreich,Politischer Bezirk Hollabrunn,Sitzendorf an der Schmida,48.5833,15.9333
3722,Straning-Grafenberg,Niederösterreich,Politischer Bezirk Horn,Straning-Grafenberg,48.6083,15.85
3730,Burgschleinitz-Kühnring,Niederösterreich,Politischer Bezirk Horn,Burgschleinitz-Kühnring,48.6008,15.7145
3741,Pulkau,Niederösterreich,Politischer Bezirk Hollabrunn,Pulkau,48.7048,15.8603
3742,Pulkau,Niederösterreich,Politischer Bezirk Hollabrunn,Pulkau,48.7048,15.8603
3743,Röschitz,Niederösterreich,Politischer Bezirk Horn,Röschitz,48.6431,15.8177
3744,Rosenburg-Mold,Niederösterreich,Politischer Bezirk Horn,Rosenburg-Mold,48.6572,15.7347
3751,Rodingersdorf,Niederösterreich,Politischer Bezirk Horn,Sigmundsherberg,48.6872,15.7213
3752,Geras,Niederösterreich,Politischer Bezirk Horn,Geras,48.7973,15.6727
3753,Pernegg,Niederösterreich,Politischer Bezirk Horn,Pernegg,48.7347,15.6352
3754,Irnfritz-Messern,Niederösterreich,Politischer Bezirk Horn,Irnfritz-Messern,48.7447,15.5384
3761,St. Bernhard-Frauenhofen,Niederösterreich,Politischer Bezirk Horn,St. Bernhard-Frauenhofen,48.6565,15.5182
3762,Ludweis-Aigen,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Ludweis-Aigen,48.7719,15.4273
3763,Japons,Niederösterreich,Politischer Bezirk Horn,Japons,48.7925,15.5683
3800,Göpfritz an der Wild,Niederösterreich,Politischer Bezirk Zwettl,Göpfritz an der Wild,48.7167,15.4
3804,Echsenbach,Niederösterreich,Politischer Bezirk Zwettl,Echsenbach,48.7167,15.2167
3811,Göpfritz an der Wild,Niederösterreich,Politischer Bezirk Zwettl,Göpfritz an der Wild,48.7167,15.4
3812,Groß-Siegharts,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Groß-Siegharts,48.7833,15.4
3813,Dietmanns,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Dietmanns,48.7833,15.3833
3814,Ludweis-Aigen,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Ludweis-Aigen,48.7767,15.4811
3820,Raabs an der Thaya,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Raabs an der Thaya,48.85,15.5
3822,Karlstein an der Thaya,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Karlstein an der Thaya,48.7354,15.3754
3823,Raabs an der Thaya,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Raabs an der Thaya,48.85,15.5
3824,Raabs an der Thaya,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Raabs an der Thaya,48.85,15.5
3830,Waidhofen an der Thaya,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Waidhofen an der Thaya,48.8167,15.2833
3834,Heidenreichstein,Niederösterreich,Politischer Bezirk Gmünd,Heidenreichstein,48.8667,15.1167
3841,Windigsteig,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Windigsteig,48.7667,15.2833
3842,Gastern,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Gastern,48.8945,15.2203
3843,Dobersberg,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Dobersberg,48.7554,15.374
3844,Dobersberg,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Dobersberg,48.7865,15.2383
3851,Dobersberg,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Dobersberg,48.9285,15.3103
3852,Kautzen,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Kautzen,48.9167,15.2333
3860,Eggern,Niederösterreich,Politischer Bezirk Gmünd,Eggern,48.9083,15.1488
3861,Eggern,Niederösterreich,Politischer Bezirk Gmünd,Eggern,48.9083,15.1488
3862,Eisgarn,Niederösterreich,Politischer Bezirk Gmünd,Eisgarn,48.9,15.1
3863,Reingers,Niederösterreich,Politischer Bezirk Gmünd,Reingers,48.9667,15.1333
3871,Gmünd,Niederösterreich,Politischer Bezirk Gmünd,Gmünd,48.7833,14.989
3872,Amaliendorf-Aalfang,Niederösterreich,Politischer Bezirk Gmünd,Amaliendorf-Aalfang,48.8419,15.0788
3873,Litschau,Niederösterreich,Politischer Bezirk Gmünd,Litschau,48.9333,15.05
3874,Reingers,Niederösterreich,Politischer Bezirk Gmünd,Reingers,48.9667,15.1333
3900,Windigsteig,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Windigsteig,48.7667,15.2833
3902,Vitis,Niederösterreich,Politischer Bezirk Waidhofen an der Thaya,Vitis,48.7596,15.1826
3903,Echsenbach,Niederösterreich,Politischer Bezirk Zwettl,Echsenbach,48.7167,15.2167
3910,Großgöttfritz,Niederösterreich,Politischer Bezirk Zwettl,Großgöttfritz,48.5333,15.1833
3911,Zwettl,Niederösterreich,Politischer Bezirk Zwettl,Zwettl-Niederösterreich,48.6,15.15
3912,Grafenschlag,Niederösterreich,Politischer Bezirk Zwettl,Grafenschlag,48.4932,15.1604
3913,Großgöttfritz,Niederösterreich,Politischer Bezirk Zwettl,Großgöttfritz,48.5333,15.1833
3914,Sallingberg,Niederösterreich,Politischer Bezirk Zwettl,Sallingberg,48.4667,15.2333
3920,Groß Gerungs,Niederösterreich,Politischer Bezirk Zwettl,Groß Gerungs,48.5742,14.9579
3921,Groß Gerungs,Niederösterreich,Politischer Bezirk Zwettl,Groß Gerungs,48.5742,14.9579
3922,Großschönau,Niederösterreich,Politischer Bezirk Gmünd,Großschönau,48.65,14.9333
3923,Großschönau,Niederösterreich,Politischer Bezirk Gmünd,Großschönau,48.65,14.9333
3924,Zwettl,Niederösterreich,Politischer Bezirk Zwettl,Zwettl-Niederösterreich,48.6,15.15
3925,Altmelon,Niederösterreich,Politischer Bezirk Zwettl,Altmelon,48.45,14.9667
3931,Schweiggers,Niederösterreich,Politischer Bezirk Zwettl,Schweiggers,48.6667,15.0667
3932,Kirchberg am Walde,Niederösterreich,Politischer Bezirk Gmünd,Kirchberg am Walde,48.7207,15.0957
3942,Hirschbach,Niederösterreich,Politischer Bezirk Gmünd,Hirschbach,48.7467,15.1191
3943,Schrems,Niederösterreich,Politischer Bezirk Gmünd,Schrems,48.7833,15.0667
3944,Schrems,Niederösterreich,Politischer Bezirk Gmünd,Schrems,48.7833,15.0667
3945,Hoheneich,Niederösterreich,Politischer Bezirk Gmünd,Hoheneich,48.7667,15.0167
3950,Gmünd,Niederösterreich,Politischer Bezirk Gmünd,Gmünd,48.7833,14.989
3961,Waldenstein,Niederösterreich,Politischer Bezirk Gmünd,Waldenstein,48.7257,15.0183
3962,Unserfrau-Altweitra,Niederösterreich,Politischer Bezirk Gmünd,Unserfrau-Altweitra,48.76,14.8567
3970,Weitra,Niederösterreich,Politischer Bezirk Gmünd,Weitra,48.7,14.8833
3971,St. Martin,Niederösterreich,Politischer Bezirk Gmünd,St. Martin,48.663,14.808
3972,Bad Großpertholz,Niederösterreich,Politischer Bezirk Gmünd,Bad Großpertholz,48.5307,14.7645
3973,Bad Großpertholz,Niederösterreich,Politischer Bezirk Gmünd,Bad Großpertholz,48.525,14.9667
4020,Linz,Oberösterreich,Linz Stadt,Linz,48.3064,14.2861
4030,Linz,Oberösterreich,Linz Stadt,Linz,48.3064,14.2861
4040,Linz,Oberösterreich,Linz Stadt,Linz,48.3064,14.2861
4048,Puchenau,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Puchenau,48.3121,14.2361
4050,Traun,Oberösterreich,Politischer Bezirk Linz Land,Traun,48.2266,14.2346
4052,Ansfelden,Oberösterreich,Politischer Bezirk Linz Land,Ansfelden,48.2097,14.29
4053,Neuhofen an der Krems,Oberösterreich,Politischer Bezirk Linz Land,Neuhofen an der Krems,48.1387,14.2276
4055,Pucking,Oberösterreich,Politischer Bezirk Linz Land,Pucking,48.1889,14.1882
4060,Leonding,Oberösterreich,Politischer Bezirk Linz Land,Leonding,48.2797,14.2533
4061,Pasching,Oberösterreich,Politischer Bezirk Linz Land,Pasching,48.2593,14.2037
4062,Kirchberg-Thening,Oberösterreich,Politischer Bezirk Linz Land,Kirchberg-Thening,48.0798,14.1745
4063,Traun,Oberösterreich,Politischer Bezirk Linz Land,Traun,48.2266,14.2346
4064,Oftering,Oberösterreich,Politischer Bezirk Linz Land,Oftering,48.234,14.1357
4070,Hartkirchen,Oberösterreich,Politischer Bezirk Eferding,Hartkirchen,48.3635,14.0042
4072,Bergham,Oberösterreich,Politischer Bezirk Eferding,Alkoven,48.2941,14.1263
4073,Wilhering,Oberösterreich,Politischer Bezirk Linz Land,Wilhering,48.3233,14.188
4074,Stroheim,Oberösterreich,Politischer Bezirk Eferding,Stroheim,48.3376,13.9571
4075,Scharten,Oberösterreich,Politischer Bezirk Eferding,Scharten,48.2514,14.0354
4076,St.Marienkirchen/Polsenz,Oberösterreich,Politischer Bezirk Eferding,Sankt Marienkirchen an der Polsenz,48.2657,13.9313
4081,Pupping,Oberösterreich,Politischer Bezirk Eferding,Pupping,48.3386,13.9999
4082,Aschach an der Donau,Oberösterreich,Politischer Bezirk Eferding,Aschach an der Donau,48.3646,14.0204
4083,Haibach ob der Donau,Oberösterreich,Politischer Bezirk Eferding,Haibach ob der Donau,48.4102,13.9162
4084,Eschenau im Hausruckkreis,Oberösterreich,Politischer Bezirk Grieskirchen,Eschenau im Hausruckkreis,48.3895,13.8209
4085,Eschenau im Hausruckkreis,Oberösterreich,Politischer Bezirk Grieskirchen,Eschenau im Hausruckkreis,48.3895,13.8209
4090,Engelhartszell,Oberösterreich,Politischer Bezirk Schärding,Engelhartszell,48.5063,13.7321
4091,Sankt Roman,Oberösterreich,Politischer Bezirk Schärding,Sankt Roman,48.4818,13.6106
4092,Esternberg,Oberösterreich,Politischer Bezirk Schärding,Esternberg,48.5433,13.5708
4100,Ottensheim,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Ottensheim,48.3325,14.1743
4101,Feldkirchen an der Donau,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Feldkirchen an der Donau,48.35,14.05
4102,Goldwörth,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Goldwörth,48.3333,14.1
4111,Walding,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Walding,48.35,14.1667
4112,Sankt Gotthard im Mühlkreis,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Sankt Gotthard im Mühlkreis,48.3667,14.1333
4113,Sankt Martin im Mühlkreis,Oberösterreich,Politischer Bezirk Rohrbach,Sankt Martin im Mühlkreis,48.4155,14.0382
4114,Kirchberg ob der Donau,Oberösterreich,Politischer Bezirk Rohrbach,Kirchberg ob der Donau,48.4444,13.938
4115,Kleinzell im Mühlkreis,Oberösterreich,Politischer Bezirk Rohrbach,Kleinzell im Mühlkreis,48.4558,13.9919
4120,Niederwaldkirchen,Oberösterreich,Politischer Bezirk Rohrbach,Niederwaldkirchen,48.4504,14.0855
4121,Altenfelden,Oberösterreich,Politischer Bezirk Rohrbach,Altenfelden,48.4856,13.9698
4122,Arnreit,Oberösterreich,Politischer Bezirk Rohrbach,Arnreit,48.5251,13.9949
4131,Kirchberg ob der Donau,Oberösterreich,Politischer Bezirk Rohrbach,Kirchberg ob der Donau,48.4444,13.938
4132,Niederkappel,Oberösterreich,Politischer Bezirk Rohrbach,Niederkappel,48.4653,13.8809
4133,Hofkirchen im Mühlkreis,Oberösterreich,Politischer Bezirk Rohrbach,Hofkirchen im Mühlkreis,48.4834,13.8096
4134,Atzesberg,Oberösterreich,Politischer Bezirk Rohrbach,Atzesberg,48.4702,13.9586
4141,Putzleinsdorf,Oberösterreich,Politischer Bezirk Rohrbach,Putzleinsdorf,48.5159,13.8732
4142,Hofkirchen im Mühlkreis,Oberösterreich,Politischer Bezirk Rohrbach,Hofkirchen im Mühlkreis,48.4834,13.8096
4143,Neustift im Mühlkreis,Oberösterreich,Politischer Bezirk Rohrbach,Neustift im Mühlkreis,48.5288,13.7564
4144,Oberkappel,Oberösterreich,Politischer Bezirk Rohrbach,Oberkappel,48.5528,13.7707
4150,Rohrbach in Oberösterreich,Oberösterreich,Politischer Bezirk Rohrbach,Rohrbach in Oberösterreich,48.5727,13.9883
4151,Marbach,Oberösterreich,Politischer Bezirk Rohrbach,Oepping,48.6031,13.9453
4152,Oberkappel,Oberösterreich,Politischer Bezirk Rohrbach,Oberkappel,48.5528,13.7707
4153,Julbach,Oberösterreich,Politischer Bezirk Rohrbach,Julbach,48.6609,13.8652
4154,Julbach,Oberösterreich,Politischer Bezirk Rohrbach,Julbach,48.6609,13.8652
4160,Schlägl,Oberösterreich,Politischer Bezirk Rohrbach,Schlägl,48.6367,13.9656
4161,Schwarzenberg am Böhmerwald,Oberösterreich,Politischer Bezirk Rohrbach,Schwarzenberg am Böhmerwald,48.7375,13.8343
4162,Ulrichsberg,Oberösterreich,Politischer Bezirk Rohrbach,Ulrichsberg,48.675,13.9105
4163,Klaffer am Hochficht,Oberösterreich,Politischer Bezirk Rohrbach,Klaffer am Hochficht,48.6954,13.8813
4164,Klaffer am Hochficht,Oberösterreich,Politischer Bezirk Rohrbach,Klaffer am Hochficht,48.6954,13.8813
4170,Auberg,Oberösterreich,Politischer Bezirk Rohrbach,Auberg,48.5447,14.0527
4171,Sankt Stefan am Walde,Oberösterreich,Politischer Bezirk Rohrbach,Sankt Stefan am Walde,48.5675,14.1024
4172,Niederwaldkirchen,Oberösterreich,Politischer Bezirk Rohrbach,Niederwaldkirchen,48.4504,14.0855
4173,Sankt Veit im Mühlkreis,Oberösterreich,Politischer Bezirk Rohrbach,Sankt Veit im Mühlkreis,48.4681,14.1635
4174,Niederwaldkirchen,Oberösterreich,Politischer Bezirk Rohrbach,Niederwaldkirchen,48.4504,14.0855
4175,Sankt Veit im Mühlkreis,Oberösterreich,Politischer Bezirk Rohrbach,Sankt Veit im Mühlkreis,48.4681,14.1635
4180,Sonnberg im Mühlkreis,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Sonnberg im Mühlkreis,48.4588,14.2993
4181,Herzogsdorf,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Herzogsdorf,48.4223,14.1376
4182,Ahorn,Oberösterreich,Politischer Bezirk Rohrbach,Ahorn,48.5235,14.1739
4183,Ahorn,Oberösterreich,Politischer Bezirk Rohrbach,Ahorn,48.5235,14.1739
4184,Helfenberg,Oberösterreich,Politischer Bezirk Rohrbach,Helfenberg,48.5443,14.1422
4190,Vorderweißenbach,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Vorderweißenbach,48.5521,14.2179
4191,Schönegg,Oberösterreich,Politischer Bezirk Rohrbach,Schönegg,48.5804,14.1883
4192,Hirschbach im Mühlkreis,Oberösterreich,Politischer Bezirk Freistadt,Hirschbach im Mühlkreis,48.489,14.412
4193,Waldburg,Oberösterreich,Politischer Bezirk Freistadt,Waldburg,48.5085,14.4398
4201,Lichtenberg,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Lichtenberg,48.365,14.26
4202,Kirchschlag bei Linz,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Kirchschlag bei Linz,48.4,14.2667
4203,Altenberg bei Linz,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Altenberg bei Linz,48.3719,14.3476
4204,Haibach im Mühlkreis,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Haibach im Mühlkreis,48.45,14.35
4209,Altenberg bei Linz,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Altenberg bei Linz,48.3719,14.3476
4210,Unterweitersdorf,Oberösterreich,Politischer Bezirk Freistadt,Unterweitersdorf,48.3674,14.4678
4211,Neumarkt im Mühlkreis,Oberösterreich,Politischer Bezirk Freistadt,Neumarkt im Mühlkreis,48.4282,14.4844
4212,Kefermarkt,Oberösterreich,Politischer Bezirk Freistadt,Kefermarkt,48.4426,14.5388
4221,Steyregg,Oberösterreich,Politischer Bezirk Urfahr Umgebung,Steyregg,48.2851,14.3699
4222,Langenstein,Oberösterreich,Politischer Bezirk Perg,Langenstein,48.252,14.4765
4223,Wartberg ob der Aist,Oberösterreich,Politischer Bezirk Freistadt,Wartberg ob der Aist,48.3479,14.508
4224,Wartberg ob der Aist,Oberösterreich,Politischer Bezirk Freistadt,Wartberg ob der Aist,48.3479,14.508
4225,Luftenberg an der Donau,Oberösterreich,Politischer Bezirk Perg,Luftenberg an der Donau,48.2746,14.413
4230,Pregarten,Oberösterreich,Politischer Bezirk Freistadt,Pregarten,48.3549,14.5322
4231,Wartberg ob der Aist,Oberösterreich,Politischer Bezirk Freistadt,Wartberg ob der Aist,48.3479,14.508
4232,Hagenberg im Mühlkreis,Oberösterreich,Politischer Bezirk Freistadt,Hagenberg im Mühlkreis,48.3679,14.5169
4240,Am Berg,Oberösterreich,Politischer Bezirk Freistadt,Lasberg,48.471,14.5407
4242,Hirschbach im Mühlkreis,Oberösterreich,Politischer Bezirk Freistadt,Hirschbach im Mühlkreis,48.489,14.412
4251,Sandl,Oberösterreich,Politischer Bezirk Freistadt,Sandl,48.5609,14.6422
4252,Liebenau,Oberösterreich,Politischer Bezirk Freistadt,Liebenau,48.5313,14.8039
4261,Rainbach im Mühlkreis,Oberösterreich,Politischer Bezirk Freistadt,Rainbach im Mühlkreis,48.5576,14.4745
4262,Leopoldschlag,Oberösterreich,Politischer Bezirk Freistadt,Leopoldschlag,48.6157,14.5038
4263,Windhaag bei Freistadt,Oberösterreich,Politischer Bezirk Freistadt,Windhaag bei Freistadt,48.5877,14.5619
4264,Grünbach,Oberösterreich,Politischer Bezirk Freistadt,Grünbach,48.5381,14.5346
4271,Lasberg,Oberösterreich,Politischer Bezirk Freistadt,Lasberg,48.4712,14.5402
4272,Weitersfelden,Oberösterreich,Politischer Bezirk Freistadt,Weitersfelden,48.4773,14.7255
4273,Kaltenberg,Oberösterreich,Politischer Bezirk Freistadt,Kaltenberg,48.4503,14.7758
4274,Schönau im Mühlkreis,Oberösterreich,Politischer Bezirk Freistadt,Schönau im Mühlkreis,48.3946,14.7302
4280,Königswiesen,Oberösterreich,Politischer Bezirk Freistadt,Königswiesen,48.4045,14.8382
4281,Königswiesen,Oberösterreich,Politischer Bezirk Freistadt,Königswiesen,48.4045,14.8382
4282,Königswiesen,Oberösterreich,Politischer Bezirk Freistadt,Königswiesen,48.4045,14.8382
4283,Bad Zell,Oberösterreich,Politischer Bezirk Freistadt,Bad Zell,48.3491,14.6695
4284,Tragwein,Oberösterreich,Politischer Bezirk Freistadt,Tragwein,48.3331,14.6224
4291,Kefermarkt,Oberösterreich,Politischer Bezirk Freistadt,Kefermarkt,48.4426,14.5388
4292,Pregarten,Oberösterreich,Politischer Bezirk Freistadt,Pregarten,48.3549,14.5322
4293,St.Leonhard bei Freistadt,Oberösterreich,Politischer Bezirk Freistadt,Sankt Leonhard bei Freistadt,48.4441,14.6782
4294,Gutau,Oberösterreich,Politischer Bezirk Freistadt,Gutau,48.4172,14.6128
4300,Ernsthofen,Niederösterreich,Politischer Bezirk Amstetten,Ernsthofen,48.1291,14.4806
4303,St. Pantaleon-Erla,Niederösterreich,Politischer Bezirk Amstetten,St. Pantaleon-Erla,48.1698,14.4964
4310,Langenstein,Oberösterreich,Politischer Bezirk Perg,Langenstein,48.252,14.4765
4311,Tragwein,Oberösterreich,Politischer Bezirk Freistadt,Tragwein,48.3331,14.6224
4312,Katsdorf,Oberösterreich,Politischer Bezirk Perg,Katsdorf,48.318,14.4728
4320,Naarn im Machlande,Oberösterreich,Politischer Bezirk Perg,Naarn im Machlande,48.2255,14.6084
4322,Windhaag bei Perg,Oberösterreich,Politischer Bezirk Perg,Windhaag bei Perg,48.2858,14.6809
4323,Bad Kreuzen,Oberösterreich,Politischer Bezirk Perg,Bad Kreuzen,48.2674,14.8065
4324,Rechberg,Oberösterreich,Politischer Bezirk Perg,Rechberg,48.3222,14.7117
4331,Naarn im Machlande,Oberösterreich,Politischer Bezirk Perg,Naarn im Machlande,48.2255,14.6084
4332,Naarn im Machlande,Oberösterreich,Politischer Bezirk Perg,Naarn im Machlande,48.2255,14.6084
4341,Arbing,Oberösterreich,Politischer Bezirk Perg,Arbing,48.2291,14.703
4342,Arbing,Oberösterreich,Politischer Bezirk Perg,Arbing,48.2291,14.703
4343,Mitterkirchen im Machland,Oberösterreich,Politischer Bezirk Perg,Mitterkirchen im Machland,48.1879,14.6959
4351,Baumgartenberg,Oberösterreich,Politischer Bezirk Perg,Baumgartenberg,48.2087,14.7437
4352,Saxen,Oberösterreich,Politischer Bezirk Perg,Saxen,48.2083,14.7905
4360,Waldhausen im Strudengau,Oberösterreich,Politischer Bezirk Perg,Waldhausen im Strudengau,48.2738,14.9475
4362,Bad Kreuzen,Oberösterreich,Politischer Bezirk Perg,Bad Kreuzen,48.2674,14.8065
4363,Pabneukirchen,Oberösterreich,Politischer Bezirk Perg,Pabneukirchen,48.3237,14.8175
4364,Sankt Thomas am Blasenstein,Oberösterreich,Politischer Bezirk Perg,Sankt Thomas am Blasenstein,48.317,14.7642
4371,Dimbach,Oberösterreich,Politischer Bezirk Perg,Dimbach,48.3061,14.908
4372,Altmelon,Niederösterreich,Politischer Bezirk Zwettl,Altmelon,48.45,14.9667
