Postal Code,Place Name,State,State Abbreviation,County,Latitude,Longitude
2905,Bonython,Australian Capital Territory,ACT,CANBERRA,-35.4324,149.1099
2906,Conder,Australian Capital Territory,ACT,CANBERRA,-35.4608,149.0957
2911,Mitchell,Australian Capital Territory,ACT,CANBERRA,-35.2187,149.1365
2912,Gungahlin,Australian Capital Territory,ACT,CANBERRA,-35.1728,149.1402
2913,Palmerston,Australian Capital Territory,ACT,CANBERRA,-35.1922,149.112
2914,Amaroo,Australian Capital Territory,ACT,CANBERRA,-35.1739,149.1272
1215,Australia Square,New South Wales,NSW,SYDNEY STREETS,,
1220,Grosvenor Place,New South Wales,NSW,SYDNEY STREETS,,
1225,Royal Exchange,New South Wales,NSW,SYDNEY STREETS,,
1230,Queen Victoria Building,New South Wales,NSW,SYDNEY STREETS,,
1235,Sydney South,New South Wales,NSW,SYDNEY STREETS,,
1240,Haymarket,New South Wales,NSW,SYDNEY STREETS,,
1300,Darlinghurst,New South Wales,NSW,SYDNEY STREETS,-33.8667,151.225
1335,Potts Point,New South Wales,NSW,SYDNEY STREETS,-33.8667,151.225
1340,Kings Cross,New South Wales,NSW,SYDNEY STREETS,-33.8667,151.225
1350,Woollahra,New South Wales,NSW,BONDI,-33.8667,151.225
1355,Bondi Junction,New South Wales,NSW,BONDI,-33.8667,151.225
1360,Double Bay,New South Wales,NSW,BONDI,-33.8667,151.225
1363,Moore Park,New South Wales,NSW,BONDI,-33.8667,151.225
1435,Alexandria,New South Wales,NSW,BONDI,-33.9604,151.1554
1445,Rosebery,New South Wales,NSW,BONDI,-33.9167,151.2
1450,Camperdown,New South Wales,NSW,LEICHHARDT,-33.9667,151.2
1455,Botany,New South Wales,NSW,BONDI,-33.9667,151.2
1460,Mascot,New South Wales,NSW,BONDI,-33.9333,151.2
1465,Kensington,New South Wales,NSW,BONDI,-33.9167,151.2167
1466,Unsw Sydney,New South Wales,NSW,BONDI,-33.925,151.2083
1470,Drummoyne,New South Wales,NSW,LEICHHARDT,-33.8536,151.1542
1475,Marrickville,New South Wales,NSW,LEICHHARDT,-33.9167,151.1667
1480,Kingsgrove,New South Wales,NSW,ST GEORGE,-33.9833,151.1167
1481,Hurstville Bc,New South Wales,NSW,ST GEORGE,-33.9833,151.1167
1485,Kogarah,New South Wales,NSW,ST GEORGE,-33.9833,151.1167
1490,Miranda,New South Wales,NSW,ILLAWARRA,-34.0333,151.1
1495,Caringbah,New South Wales,NSW,ILLAWARRA,-34.05,151.1333
1499,Sutherland,New South Wales,NSW,ILLAWARRA,-34.0333,151.0667
1515,West Chatswood,New South Wales,NSW,CHATSWOOD,-33.8205,151.1839
1560,Northbridge,New South Wales,NSW,CHATSWOOD,-33.8205,151.1839
1565,Milsons Point,New South Wales,NSW,CHATSWOOD,-33.8205,151.1839
1570,Artarmon,New South Wales,NSW,CHATSWOOD,-33.8167,151.1833
1585,Crows Nest,New South Wales,NSW,CHATSWOOD,-33.8281,151.2017
1590,St Leonards,New South Wales,NSW,CHATSWOOD,-33.8167,151.1667
1595,Lane Cove,New South Wales,NSW,CHATSWOOD,-33.8167,151.1667
1630,Hornsby,New South Wales,NSW,GOSFORD,-33.7,151.1
1635,Hornsby Westfield,New South Wales,NSW,GOSFORD,-33.7,151.1
1639,Frenchs Forest,New South Wales,NSW,WARRINGAH,-33.7,151.1
1640,Frenchs Forest,New South Wales,NSW,WARRINGAH,-33.7633,151.1833
1655,Manly,New South Wales,NSW,WARRINGAH,-33.8,151.2833
1660,Mona Vale,New South Wales,NSW,WARRINGAH,-33.6667,151.3
1670,North Ryde Bc,New South Wales,NSW,GOSFORD,-33.8333,151.1333
1675,Gladesville,New South Wales,NSW,CHATSWOOD,-33.8333,151.1333
1680,Ryde,New South Wales,NSW,GOSFORD,-33.8167,151.1
1685,West Ryde,New South Wales,NSW,GOSFORD,-33.8167,151.1
1700,Ermington,New South Wales,NSW,PARRAMATTA,-33.7567,151.0167
1701,Rydalmere Bc,New South Wales,NSW,PARRAMATTA,-33.7567,151.0167
1710,Epping,New South Wales,NSW,GOSFORD,-33.7833,151.0833
1715,Pennant Hills,New South Wales,NSW,GOSFORD,-33.7333,151.0667
1730,Seven Hills,New South Wales,NSW,RICHMOND,-33.7833,150.9333
1750,North Parramatta,New South Wales,NSW,PARRAMATTA,-33.75,151
1755,Baulkham Hills,New South Wales,NSW,RICHMOND,-33.75,151
1765,Castle Hill,New South Wales,NSW,RICHMOND,-33.7333,151
1790,St Marys,New South Wales,NSW,PENRITH,-33.7567,151.0167
1800,Ashfield,New South Wales,NSW,ST GEORGE,-33.8833,151.1167
1805,Burwood,New South Wales,NSW,PARRAMATTA,-33.8833,151.1
1811,Silverwater,New South Wales,NSW,PARRAMATTA,-33.8958,151.0083
1825,Lidcombe,New South Wales,NSW,PARRAMATTA,-33.8667,151.0333
1835,Auburn,New South Wales,NSW,BANKSTOWN,-33.85,151.0333
1851,Wetherill Park Dc,New South Wales,NSW,BANKSTOWN,-33.8958,151.0083
1860,Fairfield,New South Wales,NSW,BANKSTOWN,-33.8667,150.95
1871,Liverpool,New South Wales,NSW,CAMPBELLTOWN,-33.9,150.9333
1875,Moorebank,New South Wales,NSW,CAMPBELLTOWN,-33.9,150.9333
1885,Bankstown,New South Wales,NSW,BANKSTOWN,-33.9167,151.0333
1890,Ingleburn,New South Wales,NSW,CAMPBELLTOWN,-34,150.8667
1891,Milperra,New South Wales,NSW,BANKSTOWN,-34,150.8667
2000,The Rocks,New South Wales,NSW,SYDNEY STREETS,-33.8666,151.2082
2001,Sydney,New South Wales,NSW,SYDNEY BOXES,-33.8833,151.2167
2004,Eastern Suburbs Mc,New South Wales,NSW,SYDNEY BOXES,-33.8787,151.206
2006,The University Of Sydney,New South Wales,NSW,SYDNEY STREETS,-33.8876,151.1869
2007,Broadway,New South Wales,NSW,SYDNEY STREETS,-33.8801,151.198
2008,Darlington,New South Wales,NSW,SYDNEY STREETS,-33.8885,151.1977
2009,Pyrmont,New South Wales,NSW,SYDNEY STREETS,-33.8694,151.1939
2010,Darlinghurst,New South Wales,NSW,SYDNEY STREETS,-33.8821,151.2151
2011,Elizabeth Bay,New South Wales,NSW,SYDNEY STREETS,-33.8702,151.222
2012,Strawberry Hills,New South Wales,NSW,BONDI,-33.9032,150.9677
2015,Beaconsfield,New South Wales,NSW,BONDI,-33.9105,151.1923
2016,Redfern,New South Wales,NSW,BONDI,-33.8931,151.2064
2017,Waterloo,New South Wales,NSW,BONDI,-33.9031,151.2078
2018,Rosebery,New South Wales,NSW,BONDI,-33.9167,151.2
2019,Botany,New South Wales,NSW,BONDI,-33.9667,151.2
2020,Sydney Domestic Airport,New South Wales,NSW,BONDI,-33.939,151.1862
2021,Paddington,New South Wales,NSW,BONDI,-33.8853,151.23
2022,Queens Park,New South Wales,NSW,BONDI,-33.8939,151.2498
2023,Bellevue Hill,New South Wales,NSW,BONDI,-33.8794,151.2506
2024,Waverley,New South Wales,NSW,BONDI,-33.9,151.2667
2025,Woollahra,New South Wales,NSW,BONDI,-33.8868,151.2437
2026,Bondi,New South Wales,NSW,BONDI,-33.8917,151.2667
2027,Darling Point,New South Wales,NSW,BONDI,-33.8708,151.2389
2028,Double Bay,New South Wales,NSW,BONDI,-33.8772,151.2457
2029,Rose Bay,New South Wales,NSW,BONDI,-33.8747,151.2633
2030,Watsons Bay,New South Wales,NSW,BONDI,-33.85,151.2833
2031,Clovelly West,New South Wales,NSW,BONDI,-33.9111,151.2416
2032,Kingsford,New South Wales,NSW,BONDI,-33.9264,151.2298
2033,Kensington,New South Wales,NSW,BONDI,-33.9167,151.2167
2034,Coogee,New South Wales,NSW,BONDI,-33.9167,151.2667
2035,Maroubra,New South Wales,NSW,BONDI,-33.95,151.2333
2036,Chifley,New South Wales,NSW,BONDI,-33.9715,151.2393
2037,Glebe,New South Wales,NSW,LEICHHARDT,-33.8794,151.1864
2038,Annandale,New South Wales,NSW,LEICHHARDT,-33.8833,151.1667
2039,Rozelle,New South Wales,NSW,LEICHHARDT,-33.865,151.1728
2040,Leichhardt,New South Wales,NSW,LEICHHARDT,-33.8833,151.15
2041,Birchgrove,New South Wales,NSW,LEICHHARDT,-33.8564,151.182
2042,Enmore,New South Wales,NSW,LEICHHARDT,-33.8988,151.1781
2043,Erskineville,New South Wales,NSW,LEICHHARDT,-33.9005,151.1878
2044,St Peters,New South Wales,NSW,LEICHHARDT,-33.9209,151.1685
2045,Haberfield,New South Wales,NSW,LEICHHARDT,-33.8779,151.14
2046,Rodd Point,New South Wales,NSW,LEICHHARDT,-33.8609,151.1322
2047,Drummoyne,New South Wales,NSW,LEICHHARDT,-33.8536,151.1542
2048,Westgate,New South Wales,NSW,LEICHHARDT,-33.8931,151.1662
2049,Petersham,New South Wales,NSW,LEICHHARDT,-33.8951,151.1525
2050,Camperdown,New South Wales,NSW,LEICHHARDT,-33.8892,151.1771
2052,Unsw Sydney,New South Wales,NSW,BONDI,-33.8203,151.1953
2057,Chatswood,New South Wales,NSW,CHATSWOOD,-33.8,151.1833
2059,North Sydney,New South Wales,NSW,CHATSWOOD,-33.8406,151.2072
2060,Mcmahons Point,New South Wales,NSW,CHATSWOOD,-33.8397,151.2042
2061,Kirribilli,New South Wales,NSW,CHATSWOOD,-33.85,151.2167
2062,Cammeray,New South Wales,NSW,CHATSWOOD,-33.8225,151.2158
2063,Northbridge,New South Wales,NSW,CHATSWOOD,-33.8109,151.2178
2064,Artarmon,New South Wales,NSW,CHATSWOOD,-33.8166,151.1833
2065,Wollstonecraft,New South Wales,NSW,CHATSWOOD,-33.8262,151.1949
2066,Longueville,New South Wales,NSW,CHATSWOOD,-33.8328,151.1664
2067,Chatswood West,New South Wales,NSW,CHATSWOOD,-33.7965,151.1718
2068,Castlecrag,New South Wales,NSW,CHATSWOOD,-33.8,151.2167
2069,Roseville,New South Wales,NSW,CHATSWOOD,-33.7833,151.1833
2070,Lindfield West,New South Wales,NSW,GOSFORD,-33.7766,151.17
2071,Killara,New South Wales,NSW,GOSFORD,-33.7634,151.1667
2072,Gordon,New South Wales,NSW,GOSFORD,-33.75,151.1333
2073,Pymble,New South Wales,NSW,GOSFORD,-33.75,151.15
2074,South Turramurra,New South Wales,NSW,GOSFORD,-33.7118,151.1388
2075,St Ives,New South Wales,NSW,GOSFORD,-33.7209,151.1708
2076,Wahroonga,New South Wales,NSW,GOSFORD,-33.7167,151.1167
2077,Asquith,New South Wales,NSW,GOSFORD,-33.6833,151.1
2079,Mount Colah,New South Wales,NSW,GOSFORD,-33.6833,151.1167
2080,Mount Kuring-Gai,New South Wales,NSW,GOSFORD,-33.6558,151.1307
2081,Cowan,New South Wales,NSW,GOSFORD,-33.625,151.1416
2082,Berowra Waters,New South Wales,NSW,GOSFORD,-33.6109,151.1375
2083,Milsons Passage,New South Wales,NSW,GOSFORD,-33.5561,151.2036
2084,Terrey Hills,New South Wales,NSW,WARRINGAH,-33.6833,151.2333
2085,Davidson,New South Wales,NSW,WARRINGAH,-33.7333,151.2
2086,Frenchs Forest,New South Wales,NSW,WARRINGAH,-33.7508,151.2251
2087,Forestville,New South Wales,NSW,WARRINGAH,-33.7667,151.2083
2088,Mosman,New South Wales,NSW,CHATSWOOD,-33.8278,151.2333
2089,Neutral Bay,New South Wales,NSW,CHATSWOOD,-33.8389,151.2167
2090,Cremorne,New South Wales,NSW,CHATSWOOD,-33.8333,151.225
2092,Seaforth,New South Wales,NSW,WARRINGAH,-33.8025,151.2397
2093,Manly Vale,New South Wales,NSW,WARRINGAH,-33.7951,151.2611
2094,Fairlight,New South Wales,NSW,WARRINGAH,-33.7941,151.2737
2095,Manly,New South Wales,NSW,WARRINGAH,-33.7988,151.2858
2096,Queenscliff,New South Wales,NSW,WARRINGAH,-33.7751,151.2859
2097,Wheeler Heights,New South Wales,NSW,WARRINGAH,-33.7335,151.2955
2099,Cromer,New South Wales,NSW,WARRINGAH,-33.7416,151.2762
2100,Brookvale,New South Wales,NSW,WARRINGAH,-33.7667,151.2667
2101,Narrabeen,New South Wales,NSW,WARRINGAH,-33.7083,151.3
2102,Warriewood Shopping Square,New South Wales,NSW,WARRINGAH,-33.6883,151.2925
2103,Mona Vale,New South Wales,NSW,WARRINGAH,-33.6667,151.3
2104,Bayview,New South Wales,NSW,WARRINGAH,-33.6613,151.2914
2105,Lovett Bay,New South Wales,NSW,WARRINGAH,-33.6499,151.283
2106,Newport Beach,New South Wales,NSW,WARRINGAH,-33.6569,151.3155
2107,Bilgola,New South Wales,NSW,WARRINGAH,-33.6321,151.3243
2108,Palm Beach,New South Wales,NSW,WARRINGAH,-33.6089,151.2646
2109,Macquarie University,New South Wales,NSW,GOSFORD,-33.7716,151.1138
2110,Woolwich,New South Wales,NSW,CHATSWOOD,-33.85,151.1667
2111,Huntleys Point,New South Wales,NSW,CHATSWOOD,-33.8295,151.1275
2112,Ryde,New South Wales,NSW,GOSFORD,-33.8136,151.0964
2113,North Ryde,New South Wales,NSW,GOSFORD,-33.7912,151.1298
2114,Denistone,New South Wales,NSW,GOSFORD,-33.8071,151.0841
2115,Ermington,New South Wales,NSW,PARRAMATTA,-33.8124,151.0613
2116,Rydalmere,New South Wales,NSW,PARRAMATTA,-33.8,151.05
2117,Telopea,New South Wales,NSW,PARRAMATTA,-33.7958,151.041
2118,Carlingford Court,New South Wales,NSW,PARRAMATTA,-33.7776,151.0418
2119,Beecroft,New South Wales,NSW,GOSFORD,-33.7543,151.065
2120,Westleigh,New South Wales,NSW,GOSFORD,-33.7268,151.0758
2121,Epping,New South Wales,NSW,GOSFORD,-33.7833,151.0833
2122,Marsfield,New South Wales,NSW,GOSFORD,-33.7842,151.0922
2123,Parramatta,New South Wales,NSW,PARRAMATTA,-33.8167,151
2124,Parramatta,New South Wales,NSW,PARRAMATTA,-33.8167,151
2125,West Pennant Hills,New South Wales,NSW,RICHMOND,-33.7486,151.0338
2126,Cherrybrook,New South Wales,NSW,RICHMOND,-33.7223,151.046
2127,Newington,New South Wales,NSW,PARRAMATTA,-33.8396,151.0545
2128,Silverwater,New South Wales,NSW,PARRAMATTA,-33.8371,151.0391
2129,Sydney Markets,New South Wales,NSW,PARRAMATTA,-33.7806,151.0528
2130,Summer Hill,New South Wales,NSW,ST GEORGE,-33.892,151.1379
2131,Ashfield,New South Wales,NSW,ST GEORGE,-33.8833,151.1167
2132,Croydon,New South Wales,NSW,ST GEORGE,-33.8833,151.1167
2133,Croydon Park,New South Wales,NSW,ST GEORGE,-33.8972,151.1032
2134,Burwood,New South Wales,NSW,PARRAMATTA,-33.8833,151.1
2135,Strathfield,New South Wales,NSW,PARRAMATTA,-33.8667,151.1
2136,Enfield,New South Wales,NSW,PARRAMATTA,-33.8901,151.0983
2137,North Strathfield,New South Wales,NSW,PARRAMATTA,-33.8552,151.1039
2138,Rhodes,New South Wales,NSW,PARRAMATTA,-33.8333,151.0833
2139,Concord Repatriation Hospital,New South Wales,NSW,PARRAMATTA,-33.8667,151.1042
2140,Homebush,New South Wales,NSW,PARRAMATTA,-33.8667,151.0833
2141,Berala,New South Wales,NSW,PARRAMATTA,-33.8554,151.0541
2142,Holroyd,New South Wales,NSW,BANKSTOWN,-33.8332,151.0198
2143,Potts Hill,New South Wales,NSW,BANKSTOWN,-33.8881,151.0251
2144,Auburn,New South Wales,NSW,BANKSTOWN,-33.85,151.0333
2145,Girraween,New South Wales,NSW,RICHMOND,-33.8137,150.9589
2146,Toongabbie East,New South Wales,NSW,RICHMOND,-33.7898,150.9562
2147,Seven Hills,New South Wales,NSW,RICHMOND,-33.7833,150.9333
2148,Blacktown Westpoint,New South Wales,NSW,RICHMOND,-33.7896,150.9
2150,Parramatta,New South Wales,NSW,PARRAMATTA,-33.8197,151.0067
2151,North Rocks,New South Wales,NSW,PARRAMATTA,-33.7816,151.0149
2152,Northmead,New South Wales,NSW,PARRAMATTA,-33.7833,150.9833
2153,Winston Hills,New South Wales,NSW,RICHMOND,-33.753,150.9739
2154,Castle Hill,New South Wales,NSW,RICHMOND,-33.7333,151
2155,Rouse Hill,New South Wales,NSW,RICHMOND,-33.6936,150.9374
2156,Glenhaven,New South Wales,NSW,RICHMOND,-33.6539,150.9714
2157,Glenorie,New South Wales,NSW,RICHMOND,-33.6,151.0167
2158,Round Corner,New South Wales,NSW,RICHMOND,-33.6771,151.0339
2159,Galston,New South Wales,NSW,RICHMOND,-33.5578,151.0788
2160,Merrylands,New South Wales,NSW,BANKSTOWN,-33.8333,150.9833
2161,Guildford West,New South Wales,NSW,BANKSTOWN,-33.8574,150.9809
2162,Chester Hill,New South Wales,NSW,BANKSTOWN,-33.8826,151.0044
2163,Villawood,New South Wales,NSW,BANKSTOWN,-33.8833,150.9667
2164,Smithfield West,New South Wales,NSW,BANKSTOWN,-33.8448,150.9161
2165,Fairfield West,New South Wales,NSW,BANKSTOWN,-33.8701,150.9453
2166,Lansvale,New South Wales,NSW,BANKSTOWN,-33.8928,150.9385
2167,Glenfield,New South Wales,NSW,CAMPBELLTOWN,-33.9667,150.9
2168,Sadleir,New South Wales,NSW,CAMPBELLTOWN,-33.9137,150.8761
2170,Chipping Norton,New South Wales,NSW,CAMPBELLTOWN,-33.934,150.9122
2171,West Hoxton,New South Wales,NSW,CAMPBELLTOWN,-33.9167,150.85
2172,Sandy Point,New South Wales,NSW,CAMPBELLTOWN,-33.9666,150.9803
2173,Holsworthy,New South Wales,NSW,CAMPBELLTOWN,-33.9833,150.9667
2174,Edmondson Park,New South Wales,NSW,CAMPBELLTOWN,-33.9753,150.8598
2175,Horsley Park,New South Wales,NSW,CAMPBELLTOWN,-33.8449,150.8494
2176,Abbotsbury,New South Wales,NSW,BANKSTOWN,-33.8713,150.8894
2177,Bonnyrigg Heights,New South Wales,NSW,BANKSTOWN,-33.8924,150.8813
2178,Mount Vernon,New South Wales,NSW,CAMPBELLTOWN,-33.8591,150.7945
2179,Leppington,New South Wales,NSW,CAMPBELLTOWN,-33.9365,150.8061
2190,Mount Lewis,New South Wales,NSW,ST GEORGE,-33.8998,151.0561
2191,Belfield,New South Wales,NSW,ST GEORGE,-33.902,151.081
2192,Belmore,New South Wales,NSW,ST GEORGE,-33.9191,151.0897
2193,Canterbury,New South Wales,NSW,ST GEORGE,-33.9088,151.1206
2194,Campsie,New South Wales,NSW,ST GEORGE,-33.9136,151.1031
2195,Wiley Park,New South Wales,NSW,ST GEORGE,-33.9206,151.0747
2196,Roselands,New South Wales,NSW,ST GEORGE,-33.9313,151.0599
2197,Bass Hill,New South Wales,NSW,BANKSTOWN,-33.8999,150.9979
2198,Georges Hall,New South Wales,NSW,BANKSTOWN,-33.9156,150.9873
2199,Yagoona West,New South Wales,NSW,BANKSTOWN,-33.9021,151.0223
2200,Bankstown,New South Wales,NSW,BANKSTOWN,-33.9166,151.0333
2203,Dulwich Hill,New South Wales,NSW,LEICHHARDT,-33.9041,151.1395
2204,Marrickville Metro,New South Wales,NSW,LEICHHARDT,-33.9112,151.1557
2205,Turrella,New South Wales,NSW,ST GEORGE,-33.9369,151.1456
2206,Clemton Park,New South Wales,NSW,ST GEORGE,-33.9247,151.1275
2207,Bardwell Valley,New South Wales,NSW,ST GEORGE,-33.9487,151.1199
2208,Kingsway West,New South Wales,NSW,ST GEORGE,-33.9389,151.0997
2209,Narwee,New South Wales,NSW,ST GEORGE,-33.9473,151.0783
2210,Peakhurst Heights,New South Wales,NSW,ST GEORGE,-33.9639,151.0522
2211,Padstow,New South Wales,NSW,BANKSTOWN,-33.95,151.0333
2212,Revesby,New South Wales,NSW,BANKSTOWN,-33.95,151.0167
2213,East Hills,New South Wales,NSW,BANKSTOWN,-33.9667,150.9833
2214,Milperra,New South Wales,NSW,BANKSTOWN,-33.9392,150.982
2216,Brighton-Le-Sands,New South Wales,NSW,ST GEORGE,-33.95,151.15
2217,Monterey,New South Wales,NSW,ST GEORGE,-33.9667,151.15
2218,Allawah,New South Wales,NSW,ST GEORGE,-33.9714,151.1197
2219,Sans Souci,New South Wales,NSW,ST GEORGE,-33.9833,151.1333
2220,Hurstville,New South Wales,NSW,ST GEORGE,-33.9667,151.1
2221,Blakehurst,New South Wales,NSW,ST GEORGE,-33.9833,151.1
2222,Penshurst,New South Wales,NSW,ST GEORGE,-33.9667,151.0833
2223,Oatley,New South Wales,NSW,ST GEORGE,-33.9833,151.0667
2224,Sylvania Southgate,New South Wales,NSW,ILLAWARRA,-34.0143,151.1023
2225,Oyster Bay,New South Wales,NSW,ILLAWARRA,-34,151.0667
2226,Jannali,New South Wales,NSW,ILLAWARRA,-34.0167,151.0667
2227,Gymea,New South Wales,NSW,ILLAWARRA,-34.0333,151.0833
2228,Miranda,New South Wales,NSW,ILLAWARRA,-34.0333,151.1
2229,Port Hacking,New South Wales,NSW,ILLAWARRA,-34.0667,151.1333
2230,Cronulla,New South Wales,NSW,ILLAWARRA,-34.05,151.15
2231,Kurnell,New South Wales,NSW,ILLAWARRA,-34.0167,151.2
2232,Sutherland,New South Wales,NSW,ILLAWARRA,-34.106,151.0832
2233,Heathcote,New South Wales,NSW,ILLAWARRA,-34.0833,151.0167
2234,Menai Central,New South Wales,NSW,ILLAWARRA,-34.06,150.9807
2250,Peats Ridge,New South Wales,NSW,PYMBLE,-33.3167,151.2333
2251,Kincumber,New South Wales,NSW,PYMBLE,-33.4833,151.4167
2256,Patonga,New South Wales,NSW,PYMBLE,-33.5008,151.3117
2257,Umina Beach,New South Wales,NSW,PYMBLE,-33.517,151.3423
2258,Ourimbah,New South Wales,NSW,PYMBLE,-33.3381,151.3499
2259,Ravensdale,New South Wales,NSW,PYMBLE,-33.1934,151.3862
2260,Wamberal,New South Wales,NSW,PYMBLE,-33.4167,151.4833
2261,Berkeley Vale,New South Wales,NSW,PYMBLE,-33.35,151.4333
2262,Budgewoi,New South Wales,NSW,PYMBLE,-33.2333,151.5667
2263,Lake Haven,New South Wales,NSW,PYMBLE,-33.2634,151.5364
2264,Dora Creek,New South Wales,NSW,PYMBLE,-33.0833,151.5
2265,Cooranbong,New South Wales,NSW,PYMBLE,-33.0833,151.4333
2267,Wangi Wangi,New South Wales,NSW,HUNTER,-33.0833,151.6
2278,Wakefield,New South Wales,NSW,HUNTER,-32.9511,151.5526
2280,Croudace Bay,New South Wales,NSW,HUNTER,-33.0288,151.6608
2281,Middle Camp,New South Wales,NSW,HUNTER,-33.15,151.6333
2282,Warners Bay,New South Wales,NSW,HUNTER,-32.9766,151.653
2283,Toronto,New South Wales,NSW,HUNTER,-33,151.6
2284,Marmong Point,New South Wales,NSW,HUNTER,-32.962,151.6153
2285,Glendale,New South Wales,NSW,HUNTER,-32.9343,151.6405
2286,Holmesville,New South Wales,NSW,HUNTER,-32.9,151.5917
2287,Minmi,New South Wales,NSW,HUNTER,-32.897,151.6562
2289,Kotara,New South Wales,NSW,HUNTER,-32.95,151.6833
2290,Charlestown,New South Wales,NSW,HUNTER,-32.95,151.6667
2291,Merewether,New South Wales,NSW,HUNTER,-32.9471,151.7445
2292,Broadmeadow,New South Wales,NSW,HUNTER,-32.9209,151.7329
2293,Maryville,New South Wales,NSW,HUNTER,-32.9161,151.7563
2294,Carrington,New South Wales,NSW,HUNTER,-32.9147,151.7671
2295,Stockton,New South Wales,NSW,HUNTER,-32.9167,151.7833
2296,Islington,New South Wales,NSW,HUNTER,-32.913,151.7467
2297,Tighes Hill,New South Wales,NSW,HUNTER,-32.9071,151.7526
2298,Georgetown,New South Wales,NSW,HUNTER,-32.9044,151.7215
2299,Lambton,New South Wales,NSW,HUNTER,-32.9167,151.7
2300,The Hill,New South Wales,NSW,HUNTER,-32.931,151.7754
2302,Newcastle West,New South Wales,NSW,HUNTER,-32.927,151.7615
2303,Hamilton East,New South Wales,NSW,HUNTER,-32.9279,151.7465
2304,Mayfield North,New South Wales,NSW,HUNTER,-32.8727,151.7392
2305,Kotara East,New South Wales,NSW,HUNTER,-32.928,151.7031
2306,Windale,New South Wales,NSW,HUNTER,-32.9927,151.6822
2307,Shortland,New South Wales,NSW,HUNTER,-32.8819,151.6937
2308,Callaghan,New South Wales,NSW,HUNTER,-32.9111,151.7111
2309,Dangar,New South Wales,NSW,HUNTER,-32.9111,151.7111
2310,Hunter Region Mc,New South Wales,NSW,HUNTER,-32.5879,151.8955
2311,Lostock,New South Wales,NSW,HUNTER,-32.2662,151.4762
2312,Nabiac,New South Wales,NSW,HUNTER,-32.1,152.3833
2314,Williamtown Raaf,New South Wales,NSW,HUNTER,-32.5879,151.8955
2315,Fingal Bay,New South Wales,NSW,HUNTER,-32.7298,152.1513
2316,Anna Bay,New South Wales,NSW,HUNTER,-32.7667,152.0667
2317,Soldiers Point,New South Wales,NSW,HUNTER,-32.7,152.0667
2318,Campvale,New South Wales,NSW,HUNTER,-32.7829,151.9203
2319,Lemon Tree Passage,New South Wales,NSW,HUNTER,-32.7332,152.0171
2320,Farley,New South Wales,NSW,HUNTER,-32.7333,151.5167
2321,Woodville,New South Wales,NSW,HUNTER,-32.6766,151.6722
2322,Tarro,New South Wales,NSW,HUNTER,-32.8,151.6667
2323,Ashtonfield,New South Wales,NSW,HUNTER,-32.8708,151.5188
2324,Karuah,New South Wales,NSW,HUNTER,-32.6667,151.9667
2325,Paxton,New South Wales,NSW,HUNTER,-32.9167,151.2667
2326,Abermain,New South Wales,NSW,HUNTER,-32.8167,151.4333
2327,Stanford Merthyr,New South Wales,NSW,HUNTER,-32.8183,151.4823
2328,Hollydeen,New South Wales,NSW,HUNTER,-32.5658,150.5176
2329,Cassilis,New South Wales,NSW,HUNTER,-32.0311,150.1279
2330,Carrowbrook,New South Wales,NSW,HUNTER,-32.6993,150.95
