Postal Code,Place Name,State,Latitude,Longitude
69945-000,Acrelândia,Acre,-9.9805,-66.8439
69935-000,Assis Brasil,Acre,-10.8833,-70.0131
69932-000,Brasiléia,Acre,-10.7677,-69.0114
69923-000,Bujari,Acre,-9.5786,-68.172
69922-000,Capixaba,Acre,-10.4878,-67.8483
69980-000,Cruzeiro do Sul,Acre,-8.0159,-72.9298
69934-000,Epitaciolândia,Acre,-10.9354,-68.4441
69960-000,Feijó,Acre,-8.905,-70.9149
69975-000,Jordão,Acre,-9.0917,-71.8407
69990-000,Mâncio Lima,Acre,-7.5396,-73.4583
69950-000,Manoel Urbano,Acre,-9.4895,-70.0124
69983-000,Marechal Thaumaturgo,Acre,-9.1899,-72.5685
69928-000,Plácido de Castro,Acre,-10.2943,-67.2682
69982-000,Porto Walter,Acre,-8.5247,-72.8207
69900-000,Rio Branco,Acre,-10.0699,-68.1553
69985-000,Rodrigues Alves,Acre,-7.8529,-73.2361
69955-000,Santa Rosa do Purus,Acre,-9.4773,-70.3903
69925-000,Senador Guiomard,Acre,-9.9408,-67.3931
69940-000,Sena Madureira,Acre,-10.0357,-69.5497
69970-000,Tarauacá,Acre,-8.6552,-71.4234
69930-000,Xapuri,Acre,-10.5966,-68.6489
69921-000,Porto Acre,Acre,-9.6504,-67.7773
57490-000,Água Branca,Alagoas ,-9.2699,-37.9192
57660-000,Anadia,Alagoas ,-9.6749,-36.3379
57300-000,Arapiraca,Alagoas ,-9.7438,-36.5931
57690-000,Atalaia,Alagoas ,-9.5298,-36.0746
57925-000,Barra de Santo Antônio,Alagoas ,-9.3975,-35.5654
57180-000,Barra de São Miguel,Alagoas ,-9.8123,-35.9609
57420-000,Batalha,Alagoas ,-9.7326,-37.0888
57630-000,Belém,Alagoas ,-9.5442,-36.502
57435-000,Belo Monte,Alagoas ,-9.8052,-37.1916
57680-000,Boca da Mata,Alagoas ,-9.6465,-36.1413
57830-000,Branquinha,Alagoas ,-9.2117,-36.0896
57570-000,Cacimbinhas,Alagoas ,-9.449,-36.9047
57770-000,Cajueiro,Alagoas ,-9.3763,-36.1577
57968-000,Campestre,Alagoas ,-8.8939,-35.5324
57250-000,Campo Alegre,Alagoas ,-9.7933,-36.2857
57350-000,Campo Grande,Alagoas ,-9.95,-36.7559
57530-000,Canapi,Alagoas ,-9.1733,-37.5199
57780-000,Capela,Alagoas ,-9.3934,-36.1239
57535-000,Carneiros,Alagoas ,-9.4647,-37.3556
57760-000,Chã Preta,Alagoas ,-9.2292,-36.3305
57325-000,Coité do Nóia,Alagoas ,-9.6262,-36.6004
57975-000,Colônia Leopoldina,Alagoas ,-8.8921,-35.7423
57140-000,Coqueiro Seco,Alagoas ,-9.6466,-35.8094
57230-000,Coruripe,Alagoas ,-10.0745,-36.1996
57320-000,Craíbas,Alagoas ,-9.6011,-36.8027
57480-000,Delmiro Gouveia,Alagoas ,-9.4445,-38.0248
57560-000,Dois Riachos,Alagoas ,-9.3582,-37.0657
57625-000,Estrela de Alagoas,Alagoas ,-9.3986,-36.7622
57340-000,Feira Grande,Alagoas ,-9.9247,-36.6695
57220-000,Feliz Deserto,Alagoas ,-10.2908,-36.3537
57995-000,Flexeiras,Alagoas ,-9.2006,-35.78
57360-000,Girau do Ponciano,Alagoas ,-9.7838,-36.842
57890-000,Ibateguara,Alagoas ,-8.8969,-35.9096
57620-000,Igaci,Alagoas ,-9.58,-36.6742
57280-000,Igreja Nova,Alagoas ,-10.1666,-36.6172
57545-000,Inhapi,Alagoas ,-9.2773,-37.6362
57430-000,Jacaré dos Homens,Alagoas ,-9.6728,-37.2228
57960-000,Jacuípe,Alagoas ,-8.8772,-35.4588
57950-000,Japaratinga,Alagoas ,-9.099,-35.2963
57425-000,Jaramataia,Alagoas ,-9.6505,-36.9604
57980-000,Joaquim Gomes,Alagoas ,-9.1035,-35.7374
57965-000,Jundiá,Alagoas ,-8.9406,-35.4996
57270-000,Junqueiro,Alagoas ,-9.8852,-36.4564
57330-000,Lagoa da Canoa,Alagoas ,-9.8072,-36.7481
57260-000,Limoeiro de Anadia,Alagoas ,-9.7268,-36.4541
57000-000,Maceió,Alagoas ,-9.5713,-35.6899
57580-000,Major Isidoro,Alagoas ,-9.5168,-36.9649
57955-000,Maragogi,Alagoas ,-8.9586,-35.276
57520-000,Maravilha,Alagoas ,-9.2231,-37.3794
57160-000,Marechal Deodoro,Alagoas ,-9.709,-35.9031
57670-000,Maribondo,Alagoas ,-9.5509,-36.3403
57730-000,Mar Vermelho,Alagoas ,-9.4925,-36.3504
57540-000,Mata Grande,Alagoas ,-8.9854,-37.7615
57910-000,Matriz de Camaragibe,Alagoas ,-9.1383,-35.5761
57990-000,Messias,Alagoas ,-9.3211,-35.8222
57615-000,Minador do Negrão,Alagoas ,-9.3186,-36.8863
57440-000,Monteirópolis,Alagoas ,-9.6202,-37.2935
57820-000,Murici,Alagoas ,-9.2983,-35.9
57970-000,Novo Lino,Alagoas ,-8.8809,-35.6195
57442-000,Olho d'Água das Flores,Alagoas ,-9.5403,-37.2521
57470-000,Olho d'Água do Casado,Alagoas ,-9.4565,-37.835
57390-000,Olho d'Água Grande,Alagoas ,-10.0562,-36.7952
57550-000,Olivença,Alagoas ,-9.4695,-37.1668
57525-000,Ouro Branco,Alagoas ,-9.129,-37.3737
57410-000,Palestina,Alagoas ,-9.675,-37.331
57600-000,Palmeira dos Índios,Alagoas ,-9.409,-36.6065
57400-000,Pão de Açúcar,Alagoas ,-9.6835,-37.4543
57475-000,Pariconha,Alagoas ,-9.2204,-38.0167
57935-000,Paripueira,Alagoas ,-9.4294,-35.5898
57930-000,Passo de Camaragibe,Alagoas ,-9.2987,-35.4279
57740-000,Paulo Jacinto,Alagoas ,-9.3684,-36.3929
57200-000,Penedo,Alagoas ,-10.2445,-36.4699
57210-000,Piaçabuçu,Alagoas ,-10.3739,-36.419
57150-000,Pilar,Alagoas ,-9.6175,-36.0632
57720-000,Pindoba,Alagoas ,-9.4749,-36.3034
57460-000,Piranhas,Alagoas ,-9.5481,-37.7453
57510-000,Poço das Trincheiras,Alagoas ,-9.2926,-37.3199
57900-000,Porto Calvo,Alagoas ,-9.0706,-35.3734
57945-000,Porto de Pedras,Alagoas ,-9.1156,-35.3916
57290-000,Porto Real do Colégio,Alagoas ,-10.1054,-36.7269
57750-000,Quebrangulo,Alagoas ,-9.2923,-36.4979
57100-000,Rio Largo,Alagoas ,-9.5139,-35.9106
57246-000,Roteiro,Alagoas ,-9.8591,-35.9831
57130-000,Santa Luzia do Norte,Alagoas ,-9.6108,-35.8292
57500-000,Santana do Ipanema,Alagoas ,-9.3443,-37.194
57840-000,Santana do Mundaú,Alagoas ,-9.1243,-36.2267
57380-000,São Brás,Alagoas ,-10.1241,-36.8504
57860-000,São José da Laje,Alagoas ,-8.975,-36.0339
57445-000,São José da Tapera,Alagoas ,-9.5134,-37.6088
57920-000,São Luís do Quitunde,Alagoas ,-9.2628,-35.5719
57240-000,São Miguel dos Campos,Alagoas ,-9.8288,-36.1138
57940-000,São Miguel dos Milagres,Alagoas ,-9.2542,-35.3842
57275-000,São Sebastião,Alagoas ,-9.967,-36.5528
57120-000,Satuba,Alagoas ,-9.5853,-35.8456
57515-000,Senador Rui Palmeira,Alagoas ,-9.3383,-37.5597
57635-000,Tanque d'Arca,Alagoas ,-9.5607,-36.4082
57640-000,Taquarana,Alagoas ,-9.5977,-36.4878
57265-000,Teotônio Vilela,Alagoas ,-9.9901,-36.4327
57370-000,Traipu,Alagoas ,-9.8924,-36.9785
57800-000,União dos Palmares,Alagoas ,-9.1325,-36.0818
57700-000,Viçosa,Alagoas ,-9.3602,-36.3209
68950-000,Amapá,Amapa,1.8571,-50.8437
68948-000,Pedra Branca do Amaparí,Amapa,1.1484,-52.4012
68960-000,Calçoene,Amapa,2.361,-51.4529
68973-000,Cutias,Amapa,0.9971,-50.5204
68915-000,Ferreira Gomes,Amapa,0.9101,-51.3544
68976-000,Itaubal,Amapa,0.5773,-50.6783
68920-000,Laranjal do Jari,Amapa,0.9383,-53.2295
68900-000,Macapá,Amapa,0.5987,-50.7685
68940-000,Mazagão,Amapa,0.0399,-52.1163
68980-000,Oiapoque,Amapa,2.7079,-52.1696
68997-000,Porto Grande,Amapa,0.5655,-51.7118
68918-000,Pracuúba,Amapa,1.6708,-51.2449
68925-000,Santana,Amapa,0.1813,-51.3884
68990-000,Tartarugalzinho,Amapa,1.263,-51.1097
68924-000,Vitória do Jari,Amapa,-0.9565,-52.0344
68945-000,Amapari,Amapa,,
69475-000,Alvarães,Amazonas ,-3.7149,-65.3041
69620-000,Amaturá,Amazonas ,-3.3893,-68.227
69445-000,Anamã,Amazonas ,-3.4799,-61.7169
69440-000,Anori,Amazonas ,-4.2132,-62.1556
69265-000,Apuí,Amazonas ,-7.7892,-59.341
69650-000,Atalaia do Norte,Amazonas ,-5.6645,-71.8278
69240-000,Autazes,Amazonas ,-3.873,-59.6814
69700-000,Barcelos,Amazonas ,-0.3929,-63.5371
69160-000,Barreirinha,Amazonas ,-3.0656,-57.1662
69630-000,Benjamin Constant,Amazonas ,-5.6484,-70.4068
69430-000,Beruri,Amazonas ,-4.3437,-61.7513
69195-000,Boa Vista do Ramos,Amazonas ,-3.1478,-57.625
69850-000,Boca do Acre,Amazonas ,-8.5542,-68.0359
69200-000,Borba,Amazonas ,-5.1124,-59.3054
69410-000,Caapiranga,Amazonas ,-3.1298,-61.7441
69820-000,Canutama,Amazonas ,-7.5897,-64.1294
69500-000,Carauari,Amazonas ,-5.1159,-67.3578
69250-000,Careiro,Amazonas ,-3.8332,-60.2047
69255-000,Careiro da Várzea,Amazonas ,-3.3515,-59.6553
69460-000,Coari,Amazonas ,-4.054,-64.1511
69450-000,Codajás,Amazonas ,-3.1626,-63.1473
69880-000,Eirunepé,Amazonas ,-7.1585,-70.4155
69870-000,Envira,Amazonas ,-7.6421,-70.1408
69670-000,Fonte Boa,Amazonas ,-2.4959,-66.2662
69895-000,Guajará,Amazonas ,-7.1365,-72.7151
69800-000,Humaitá,Amazonas ,-7.4387,-62.3248
69890-000,Ipixuna,Amazonas ,-7.1191,-71.3759
69405-000,Iranduba,Amazonas ,-3.1014,-60.4464
69100-000,Itacoatiara,Amazonas ,-3.1598,-58.812
69510-000,Itamarati,Amazonas ,-6.7647,-68.0393
69120-000,Itapiranga,Amazonas ,-2.516,-58.5573
69495-000,Japurá,Amazonas ,-1.5535,-68.2453
69520-000,Juruá,Amazonas ,-3.2753,-66.2421
69660-000,Jutaí,Amazonas ,-4.6548,-68.2803
69830-000,Lábrea,Amazonas ,-8.1844,-66.075
69400-000,Manacapuru,Amazonas ,-3.2475,-61.0079
69435-000,Manaquiri,Amazonas ,-3.7905,-60.7072
69000-000,Manaus,Amazonas ,-2.6638,-60.135
69280-000,Manicoré,Amazonas ,-7.0664,-61.557
69490-000,Maraã,Amazonas ,-2.6379,-64.8042
69190-000,Maués,Amazonas ,-5.0633,-58.3028
69140-000,Nhamundá,Amazonas ,-1.3665,-57.8879
69230-000,Nova Olinda do Norte,Amazonas ,-3.9464,-58.5974
69730-000,Novo Airão,Amazonas ,-1.9839,-61.7851
69260-000,Novo Aripuanã,Amazonas ,-7.001,-60.6302
69150-000,Parintins,Amazonas ,-2.6634,-56.9341
69860-000,Pauini,Amazonas ,-7.6893,-68.1422
69735-000,Presidente Figueiredo,Amazonas ,-1.2834,-59.9832
69115-000,Rio Preto da Eva,Amazonas ,-2.4929,-59.6078
69740-000,Santa Isabel do Rio Negro,Amazonas ,-0.2548,-65.5512
69680-000,Santo Antônio do Içá,Amazonas ,-3.09,-68.7592
69750-000,São Gabriel da Cachoeira,Amazonas ,0.2404,-68.0324
69600-000,São Paulo de Olivença,Amazonas ,-4.6509,-69.5814
69135-000,São Sebastião do Uatumã,Amazonas ,-1.932,-58.7422
69110-000,Silves,Amazonas ,-2.7685,-58.6275
69640-000,Tabatinga,Amazonas ,-3.963,-69.6027
69480-000,Tapauá,Amazonas ,-6.2142,-65.6998
69470-000,Tefé,Amazonas ,-4.5223,-65.6045
69685-000,Tonantins,Amazonas ,-2.6409,-67.8461
69485-000,Uarini,Amazonas ,-3.1474,-65.4204
69130-000,Urucará,Amazonas ,-1.1928,-58.8043
69180-000,Urucurituba,Amazonas ,-2.8327,-57.7501
46690-000,Abaíra,Bahia,-13.3213,-41.6976
48680-000,Abaré,Bahia,-8.8096,-39.2706
48360-000,Acajutiba,Bahia,-11.6068,-38.0359
48435-000,Adustina,Bahia,-10.4823,-37.9845
48170-000,Água Fria,Bahia,-11.7476,-38.735
46180-000,Érico Cardoso,Bahia,-13.4369,-42.1033
45220-000,Aiquara,Bahia,-14.1114,-39.8764
48000-000,Alagoinhas,Bahia,-12.0058,-38.3615
45990-000,Alcobaça,Bahia,-17.4636,-39.374
45640-000,Almadina,Bahia,-14.6761,-39.6907
45300-000,Amargosa,Bahia,-13.0497,-39.6072
44230-000,Amélia Rodrigues,Bahia,-12.3118,-38.7385
44910-000,América Dourada,Bahia,-11.4694,-41.4733
45180-000,Anagé,Bahia,-14.6617,-41.147
46830-000,Andaraí,Bahia,-12.8417,-41.2768
48990-000,Andorinha,Bahia,-10.2222,-39.8639
47960-000,Angical,Bahia,-11.9628,-44.7498
44670-000,Anguera,Bahia,-12.1822,-39.2138
48420-000,Antas,Bahia,-10.4214,-38.3034
44180-000,Antônio Cardoso,Bahia,-12.3864,-39.1455
44780-000,Antônio Gonçalves,Bahia,-10.6228,-40.4093
48350-000,Aporá,Bahia,-11.7544,-38.2278
45355-000,Apuarema,Bahia,-13.83,-39.7344
46130-000,Aracatu,Bahia,-14.3901,-41.3633
48108-000,Araças,Bahia,-12.1468,-38.1723
48760-000,Araci,Bahia,-11.1356,-39.07
48130-000,Aramari,Bahia,-12.0462,-38.5576
45695-000,Arataca,Bahia,-15.2461,-39.4248
44490-000,Aratuípe,Bahia,-13.0936,-39.0826
45675-000,Aurelino Leal,Bahia,-14.3317,-39.5099
47830-000,Baianópolis,Bahia,-12.4833,-44.5311
44620-000,Baixa Grande,Bahia,-11.9774,-40.1799
48405-000,Banzaê,Bahia,-10.6158,-38.6269
47100-000,Barra,Bahia,-11.3183,-43.4688
46650-000,Barra da Estiva,Bahia,-13.7178,-41.0838
45120-000,Barra do Choça,Bahia,-15.0102,-40.6673
44990-000,Barra do Mendes,Bahia,-12.1609,-42.0354
45560-000,Barra do Rocha,Bahia,-14.0603,-39.6138
47800-000,Barreiras,Bahia,-11.9333,-45.4924
44895-000,Barro Alto,Bahia,-11.7739,-41.9132
45800-000,Belmonte,Bahia,-15.8916,-39.3227
45160-000,Belo Campo,Bahia,-14.8742,-41.2267
48780-000,Biritinga,Bahia,-11.6708,-38.7893
45250-000,Boa Nova,Bahia,-14.3641,-40.2238
46850-000,Boa Vista do Tupim,Bahia,-12.8731,-40.6282
47600-000,Bom Jesus da Lapa,Bahia,-13.2085,-43.2962
45263-000,Bom Jesus da Serra,Bahia,-14.3838,-40.5398
46740-000,Boninal,Bahia,-12.8036,-41.6834
46820-000,Bonito,Bahia,-12.0049,-41.3178
46530-000,Boquira,Bahia,-12.7394,-42.6417
46570-000,Botuporã,Bahia,-13.2507,-42.4108
45325-000,Brejões,Bahia,-13.0706,-39.821
47750-000,Brejolândia,Bahia,-12.4124,-43.9282
47560-000,Brotas de Macaúbas,Bahia,-12.1061,-42.5111
46100-000,Brumado,Bahia,-14.1526,-41.6037
45615-000,Buerarema,Bahia,-14.9907,-39.3059
47120-000,Buritirama,Bahia,-10.5708,-43.6886
45130-000,Caatiba,Bahia,-15.0485,-40.1459
44345-000,Cabaceiras do Paraguaçu,Bahia,-12.5542,-39.196
44300-000,Cachoeira,Bahia,-12.676,-38.8541
46300-000,Caculé,Bahia,-14.3883,-42.4152
44730-000,Caém,Bahia,-11.194,-40.2574
45265-000,Caetanos,Bahia,-14.2923,-41.01
46400-000,Caetité,Bahia,-13.9078,-42.5223
44880-000,Cafarnaum,Bahia,-11.8067,-41.384
45420-000,Cairu,Bahia,-13.5266,-38.9481
44750-000,Caldeirão Grande,Bahia,-11.0435,-40.2951
45880-000,Camacan,Bahia,-15.4277,-39.5082
42800-000,Camaçari,Bahia,-12.619,-38.2057
45445-000,Camamu,Bahia,-14.0181,-39.224
47220-000,Campo Alegre de Lourdes,Bahia,-9.501,-42.9828
44790-000,Campo Formoso,Bahia,-10.3101,-40.8108
47730-000,Canápolis,Bahia,-13.1252,-44.251
44890-000,Canarana,Bahia,-11.6678,-41.7376
45860-000,Canavieiras,Bahia,-15.6483,-39.1709
48710-000,Candeal,Bahia,-11.895,-39.2039
43800-000,Candeias,Bahia,-12.6557,-38.487
46380-000,Candiba,Bahia,-14.4697,-42.8739
45157-000,Cândido Sales,Bahia,-15.4608,-41.1635
48840-000,Cansanção,Bahia,-10.8118,-39.4146
48520-000,Canudos,Bahia,-9.8798,-39.1472
44645-000,Capela do Alto Alegre,Bahia,-11.6184,-39.8323
44695-000,Capim Grosso,Bahia,-11.2942,-39.9557
45177-000,Caraíbas,Bahia,-14.6063,-41.2576
45900-000,Caravelas,Bahia,-17.6677,-39.7562
48390-000,Cardeal da Silva,Bahia,-11.998,-37.9247
46445-000,Carinhanha,Bahia,-14.2139,-43.8471
47300-000,Casa Nova,Bahia,-9.1044,-41.1574
44500-000,Castro Alves,Bahia,-12.7494,-39.3769
47815-000,Catolândia,Bahia,-12.2961,-44.6753
48110-000,Catu,Bahia,-12.3776,-38.4005
46575-000,Caturama,Bahia,-13.186,-42.3025
44940-000,Central,Bahia,-11.1542,-42.0815
48660-000,Chorrochó,Bahia,-9.3055,-39.1565
48410-000,Cícero Dantas,Bahia,-10.5388,-38.4214
48450-000,Cipó,Bahia,-11.1104,-38.5095
45638-000,Coaraci,Bahia,-14.6449,-39.5938
47680-000,Cocos,Bahia,-14.5944,-45.2796
44320-000,Conceição da Feira,Bahia,-12.5069,-38.9947
44540-000,Conceição do Almeida,Bahia,-12.855,-39.2409
48730-000,Conceição do Coité,Bahia,-11.6321,-39.1911
44245-000,Conceição do Jacuípe,Bahia,-12.4217,-38.6986
48300-000,Conde,Bahia,-11.8033,-37.6482
46200-000,Condeúba,Bahia,-14.9327,-42.0069
46620-000,Contendas do Sincorá,Bahia,-13.796,-41.05
44250-000,Coração de Maria,Bahia,-12.2427,-38.7824
46280-000,Cordeiros,Bahia,-14.9985,-41.8975
47690-000,Coribe,Bahia,-13.7234,-44.4354
48590-000,Coronel João Sá,Bahia,-10.3888,-37.9428
47650-000,Correntina,Bahia,-13.2899,-45.1319
47900-000,Cotegipe,Bahia,-11.5884,-44.17
45330-000,Cravolândia,Bahia,-13.4702,-39.7549
48480-000,Crisópolis,Bahia,-11.4553,-38.1393
47950-000,Cristópolis,Bahia,-12.2179,-44.2499
44380-000,Cruz das Almas,Bahia,-12.6703,-39.1144
48930-000,Curaçá,Bahia,-9.1346,-39.6685
45590-000,Dário Meira,Bahia,-14.4234,-39.9593
42850-000,Dias d'Ávila,Bahia,-12.5968,-38.2807
46165-000,Dom Basílio,Bahia,-13.7972,-41.7088
44560-000,Dom Macedo Costa,Bahia,-12.9338,-39.1462
45305-000,Elísio Medrado,Bahia,-12.9543,-39.5058
45150-000,Encruzilhada,Bahia,-15.5684,-40.9079
48180-000,Entre Rios,Bahia,-12.0697,-38.0299
48370-000,Esplanada,Bahia,-11.9547,-37.8936
48500-000,Euclides da Cunha,Bahia,-10.4051,-39.0337
45820-000,Eunápolis,Bahia,-16.3122,-39.6702
48415-000,Fátima,Bahia,-10.546,-38.2237
46446-000,Feira da Mata,Bahia,-14.132,-44.2528
44000-000,Feira de Santana,Bahia,-12.2337,-39.0656
44775-000,Filadélfia,Bahia,-10.7663,-40.2056
45720-000,Firmino Alves,Bahia,-14.9136,-39.9119
45740-000,Floresta Azul,Bahia,-14.8445,-39.755
47990-000,Formosa do Rio Preto,Bahia,-10.8886,-45.9121
45450-000,Gandu,Bahia,-13.8156,-39.4474
44650-000,Gavião,Bahia,-11.4889,-39.7741
47450-000,Gentio do Ouro,Bahia,-11.3628,-42.5483
48610-000,Glória,Bahia,-9.111,-38.4065
45540-000,Gongogi,Bahia,-14.3,-39.6014
44350-000,Governador Mangabeira,Bahia,-12.5772,-39.0311
46205-000,Guajeru,Bahia,-14.5788,-42.0399
46430-000,Guanambi,Bahia,-14.133,-42.824
45840-000,Guaratinga,Bahia,-16.5699,-39.9782
48445-000,Heliópolis,Bahia,-10.7286,-38.2549
46860-000,Iaçu,Bahia,-12.7698,-40.1834
46390-000,Ibiassucê,Bahia,-14.2029,-42.3021
45745-000,Ibicaraí,Bahia,-14.8744,-39.5598
46760-000,Ibicoara,Bahia,-13.3766,-41.3408
45290-000,Ibicuí,Bahia,-14.6097,-39.8557
44970-000,Ibipeba,Bahia,-11.4978,-42.1908
46540-000,Ibipitanga,Bahia,-12.8865,-42.3711
46840-000,Ibiquera,Bahia,-12.5726,-40.8416
45500-000,Ibirapitanga,Bahia,-14.0589,-39.4082
45940-000,Ibirapuã,Bahia,-17.7557,-39.9737
45580-000,Ibirataia,Bahia,-13.9729,-39.6371
46700-000,Ibitiara,Bahia,-12.5658,-42.3899
44960-000,Ibititá,Bahia,-11.6935,-41.8415
47520-000,Ibotirama,Bahia,-11.8862,-43.2529
48725-000,Ichu,Bahia,-11.7034,-39.1872
46490-000,Igaporã,Bahia,-13.8906,-42.7605
45443-000,Igrapiúna,Bahia,-13.8561,-39.1936
45280-000,Iguaí,Bahia,-14.6182,-40.0616
45650-000,Ilhéus,Bahia,-14.7594,-39.2179
48490-000,Inhambupe,Bahia,-11.7966,-38.3704
44680-000,Ipecaetá,Bahia,-12.3378,-39.3283
45570-000,Ipiaú,Bahia,-14.0571,-39.7255
44600-000,Ipirá,Bahia,-12.2741,-39.9164
47590-000,Ipupiara,Bahia,-11.7695,-42.433
45370-000,Irajuba,Bahia,-13.18,-39.9953
46770-000,Iramaia,Bahia,-13.5463,-40.8283
46980-000,Iraquara,Bahia,-12.2862,-41.5915
44255-000,Irará,Bahia,-12.049,-38.7362
44900-000,Irecê,Bahia,-11.3032,-41.8344
45848-000,Itabela,Bahia,-16.7164,-39.5733
46880-000,Itaberaba,Bahia,-12.451,-40.2031
45600-000,Itabuna,Bahia,-14.8815,-39.3671
45530-000,Itacaré,Bahia,-14.3695,-39.1251
46790-000,Itaeté,Bahia,-12.9807,-40.9551
45230-000,Itagi,Bahia,-14.197,-40.033
45585-000,Itagibá,Bahia,-14.2464,-39.8497
45850-000,Itagimirim,Bahia,-16.1347,-39.8165
47440-000,Itaguaçu da Bahia,Bahia,-10.6426,-42.2108
45730-000,Itaju do Colônia,Bahia,-15.1551,-39.716
45630-000,Itajuípe,Bahia,-14.6919,-39.4292
45836-000,Itamaraju,Bahia,-16.9452,-39.8127
45455-000,Itamari,Bahia,-13.7859,-39.6842
45140-000,Itambé,Bahia,-15.2248,-40.4951
48290-000,Itanagra,Bahia,-12.3098,-38.1133
45970-000,Itanhém,Bahia,-17.0811,-40.361
44460-000,Itaparica,Bahia,-12.906,-38.6638
45750-000,Itapé,Bahia,-14.9185,-39.4864
45855-000,Itapebi,Bahia,-15.8875,-39.6879
45700-000,Itapetinga,Bahia,-15.3341,-40.0863
48475-000,Itapicuru,Bahia,-11.181,-38.1499
45645-000,Itapitanga,Bahia,-14.4637,-39.6256
45340-000,Itaquara,Bahia,-13.4472,-39.9103
45780-000,Itarantim,Bahia,-15.708,-40.0305
46875-000,Itatim,Bahia,-12.6283,-39.6823
45350-000,Itiruçu,Bahia,-13.5209,-40.1641
48850-000,Itiúba,Bahia,-10.7936,-39.8038
45710-000,Itororó,Bahia,-15.0672,-40.0194
46640-000,Ituaçu,Bahia,-13.9036,-41.3969
45435-000,Ituberá,Bahia,-13.7874,-39.1469
46438-000,Iuiú,Bahia,-14.6501,-43.6487
47655-000,Jaborandi,Bahia,-14.0385,-45.1841
46310-000,Jacaraci,Bahia,-14.8352,-42.4011
44700-000,Jacobina,Bahia,-11.1479,-40.4311
45345-000,Jaguaquara,Bahia,-13.5957,-39.9293
48960-000,Jaguarari,Bahia,-10.148,-40.1043
44480-000,Jaguaripe,Bahia,-13.1283,-39.0134
48310-000,Jandaíra,Bahia,-11.611,-37.6184
45200-000,Jequié,Bahia,-13.923,-40.0837
48540-000,Jeremoabo,Bahia,-9.9209,-38.7263
45470-000,Jiquiriçá,Bahia,-13.3108,-39.5809
45225-000,Jitaúna,Bahia,-13.979,-39.9006
44920-000,João Dourado,Bahia,-11.1488,-41.4044
48900-000,Juazeiro,Bahia,-9.3968,-40.2338
45834-000,Jucuruçu,Bahia,-16.8483,-40.0841
44925-000,Jussara,Bahia,-10.9641,-41.8557
45610-000,Jussari,Bahia,-15.1545,-39.5156
46670-000,Jussiape,Bahia,-13.4881,-41.6234
45215-000,Lafaiete Coutinho,Bahia,-13.6203,-40.2044
46425-000,Lagoa Real,Bahia,-14.1099,-42.217
45490-000,Laje,Bahia,-13.1846,-39.2975
45950-000,Lajedão,Bahia,-17.5711,-40.3112
46825-000,Lajedinho,Bahia,-12.427,-41.151
45365-000,Lajedo do Tabocal,Bahia,-13.3712,-40.23
48720-000,Lamarão,Bahia,-11.8452,-38.9771
44905-000,Lapão,Bahia,-11.6158,-41.7052
42700-000,Lauro de Freitas,Bahia,-12.8425,-38.3273
46960-000,Lençóis,Bahia,-12.4726,-41.3082
46330-000,Licínio de Almeida,Bahia,-14.7064,-42.5044
46805-000,Macajuba,Bahia,-12.1437,-40.302
45760-000,Macarani,Bahia,-15.557,-40.3905
46500-000,Macaúbas,Bahia,-13.1917,-42.6833
48650-000,Macururé,Bahia,-9.3677,-39.0411
42600-000,Madre de Deus,Bahia,-12.7381,-38.6254
46255-000,Maetinga,Bahia,-14.5788,-41.696
45770-000,Maiquinique,Bahia,-15.699,-40.2641
44630-000,Mairi,Bahia,-11.6349,-40.2134
46440-000,Malhada,Bahia,-14.3891,-43.7149
46110-000,Malhada de Pedras,Bahia,-14.2777,-41.8921
45240-000,Manoel Vitorino,Bahia,-14.0049,-40.4801
47160-000,Mansidão,Bahia,-11.2078,-44.1411
45360-000,Maracás,Bahia,-13.6501,-40.6199
44420-000,Maragogipe,Bahia,-12.8351,-38.9402
45520-000,Maraú,Bahia,-14.0992,-39.0836
46780-000,Marcionílio Souza,Bahia,-13.1158,-40.6291
45870-000,Mascote,Bahia,-15.6404,-39.428
48280-000,Mata de São João,Bahia,-12.4846,-38.1791
46480-000,Matina,Bahia,-13.8934,-42.9828
45960-000,Medeiros Neto,Bahia,-17.3902,-40.2757
44720-000,Miguel Calmon,Bahia,-11.5255,-40.579
45315-000,Milagres,Bahia,-12.9559,-39.8178
44745-000,Mirangaba,Bahia,-10.8036,-40.6706
45255-000,Mirante,Bahia,-14.1861,-40.7831
48800-000,Monte Santo,Bahia,-10.2665,-39.5684
47580-000,Morpará,Bahia,-11.7527,-43.0913
44850-000,Morro do Chapéu,Bahia,-11.2541,-41.3636
46290-000,Mortugaba,Bahia,-14.9848,-42.4055
46750-000,Mucugê,Bahia,-13.1487,-41.5174
45930-000,Mucuri,Bahia,-18.0058,-39.7981
44885-000,Mulungu do Morro,Bahia,-12.008,-41.4258
44800-000,Mundo Novo,Bahia,-11.9193,-40.5231
44575-000,Muniz Ferreira,Bahia,-13.0015,-39.106
47115-000,Muquém de São Francisco,Bahia,-12.1989,-43.5131
44340-000,Muritiba,Bahia,-12.6345,-39.0665
45480-000,Mutuípe,Bahia,-13.3328,-39.5085
44400-000,Nazaré,Bahia,-12.95,-38.9787
45440-000,Nilo Peçanha,Bahia,-13.6481,-39.2388
48870-000,Nordestina,Bahia,-10.8969,-39.4514
45270-000,Nova Canaã,Bahia,-14.8462,-40.1783
