Postal Code,Place Name,State,City,Latitude,Longitude
51559,Sveti Petar,Primorsko-Goranska,Beli,45.0903,14.3547
51561,Susak,Primorsko-Goranska,Susak,44.51,14.3028
51562,Unije,Primorsko-Goranska,Unije,44.6347,14.2478
51564,?unski,Primorsko-Goranska,?unski,44.5886,14.4064
52000,Heki,Istarska,Pazin,45.2164,13.8897
52100,Banjole,Istarska,Pula,44.825,13.8661
52203,Ližnjan,Istarska,Medulin,44.8283,13.9569
52206,Mar?ana,Istarska,Mar?ana,44.9553,13.9539
52207,Kožljani,Istarska,Barban,45.0635,13.9709
52208,Veliki Vareški,Istarska,Krnica,44.9394,13.9908
52210,Rovinjsko Selo,Istarska,Rovinj (Rovigno),45.1064,13.7156
52211,Bale,Istarska,Bale (Valle),45.0406,13.7836
52212,Štinjan,Istarska,Fažana,44.8936,13.8147
52215,Vodnjan,Istarska,Vodnjan (Dignano),44.9594,13.8517
52216,Galižana,Istarska,Galižana (Gallesano),44.9317,13.8686
52220,Marceljani,Istarska,Labin,45.1518,14.0811
52221,Rabac,Istarska,Rabac,45.0794,14.1575
52222,Škvaransko,Istarska,Koroma?no,44.9878,14.1126
52223,Raša,Istarska,Raša,45.0803,14.0789
52224,Trget,Istarska,Trget,45.0225,14.0561
52231,Jurazini,Istarska,Nedeš?ina,45.138,14.059
52232,Kršan,Istarska,Kršan,45.1733,14.1386
52233,Jasenovik,Istarska,Šušnjevica,45.2331,14.135
52234,Plomin Luka,Istarska,Plomin,45.1532,14.1895
52332,Sveta Katarina,Istarska,Pi?an,45.2061,14.0428
52333,Zajci,Istarska,Podpi?an,45.2124,14.0806
52341,Dolica,Istarska,Žminj,45.1401,13.9179
52342,Bri?anci,Istarska,Svetvin?enat,45.0813,13.8779
52352,Golaš,Istarska,Kanfanar,45.0808,13.7686
52402,Cerovlje,Istarska,Cerovlje,45.2781,14.0122
52403,Mandalen?i?i,Istarska,Gra?iš?e,45.2262,14.0206
52404,Zabrežani,Istarska,Sveti Petar u šumi,45.1836,13.8683
52420,Vodice,Istarska,Buzet,45.0053,14.3969
52422,Rašpor,Istarska,Laniš?e,45.4394,14.0769
52423,Karojba,Istarska,Karojba,45.3008,13.8231
52424,Kaldir,Istarska,Motovun,45.3142,13.8503
52425,Gornja Nugla,Istarska,Ro?,45.4119,14.0283
52426,Lupoglav,Istarska,Lupoglav,45.3511,14.1044
52427,Golubi?i,Istarska,Livade,45.3636,13.8531
52428,Šorgi,Istarska,Oprtalj (Portole),45.3795,13.9124
52429,Makovci,Istarska,Grožnjan (Grisignana),45.3922,13.7803
52434,Vranja,Istarska,Boljun,45.3197,14.1453
52440,Vrani?i kod Pore?a,Istarska,Pore?,45.2085,13.6656
52444,Jakovici,Istarska,Tinjan,45.2112,13.8146
52445,Banki,Istarska,Baderna,45.2073,13.7638
52446,Dekovi?i,Istarska,Nova Vas,45.2579,13.8993
52447,Žudeti?i,Istarska,Vižinada,45.1881,14.1246
52448,Jurcani,Istarska,Sveti Lovre?,45.1012,13.8576
52449,?rvar,Istarska,?ervar Porat,45.2633,13.5925
52450,Gradina,Istarska,Vrsar,45.1492,13.6053
52452,Funtana,Istarska,Funtana,45.1747,13.605
52460,Lozari,Istarska,Buje (Buie),45.4173,13.6614
52462,Momjan,Istarska,Momjan (Momiano),45.4386,13.7111
52463,Radoši kod Višnjana,Istarska,Višnjan,45.2617,13.6833
52464,Brnobi?i,Istarska,Kaštelir,45.3304,13.7043
52465,Tar,Istarska,Tar,45.3008,13.6253
52466,Bužinija,Istarska,Novigrad (Cittanova),45.3417,13.5883
52470,Materada,Istarska,Umag (Umago),45.4033,13.6069
52474,Kršete,Istarska,Brtonigla (Verteneglio),45.3972,13.6172
52475,Savudrija,Istarska,Savudrija (Salvore),45.4914,13.5067
53000,Debelo Brdo I,Li?ko-Senjska,Gospi?,44.5137,15.3918
53201,Budak,Li?ko-Senjska,Li?ki Osik,44.5878,15.3947
53202,Peruši?,Li?ko-Senjska,Peruši?,44.6494,15.3833
53203,Rudinka,Li?ko-Senjska,Kosinj,44.7731,15.1867
53205,Vrebac,Li?ko-Senjska,Medak,44.5269,15.5056
53206,Rizvanuša,Li?ko-Senjska,Brušane,44.4917,15.3033
53211,Smiljan,Li?ko-Senjska,Smiljan,44.5639,15.3181
53212,Aleksinica,Li?ko-Senjska,Klanac,44.6397,15.2508
53213,Donje Pazarište,Li?ko-Senjska,Donje Pazarište,44.6497,15.1967
53220,Oto?ac,Li?ko-Senjska,Oto?ac,44.8694,15.2375
53221,Škare,Li?ko-Senjska,Škare,44.8914,15.3122
53222,Dabar,Li?ko-Senjska,Dabar,44.955,15.31
53223,Gornji Babin Potok,Li?ko-Senjska,Vrhovine,44.8392,15.5264
53224,Sinac,Li?ko-Senjska,Li?ko Leš?e,44.8294,15.3322
53225,Gori?i,Li?ko-Senjska,Švica,44.8547,15.1392
53226,Brlog,Li?ko-Senjska,Kompolje,44.9336,15.1361
53230,Homoljac,Li?ko-Senjska,Korenica,44.7714,15.6269
53231,Serti? Poljana,Li?ko-Senjska,Plitvi?ka Jezera,44.9258,15.5661
53233,Željava,Li?ko-Senjska,Li?ko Petrovo Selo,44.8547,15.74
53234,Komi?,Li?ko-Senjska,Udbina,44.4531,15.7439
53235,Pe?ane,Li?ko-Senjska,Buni?,44.6469,15.7239
53236,Jagodnje,Li?ko-Senjska,Podlapa?a,44.6069,15.5953
53244,Kik,Li?ko-Senjska,Lovinac,44.4344,15.6333
53250,Buševi?,Li?ko-Senjska,Donji Lapac,44.5476,15.9758
53251,Donji Štrbci,Li?ko-Senjska,Nebljusi,44.6444,15.9858
53252,Brezovac Dobroselski,Li?ko-Senjska,Doljani,44.4467,16.0353
53260,Brinje,Li?ko-Senjska,Brinje,45,15.1308
53261,Lipice,Li?ko-Senjska,Križpolje,45.0167,15.2667
53262,Jezerane,Li?ko-Senjska,Jezerane,45.0481,15.2064
53270,Senj,Li?ko-Senjska,Senj,44.9894,14.9058
53271,Veljun Primorski,Li?ko-Senjska,Krivi Put,45.0061,14.9597
53273,Crni Kal,Li?ko-Senjska,Vratnik,44.9194,15.0778
53274,Krasno,Li?ko-Senjska,Krasno,44.8231,15.0514
53284,Lukovo,Li?ko-Senjska,Sveti Juraj,44.8544,14.8944
53287,Prizna,Li?ko-Senjska,Jablanac,44.6419,15.0111
53288,Konjsko,Li?ko-Senjska,Karlobag,44.5125,15.1444
53289,Bari? Draga,Li?ko-Senjska,Lukovo Šugarje,44.3786,15.2686
53291,Stara Novalja,Li?ko-Senjska,Novalja,44.5981,14.8772
53294,Lun,Li?ko-Senjska,Lun,44.6869,14.7503
53296,Metajna,Li?ko-Senjska,Zubovi?i,44.5069,15.0119
